EntrezID,GeneSymbol,ConfidenceCategory,TRIAGEhit,Pathway,InteractingGenes,NetworkGenePathways
152831,KLB,MedConf,Yes,,"FGF9, KRAS","Ras signaling pathway (2), Rap1 signaling pathway (2), MAPK signaling pathway (2), Regulation of actin cytoskeleton (2), PI3K-Akt signaling pathway (2), GnRH signaling pathway (1), Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Long-term depression (1), Serotonergic synapse (1), Aldosterone-regulated sodium reabsorption (1), Thyroid hormone signaling pathway (1), Relaxin signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1)"
9314,KLF4,MedConf,Yes,,SMAD4,AGE-RAGE signaling pathway in diabetic complications (1)
10219,KLRG1,HighConf,Yes,,SYK,"Fc epsilon RI signaling pathway (1), Osteoclast differentiation (1), PI3K-Akt signaling pathway (1), NF-kappa B signaling pathway (1)"
,,,,,,
3845,KRAS,HighConf,Yes,"PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Chemokine signaling pathway, AGE-RAGE signaling pathway in diabetic complications, Relaxin signaling pathway, Ras signaling pathway, Thyroid hormone signaling pathway, Aldosterone-regulated sodium reabsorption, Serotonergic synapse, Long-term depression, Fc epsilon RI signaling pathway, T cell receptor signaling pathway, Sphingolipid signaling pathway, GnRH signaling pathway","GRIN2D, IL3, IL3RA, SPRED2, KLB, SHC2, NRG4, RASA4, BRAP, PPP2R5E, PPP2CB, RPS27A, UBB, PEBP1, RELA, VCL, EGFR, FGA, FGFR3, RAP1A, PDGFRB, UBC, PPP2R5A, PDGFRA, RET, RASAL2, FGF9, BRAF, RASA3, CSF2, FGF10, NCAM1","Ras signaling pathway (13), PI3K-Akt signaling pathway (12), MAPK signaling pathway (9), Rap1 signaling pathway (8), Regulation of actin cytoskeleton (8), Focal adhesion (7), Cytokine-cytokine receptor interaction (6), Chemokine signaling pathway (4), cAMP signaling pathway (4), Sphingolipid signaling pathway (4), Jak-STAT signaling pathway (3), Hematopoietic cell lineage (3), Adrenergic signaling in cardiomyocytes (3), Relaxin signaling pathway (3), T cell receptor signaling pathway (2), Fc epsilon RI signaling pathway (2), TNF signaling pathway (2), Long-term depression (2), Serotonergic synapse (1), GnRH signaling pathway (1), RIG-I-like receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1), Neuroactive ligand-receptor interaction (1)"
283455,KSR2,MedConf,Yes,Ras signaling pathway,,
8270,LAGE3,MedConf,Yes,,"EIF4A1, NUP43",RNA transport (2)
3910,LAMA4,MedConf,Yes,"PI3K-Akt signaling pathway, Focal adhesion","ITGA5, ITGAV, AGRN, ITGA1, ITGB1, LAMA5","Focal adhesion (5), PI3K-Akt signaling pathway (5), Regulation of actin cytoskeleton (4), Phagosome (3), Hematopoietic cell lineage (2), Rap1 signaling pathway (1), Thyroid hormone signaling pathway (1)"
3911,LAMA5,MedConf,Yes,"PI3K-Akt signaling pathway, Focal adhesion","LAMA4, ITGA5, ITGAV, ARHGEF6, AGRN, ITGA1, PRNP, PXN, ITGB1, CDC42","Focal adhesion (7), Regulation of actin cytoskeleton (7), PI3K-Akt signaling pathway (5), Phagosome (3), Chemokine signaling pathway (2), Rap1 signaling pathway (2), Hematopoietic cell lineage (2), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), MAPK signaling pathway (1), Thyroid hormone signaling pathway (1)"
3916,LAMP1,MedConf,Yes,Phagosome,,
28956,LAMTOR2,MedConf,Yes,,"BRAF, ATP6V1B2","Synaptic vesicle cycle (1), Phagosome (1), Long-term depression (1), Serotonergic synapse (1), Focal adhesion (1), Chemokine signaling pathway (1), cAMP signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Regulation of actin cytoskeleton (1)"
27040,LAT,MedConf,Yes,"NF-kappa B signaling pathway, Rap1 signaling pathway, Ras signaling pathway, Fc epsilon RI signaling pathway, T cell receptor signaling pathway","SYK, HLA-DQA2, COPS6, COPS7A, LRWD1, SKAP1, PIK3R3, COPS2, COPS5, PTPN6","Jak-STAT signaling pathway (2), T cell receptor signaling pathway (2), Fc epsilon RI signaling pathway (2), Osteoclast differentiation (2), Rap1 signaling pathway (2), PI3K-Akt signaling pathway (2), Sphingolipid signaling pathway (1), Aldosterone-regulated sodium reabsorption (1), Thyroid hormone signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), cAMP signaling pathway (1), TNF signaling pathway (1), Regulation of actin cytoskeleton (1), Toll-like receptor signaling pathway (1), Hematopoietic cell lineage (1), Phagosome (1), NF-kappa B signaling pathway (1)"
7462,LAT2,MedConf,Yes,,"SYK, PDPK1, GAB2","Fc epsilon RI signaling pathway (3), Sphingolipid signaling pathway (2), Osteoclast differentiation (2), PI3K-Akt signaling pathway (2), Ras signaling pathway (1), T cell receptor signaling pathway (1), Aldosterone-regulated sodium reabsorption (1), Thyroid hormone signaling pathway (1), Focal adhesion (1), NF-kappa B signaling pathway (1)"
92483,LDHAL6B,MedConf,Yes,,ABAT,"leucine and isoleucine degradation (1), Valine (1)"
3945,LDHB,MedConf,Yes,,"PSMC2, CFL2, CTSD, RAB5A, CFL1","Regulation of actin cytoskeleton (2), Phagosome (1), Ras signaling pathway (1), Vasopressin-regulated water reabsorption (1), Sphingolipid signaling pathway (1), Proteasome (1)"
3949,LDLR,MedConf,Yes,,"CFTR, DNM1, TACR1, CHRM2, CLTC, SYT1, RAB5A, EGFR, CLTA, ADRB2","Synaptic vesicle cycle (4), Neuroactive ligand-receptor interaction (3), cAMP signaling pathway (3), Ras signaling pathway (2), Regulation of actin cytoskeleton (2), PI3K-Akt signaling pathway (2), Adrenergic signaling in cardiomyocytes (1), Renin secretion (1), GnRH signaling pathway (1), Relaxin signaling pathway (1), Focal adhesion (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Cytokine-cytokine receptor interaction (1), Phagosome (1), Vasopressin-regulated water reabsorption (1)"
64175,LEPRE1,HighConf,Yes,,"COL1A2, COL10A1, COL17A1, COL6A1, COL4A3, COL4A2","Protein digestion and absorption (6), Focal adhesion (4), PI3K-Akt signaling pathway (4), Relaxin signaling pathway (3), AGE-RAGE signaling pathway in diabetic complications (3)"
3959,LGALS3BP,MedConf,Yes,,"TGFB2, PF4, RAE1","Cytokine-cytokine receptor interaction (2), RNA transport (1), Chemokine signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), MAPK signaling pathway (1)"
3978,LIG1,MedConf,Yes,Base excision repair,"UBC, POLD3, POLD4, PCNA, XAB2, RPS27A, UBB, POLB, POLE, POLR2J, POLR2F","Base excision repair (5), Spliceosome (1)"
353514,LILRA5,MedConf,Yes,Osteoclast differentiation,,
91750,LIN52,MedConf,Yes,,PCNA,Base excision repair (1)
64130,LIN7B,HighConf,Yes,,"SYT1, STX1A, SLC18A2","Synaptic vesicle cycle (3), Serotonergic synapse (1), Insulin secretion (1)"
286826,LIN9,HighConf,Yes,,PCNA,Base excision repair (1)
2846,LPAR4,MedConf,Yes,"PI3K-Akt signaling pathway, Rap1 signaling pathway, Neuroactive ligand-receptor interaction",,
254531,LPCAT4,HighConf,Yes,Ether lipid metabolism,"CEPT1, PAFAH2, PNPLA7, LPPR2, GPAT2, PAFAH1B3, PLA2G4A, PLA2G4D, PPAP2A, PLA2G6, JMJD7-PLA2G4B, ENPP6","Ether lipid metabolism (8), Ras signaling pathway (4), GnRH signaling pathway (3), Fc epsilon RI signaling pathway (3), Long-term depression (3), Serotonergic synapse (3), MAPK signaling pathway (3)"
64748,LPPR2,HighConf,Yes,,LPCAT4,Ether lipid metabolism (1)
26018,LRIG1,MedConf,Yes,,EGFR,"GnRH signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), Focal adhesion (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Cytokine-cytokine receptor interaction (1), Regulation of actin cytoskeleton (1), PI3K-Akt signaling pathway (1)"
4035,LRP1,HighConf,Yes,,"ITGAM, PDGFRB, ITGAV","Regulation of actin cytoskeleton (3), Phagosome (2), Focal adhesion (2), PI3K-Akt signaling pathway (2), Rap1 signaling pathway (2), Thyroid hormone signaling pathway (1), Ras signaling pathway (1), MAPK signaling pathway (1), Cytokine-cytokine receptor interaction (1), Hematopoietic cell lineage (1)"
90506,LRRC46,HighConf,Yes,,POLE,Base excision repair (1)
222229,LRWD1,MedConf,Yes,,LAT,"T cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Ras signaling pathway (1), Rap1 signaling pathway (1), NF-kappa B signaling pathway (1)"
25804,LSM4,MedConf,Yes,Spliceosome,"PPIH, PKN2, GPKOW, SGTA, PCF11, MTR, PRPF8, PRPF31, YBX1, CCAR1, HNRNPA2B1, PAPOLA, XAB2, HNRNPM, PTBP1, SNW1, SF3B2, SF3B1, SRSF1, CDC5L, PLRG1, LSM6, EFTUD2, HNRNPH1, BCAS2, SF3B6, SRRM1, SRSF2, PRPF38A, SYNCRIP, SRSF3, POLR2J, POLR2F, CD2BP2, SNRPD3, PHF5A, SNRPC","Spliceosome (21), RNA transport (1), Notch signaling pathway (1), PI3K-Akt signaling pathway (1)"
11157,LSM6,HighConf,Yes,Spliceosome,"EFTUD2, HNRNPH1, BCAS2, SF3B6, SRRM1, SRSF2, PRPF38A, SRSF3, POLR2J, POLR2F, CD2BP2, SNRPD3, PHF5A, SNRPC, LSM4, PPIH, PKN2, GPKOW, PCF11, HERC4, PRPF8, PRPF31, YBX1, CCAR1, HNRNPA2B1, PAPOLA, XAB2, HNRNPM, PTBP1, SNW1, SF3B2, SF3B1, SRSF1, CDC5L, PLRG1","Spliceosome (21), Notch signaling pathway (1), PI3K-Akt signaling pathway (1), RNA transport (1)"
1241,LTB4R,MedConf,Yes,Neuroactive ligand-receptor interaction,"GPR4, UTS2B, KISS1, XCL2, PIK3R3, GNA11, ADRBK1, GNG3, GNG10, AGT, KALRN, TACR1, EDN1, BDKRB1, NMUR2, NMS, P2RY11, MLNR, GNRH2, GNA15, PROK1, AVPR1A, TACR3, TRH","Neuroactive ligand-receptor interaction (7), Relaxin signaling pathway (5), Chemokine signaling pathway (4), Ras signaling pathway (3), PI3K-Akt signaling pathway (3), GnRH signaling pathway (2), Regulation of actin cytoskeleton (2), AGE-RAGE signaling pathway in diabetic complications (2), TNF signaling pathway (2), Serotonergic synapse (2), Renin secretion (1), Long-term depression (1), Insulin secretion (1), Jak-STAT signaling pathway (1), Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Aldosterone-regulated sodium reabsorption (1), Thyroid hormone signaling pathway (1), Focal adhesion (1), Osteoclast differentiation (1), cAMP signaling pathway (1), Rap1 signaling pathway (1), Toll-like receptor signaling pathway (1), Cytokine-cytokine receptor interaction (1)"
55692,LUC7L,MedConf,Yes,,SNRPD3,Spliceosome (1)
51213,LUZP4,MedConf,Yes,,"RANBP2, THOC1, THOC7, RAE1, NUP43, SRSF1, NXF1, SRRM1, SRSF2, SRSF3, THOC2, NUP155, NUP188, NXT1","RNA transport (11), Spliceosome (5)"
23643,LY96,HighConf,Yes,"NF-kappa B signaling pathway, Toll-like receptor signaling pathway","RIPK1, IKBKB, EIF2AK2, RPS27A, UBB, MAP3K7, FGA, TICAM1, TOLLIP, UBC, TIRAP, CD14, DNM1, S100A8, TLR2, TLR4, MYD88","Toll-like receptor signaling pathway (10), NF-kappa B signaling pathway (8), NOD-like receptor signaling pathway (6), Phagosome (3), PI3K-Akt signaling pathway (3), MAPK signaling pathway (3), RIG-I-like receptor signaling pathway (3), TNF signaling pathway (3), T cell receptor signaling pathway (2), Osteoclast differentiation (2), Synaptic vesicle cycle (1), Hematopoietic cell lineage (1), Regulation of actin cytoskeleton (1), Ras signaling pathway (1), Chemokine signaling pathway (1)"
8567,MADD,HighConf,Yes,,"RIPK1, TNFRSF1A","TNF signaling pathway (2), NF-kappa B signaling pathway (2), Sphingolipid signaling pathway (1), Osteoclast differentiation (1), MAPK signaling pathway (1), Cytokine-cytokine receptor interaction (1), RIG-I-like receptor signaling pathway (1), NOD-like receptor signaling pathway (1), Toll-like receptor signaling pathway (1)"
9935,MAFB,HighConf,Yes,,JUN,"GnRH signaling pathway (1), T cell receptor signaling pathway (1), Relaxin signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), cAMP signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1)"
84441,MAML2,MedConf,Yes,Notch signaling pathway,,
5608,MAP2K6,MedConf,Yes,"Toll-like receptor signaling pathway, MAPK signaling pathway, TNF signaling pathway, Rap1 signaling pathway, Osteoclast differentiation, Fc epsilon RI signaling pathway, GnRH signaling pathway","BRAF, PF4, CXCL11, GNA15, TAOK3, MAP3K9, RIPK1, IRAK1, MAPKAPK3, MAP3K3, MAPK13, MAP3K7, PEBP1, CDC42, RAP1A, TNFRSF1A","MAPK signaling pathway (9), Chemokine signaling pathway (5), Toll-like receptor signaling pathway (5), TNF signaling pathway (4), NF-kappa B signaling pathway (4), Rap1 signaling pathway (4), Osteoclast differentiation (3), Cytokine-cytokine receptor interaction (3), Focal adhesion (3), GnRH signaling pathway (3), T cell receptor signaling pathway (3), RIG-I-like receptor signaling pathway (3), NOD-like receptor signaling pathway (3), Sphingolipid signaling pathway (2), Ras signaling pathway (2), cAMP signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Regulation of actin cytoskeleton (2), Relaxin signaling pathway (2), Adrenergic signaling in cardiomyocytes (1), Fc epsilon RI signaling pathway (1), Long-term depression (1), Serotonergic synapse (1)"
4215,MAP3K3,MedConf,Yes,"MAPK signaling pathway, GnRH signaling pathway","MAP3K7, ERC1, TNFRSF1A, MAP2K6, IL1B, RIPK1, IKBKB","TNF signaling pathway (6), NF-kappa B signaling pathway (6), Osteoclast differentiation (5), MAPK signaling pathway (5), Toll-like receptor signaling pathway (5), NOD-like receptor signaling pathway (4), RIG-I-like receptor signaling pathway (3), T cell receptor signaling pathway (2), Cytokine-cytokine receptor interaction (2), Ras signaling pathway (1), Chemokine signaling pathway (1), PI3K-Akt signaling pathway (1), Hematopoietic cell lineage (1), AGE-RAGE signaling pathway in diabetic complications (1), GnRH signaling pathway (1), Fc epsilon RI signaling pathway (1), Rap1 signaling pathway (1), Sphingolipid signaling pathway (1)"
6885,MAP3K7,HighConf,Yes,"NF-kappa B signaling pathway, Toll-like receptor signaling pathway, MAPK signaling pathway, TNF signaling pathway, NOD-like receptor signaling pathway, Osteoclast differentiation, RIG-I-like receptor signaling pathway, T cell receptor signaling pathway","NFKBIB, WDR5, RELA, KAT2B, HCFC1, ERC1, TNFRSF1A, TICAM1, UBC, MAP2K6, PDPK1, CD14, TGFB2, TLR2, IL1A, TLR4, MYD88, BMPR1B, NFKBIE, USP18, CYLD, LY96, SMAD6, CARD11, RIPK1, IRAK1, IKBKB, EIF2AK2, RPS27A, UBB, MAP3K3, MAPK13","Toll-like receptor signaling pathway (12), NF-kappa B signaling pathway (12), MAPK signaling pathway (9), Osteoclast differentiation (8), NOD-like receptor signaling pathway (8), T cell receptor signaling pathway (7), RIG-I-like receptor signaling pathway (6), TNF signaling pathway (6), PI3K-Akt signaling pathway (5), Sphingolipid signaling pathway (4), AGE-RAGE signaling pathway in diabetic complications (4), Cytokine-cytokine receptor interaction (4), GnRH signaling pathway (3), Fc epsilon RI signaling pathway (3), Chemokine signaling pathway (3), Phagosome (3), Relaxin signaling pathway (2), Rap1 signaling pathway (2), Ras signaling pathway (2), Hematopoietic cell lineage (2), Thyroid hormone signaling pathway (2), Adrenergic signaling in cardiomyocytes (1), Regulation of actin cytoskeleton (1), Aldosterone-regulated sodium reabsorption (1), Focal adhesion (1), Notch signaling pathway (1), cAMP signaling pathway (1)"
1326,MAP3K8,MedConf,Yes,"Toll-like receptor signaling pathway, MAPK signaling pathway, TNF signaling pathway, T cell receptor signaling pathway","IKBKB, RPS27A, UBB, UBC","T cell receptor signaling pathway (1), Ras signaling pathway (1), RIG-I-like receptor signaling pathway (1), Chemokine signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
4293,MAP3K9,MedConf,Yes,,"CDC42, MAP2K6","GnRH signaling pathway (2), Rap1 signaling pathway (2), MAPK signaling pathway (2), Fc epsilon RI signaling pathway (1), Osteoclast differentiation (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Regulation of actin cytoskeleton (1)"
5603,MAPK13,MedConf,Yes,"Toll-like receptor signaling pathway, MAPK signaling pathway, TNF signaling pathway, Rap1 signaling pathway, NOD-like receptor signaling pathway, Osteoclast differentiation, AGE-RAGE signaling pathway in diabetic complications, RIG-I-like receptor signaling pathway, Relaxin signaling pathway, Fc epsilon RI signaling pathway, T cell receptor signaling pathway, Adrenergic signaling in cardiomyocytes, Sphingolipid signaling pathway, GnRH signaling pathway","MAP3K7, CDC42, STAT1, GNG3, MAX, CDC25B, JUN, GNG10, STMN1, GNAI3, MAP2K6, GNAO1, SP1, DUSP7, DUSP6, EEF2K, ELK4, DUSP10, DUSP5, CREB1, MAPKAPK3","MAPK signaling pathway (13), Relaxin signaling pathway (6), Osteoclast differentiation (5), Chemokine signaling pathway (5), TNF signaling pathway (4), Serotonergic synapse (4), Rap1 signaling pathway (4), Toll-like receptor signaling pathway (4), cAMP signaling pathway (3), PI3K-Akt signaling pathway (3), GnRH signaling pathway (3), Ras signaling pathway (3), T cell receptor signaling pathway (3), AGE-RAGE signaling pathway in diabetic complications (3), NOD-like receptor signaling pathway (3), Adrenergic signaling in cardiomyocytes (2), Renin secretion (2), Long-term depression (2), Focal adhesion (2), Insulin secretion (1), Vasopressin-regulated water reabsorption (1), Thyroid hormone synthesis (1), Fc epsilon RI signaling pathway (1), Sphingolipid signaling pathway (1), Jak-STAT signaling pathway (1), Thyroid hormone signaling pathway (1), Regulation of actin cytoskeleton (1), RIG-I-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
7867,MAPKAPK3,MedConf,Yes,MAPK signaling pathway,"MAPK13, CDC42, PHC2, MAP2K6, IL1A, HIST1H2BJ, HIST1H2BK","MAPK signaling pathway (4), AGE-RAGE signaling pathway in diabetic complications (3), Osteoclast differentiation (3), GnRH signaling pathway (3), Rap1 signaling pathway (3), Fc epsilon RI signaling pathway (2), TNF signaling pathway (2), Toll-like receptor signaling pathway (2), T cell receptor signaling pathway (2), Hematopoietic cell lineage (1), Cytokine-cytokine receptor interaction (1), Ras signaling pathway (1), Focal adhesion (1), Chemokine signaling pathway (1), Regulation of actin cytoskeleton (1), Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Relaxin signaling pathway (1), RIG-I-like receptor signaling pathway (1), NOD-like receptor signaling pathway (1)"
84930,MASTL,MedConf,Yes,,PPP2CB,"Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Long-term depression (1), PI3K-Akt signaling pathway (1)"
4149,MAX,MedConf,Yes,MAPK signaling pathway,"NFYC, PDGFRB, PPP2R5A, CFLAR, WNT5A, COL1A2, BIRC5, CEBPD, E2F3, SIN3B, PHF20, SLC2A1, PMAIP1, MXI1, HMGCS2, DNTT, TMEFF2, MYCT1, EIF4A1, DYNC1H1, CCND2, HDAC2, NFYB, MAPK13, EIF4G1, MSH2, EIF2S1, ITGB1, SIN3A, WDR5, TAF4, GAPDH, SMAD4, PTMA, TAF12, TAF1, HCFC1","PI3K-Akt signaling pathway (5), Focal adhesion (4), AGE-RAGE signaling pathway in diabetic complications (3), Thyroid hormone signaling pathway (3), Rap1 signaling pathway (3), RNA transport (3), Phagosome (2), Regulation of actin cytoskeleton (2), Sphingolipid signaling pathway (2), Adrenergic signaling in cardiomyocytes (2), Relaxin signaling pathway (2), TNF signaling pathway (2), MAPK signaling pathway (2), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), RIG-I-like receptor signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), Toll-like receptor signaling pathway (1), Notch signaling pathway (1), Jak-STAT signaling pathway (1), Vasopressin-regulated water reabsorption (1), Hematopoietic cell lineage (1), leucine and isoleucine degradation (1), Valine (1), Insulin secretion (1), Protein digestion and absorption (1), NF-kappa B signaling pathway (1), Ras signaling pathway (1), Cytokine-cytokine receptor interaction (1)"
8932,MBD2,MedConf,Yes,,"HDAC2, SIN3A","Thyroid hormone signaling pathway (2), Notch signaling pathway (1)"
53615,MBD3,MedConf,Yes,,"EHMT2, HNRNPM, DDX3X, HDAC2, SIN3A, SUV39H1","Lysine degradation (2), Thyroid hormone signaling pathway (2), Notch signaling pathway (1), RIG-I-like receptor signaling pathway (1), Spliceosome (1)"
4158,MC2R,MedConf,Yes,"cAMP signaling pathway, Neuroactive ligand-receptor interaction","CALCR, RLN2, GPBAR1, HRH2, GNG3, GNG10, ADRB2, INSL3, SCT, RLN3, GHRH, PTGER2, GPR15, HTR6, PTGIR, DRD5, P2RY11, VIPR1","Neuroactive ligand-receptor interaction (9), Relaxin signaling pathway (5), cAMP signaling pathway (4), Serotonergic synapse (3), Renin secretion (2), Ras signaling pathway (2), Chemokine signaling pathway (2), PI3K-Akt signaling pathway (2), Adrenergic signaling in cardiomyocytes (1), Osteoclast differentiation (1)"
8888,MCM3AP,HighConf,Yes,,NUP43,RNA transport (1)
84515,MCM8,MedConf,Yes,,POLE,Base excision repair (1)
9282,MED14,MedConf,Yes,Thyroid hormone signaling pathway,,
4210,MEFV,MedConf,Yes,NOD-like receptor signaling pathway,,
4224,MEP1A,MedConf,Yes,Protein digestion and absorption,MME,"Protein digestion and absorption (1), Hematopoietic cell lineage (1)"
4236,MFAP1,MedConf,Yes,,"SNW1, PRPF38A","Spliceosome (2), Notch signaling pathway (1)"
4240,MFGE8,MedConf,Yes,,ITGAV,"Phagosome (1), Thyroid hormone signaling pathway (1), Focal adhesion (1), Regulation of actin cytoskeleton (1), PI3K-Akt signaling pathway (1)"
4242,MFNG,MedConf,Yes,Notch signaling pathway,NOTCH4,"Notch signaling pathway (1), Thyroid hormone signaling pathway (1)"
4257,MGST1,MedConf,Yes,,"GPX3, GPX1",Thyroid hormone synthesis (2)
79003,MIS12,MedConf,Yes,,"PPP2R5A, RANBP2, PPP2R5E, RANGAP1, PPP2CB, NUP43, CDC42","RNA transport (3), Sphingolipid signaling pathway (3), Adrenergic signaling in cardiomyocytes (3), PI3K-Akt signaling pathway (3), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Regulation of actin cytoskeleton (1), Long-term depression (1)"
2862,MLNR,MedConf,Yes,Neuroactive ligand-receptor interaction,"GNRH2, GNA15, PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, XCL2, PIK3R3, GNA11, ADRBK1, GNG3, GNG10, AGT, KALRN, TACR1, EDN1, BDKRB1, NMUR2, NMS, P2RY11","Neuroactive ligand-receptor interaction (7), Relaxin signaling pathway (5), Chemokine signaling pathway (4), Ras signaling pathway (3), PI3K-Akt signaling pathway (3), Regulation of actin cytoskeleton (2), AGE-RAGE signaling pathway in diabetic complications (2), TNF signaling pathway (2), Serotonergic synapse (2), GnRH signaling pathway (2), Renin secretion (1), Long-term depression (1), Insulin secretion (1), Jak-STAT signaling pathway (1), Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Aldosterone-regulated sodium reabsorption (1), Thyroid hormone signaling pathway (1), Focal adhesion (1), Osteoclast differentiation (1), cAMP signaling pathway (1), Rap1 signaling pathway (1), Toll-like receptor signaling pathway (1), Cytokine-cytokine receptor interaction (1)"
51085,MLXIPL,MedConf,Yes,,PPP2CB,"Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Long-term depression (1), PI3K-Akt signaling pathway (1)"
4311,MME,MedConf,Yes,"Hematopoietic cell lineage, Protein digestion and absorption","MEP1A, AGT","Renin secretion (1), Protein digestion and absorption (1)"
10933,MORF4L1,MedConf,Yes,,"HDAC2, SIN3A","Thyroid hormone signaling pathway (2), Notch signaling pathway (1)"
4342,MOS,HighConf,Yes,"Regulation of actin cytoskeleton, MAPK signaling pathway",MRAS,"Ras signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Regulation of actin cytoskeleton (1)"
22808,MRAS,MedConf,Yes,"Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway","RASA4, RAPGEF5, BRAP, PIK3R3, ARHGEF6, RASAL2, BRAF, RASA3, MOS","Ras signaling pathway (6), Regulation of actin cytoskeleton (4), Rap1 signaling pathway (3), MAPK signaling pathway (2), Focal adhesion (2), Chemokine signaling pathway (2), cAMP signaling pathway (2), Long-term depression (1), Serotonergic synapse (1), Jak-STAT signaling pathway (1), Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Aldosterone-regulated sodium reabsorption (1), Thyroid hormone signaling pathway (1), Relaxin signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), TNF signaling pathway (1), PI3K-Akt signaling pathway (1), Toll-like receptor signaling pathway (1)"
4436,MSH2,MedConf,Yes,,"EIF3B, POLE, MAX, JUN, PCNA","Base excision repair (2), MAPK signaling pathway (2), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Relaxin signaling pathway (1), Focal adhesion (1), AGE-RAGE signaling pathway in diabetic complications (1), Osteoclast differentiation (1), cAMP signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1), RNA transport (1)"
4481,MSR1,MedConf,Yes,Phagosome,"HSP90B1, CALR, COL4A2, APOB, COL1A2","PI3K-Akt signaling pathway (3), Protein digestion and absorption (2), Relaxin signaling pathway (2), Focal adhesion (2), AGE-RAGE signaling pathway in diabetic complications (2), Phagosome (1), Thyroid hormone synthesis (1)"
4502,MT2A,MedConf,Yes,,"GBP2, IRF9, JUN, ICAM1, HLA-DQA2","NOD-like receptor signaling pathway (3), AGE-RAGE signaling pathway in diabetic complications (2), TNF signaling pathway (2), Osteoclast differentiation (2), Hematopoietic cell lineage (1), Phagosome (1), NF-kappa B signaling pathway (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Relaxin signaling pathway (1), Focal adhesion (1), cAMP signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1), Jak-STAT signaling pathway (1)"
9219,MTA2,HighConf,Yes,,"HNRNPM, HDAC2, SIN3A, SUV39H1, EHMT2","Lysine degradation (2), Thyroid hormone signaling pathway (2), Notch signaling pathway (1), Spliceosome (1)"
