EntrezID,GeneSymbol,InputCategory,Group,TRIAGEpathways,Total.Network.Hits,All.Network.Hits
6133,RPL9,MedConf,Ribosome,Ribosome,41,"RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, RPS20, RPL18, RPL17, RPL32, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, EXOSC3, MPHOSPH6, SEC61B, RPL37, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, EXOSC9, EXOSC5"
6175,RPLP0,MedConf,Ribosome,Ribosome,42,"RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, RPS20, RPL18, RPL17, RPL32, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, EXOSC3, MPHOSPH6, SEC61B, RPL37, RPL39L, SECISBP2, SPCS3, RPL6, RANBP2, EEF1A1, RPS15A, EXOSC9, EXOSC5, RPL9, RPS18, EIF3I, RPS8, HNRNPU, ETF1, RPL18A, SEC61A1, RPS23, RPL4"
138716,RPP25L,MedConf,RNA transport,"RNA transport, Ribosome biogenesis in eukaryotes",1,POP7
6204,RPS10,MedConf,Ribosome,Ribosome,45,"RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, NOP56, RPS20, RPL18, RPL17, NOP58, RPL32, UTP14A, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, HEATR1, SEC61B, IMP4, RPL37, TMED2, DDX49, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, RPL9, PRPF3, RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A"
6210,RPS15A,MedConf,Ribosome,Ribosome,46,"RPL9, RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, NOP56, RPS20, RPL18, RPL17, NOP58, RPL32, DDX3X, UTP14A, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, HEATR1, SEC61B, IMP4, RPL37, ACTA2, DIMT1, DDX49, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1"
6222,RPS18,MedConf,Ribosome,Ribosome,44,"EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, NOP56, RPS20, RPL18, RPL17, NOP58, RPL32, UTP14A, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, ATP6V0A1, HEATR1, SEC61B, IMP4, RPL37, DDX49, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, RPL9"
6224,RPS20,MedConf,Ribosome,Ribosome,47,"RPL18, MRPL1, RPL17, NOP58, RPL32, UTP14A, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, HEATR1, SEC61B, IMP4, COG4, RPL37, PGRMC1, DDX49, MAP4, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, RPL9, RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, NOP56"
6228,RPS23,MedConf,Ribosome,Ribosome,44,"RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, NOP56, RPS20, RPL18, RPL17, NOP58, RPL32, UTP14A, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, HEATR1, SEC61B, IMP4, RPL37, ACTA2, DDX49, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, RPL9, RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1"
6232,RPS27,MedConf,Ribosome,Ribosome,57,"RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, NOP56, RPS20, RPL18, RPL17, NOP58, RPL32, CLASP1, NUP107, NUP133, UTP14A, XPO1, EIF3G, PPP2R2A, EIF3H, CENPQ, EIF4E, NCBP2, CDC42, ZWILCH, NUP85, AHCTF1, NUP160, HEATR1, SEC61B, IMP4, ITGB3BP, RPL37, DDX49, TAOK1, RPL39L, SECISBP2, SPCS3, RPL6, RANBP2, EEF1A1, RANGAP1, RPS15A, RPL9, RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10"
6191,RPS4X,MedConf,Ribosome,Ribosome,44,"RPL10A, EIF1AX, RPS6, NOP56, RPS20, RPL18, RPL17, NOP58, RPL32, UTP14A, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, HEATR1, SEC61B, IMP4, RPL37, ACTA2, DDX49, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, RPL9, RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A"
6194,RPS6,MedConf,Ribosome,"Ribosome, EGFR tyrosine kinase inhibitor resistance, PI3K-Akt signaling pathway, mTOR signaling pathway, HIF-1 signaling pathway",48,"NOP56, RPS20, RPL18, RPL17, NOP58, RPL32, UTP14A, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, EXOSC3, MPHOSPH6, HEATR1, SEC61B, IMP4, RPS6KB1, RPL37, DDX49, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, EXOSC9, EXOSC5, RPL9, RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX"
6198,RPS6KB1,MedConf,Novel,"EGFR tyrosine kinase inhibitor resistance, PI3K-Akt signaling pathway, mTOR signaling pathway, HIF-1 signaling pathway, ErbB signaling pathway, Autophagy - animal",10,"RRAGB, POLDIP3, RPS6, GRB2, PPP2R2A, MTOR, EIF4E, CDC42, AKT1, TGFBR2"
6202,RPS8,MedConf,Ribosome,Ribosome,44,"ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, NOP56, RPS20, RPL18, RPL17, NOP58, RPL32, UTP14A, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, HEATR1, SEC61B, IMP4, RPL37, DDX49, DCAF1, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, RPL9, RPS18, EIF3I"
10325,RRAGB,HighConf,Novel,"mTOR signaling pathway, Autophagy - animal",5,"DEPDC5, MTOR, EIF4E, AKT1, RPS6KB1"
22800,RRAS2,MedConf,Novel,"Ras signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Autophagy - animal, Phospholipase D signaling pathway",2,"TIAM1, MOS"
124923,RSKR,MedConf,Novel,,1,CD8B
26156,RSL1D1,HighConf,Novel,,6,"POLR3F, HNRNPU, FBL, RPL4, NOP56, NOP58"
51187,RSL24D1,MedConf,Ribosome,Ribosome,1,FBL
51289,RXFP3,MedConf,Novel,Relaxin signaling pathway,12,"NPBWR1, AGTR2, GABBR1, OPRM1, C3, GNG2, C5AR1, LPAR1, CHRM2, CXCR4, MTNR1A, HTR1F"
6277,S100A6,MedConf,Novel,,1,CLNS1A
6280,S100A9,MedConf,Novel,,3,"HNRNPU, UTP14A, TRA2A"
29927,SEC61A1,MedConf,Novel,,23,"RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, RPS6, RPS20, RPL18, RPL17, RPL32, RPL37, RPL6, RPS15A, RPL9, RPS18, RPS8, RPL18A"
10952,SEC61B,MedConf,Novel,,23,"RPL37, RPL6, RPS15A, RPL9, RPS18, RPS8, RPL18A, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, RPS6, RPS20, RPL18, RPL17, RPL32"
79048,SECISBP2,MedConf,Novel,,23,"RPL6, RPS15A, RPL9, RPS18, RPS8, RPL18A, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, RPS6, RPS20, RPL18, RPL17, RPL32, RPL37"
10371,SEMA3A,MedConf,Novel,,2,"PAK2, PIP5K1C"
59343,SENP2,MedConf,RNA transport,RNA transport,5,"DVL2, RANGAP1, NUP107, NUP133, NUP153"
5345,SERPINF2,MedConf,Novel,,2,"EGF, VEGFD"
80854,SETD7,MedConf,Novel,"Lysine degradation, FoxO signaling pathway",2,"PLOD1, PLOD3"
10291,SF3A1,MedConf,Novel,Spliceosome,22,"SUGP1, ELAVL1, POLR2J, NCBP2, CHERP, HNRNPF, PABPN1, SLU7, PPWD1, PRPF3, RBM22, SF3A2, HNRNPU, SNRPA1, UTP14A, TRA2A, SF3B3, PRPF40A, LSM3, LSM2, TRIM55, SNRPB"
8175,SF3A2,MedConf,Novel,Spliceosome,23,"HNRNPU, SNRPA1, SF3B3, PRPF40A, LSM3, LSM2, SNRPB, SF3A1, SUGP1, ELAVL1, POLR2J, NCBP2, ARGLU1, CHERP, HRH2, HNRNPF, PABPN1, SLU7, HTATSF1, PPWD1, PRPF3, ILF3, RBM22"
23450,SF3B3,MedConf,Novel,Spliceosome,24,"PRPF40A, LSM3, LSM2, TRIM55, SNRPB, SF3A1, SUGP1, ELAVL1, POLR2J, NCBP2, CHERP, HNRNPF, PABPN1, SLU7, PPWD1, PRPF3, RBM22, SF3A2, HNRNPU, RPL18A, SNRPA1, UTP14A, SPTAN1, TRA2A"
10019,SH2B3,MedConf,Novel,,1,GRB2
6457,SH3GL3,MedConf,Novel,,9,"EGF, DVL2, CHRM2, ARPC1A, ARPC5, EGFR, CD4, FLT1, PDGFRA"
399694,SHC4,MedConf,Novel,"EGFR tyrosine kinase inhibitor resistance, Focal adhesion, Ras signaling pathway, Relaxin signaling pathway, ErbB signaling pathway, Phospholipase D signaling pathway",5,"GRB2, EGFR, FLT1, PDGFRA, FLT4"
10569,SLU7,MedConf,Novel,Spliceosome,30,"NUP54, PPWD1, POLDIP3, LUZP4, RANBP2, PRPF3, RBM22, SF3A2, HNRNPU, SNRPA1, NUP107, NUP133, NUP153, SF3B3, LSM2, SNRPB, SF3A1, SUGP1, ELAVL1, POLR2J, NCBP2, CHERP, THOC2, NUP155, NUP85, NUP160, NUP88, HNRNPF, PABPN1, NUP62"
6627,SNRPA1,MedConf,Novel,Spliceosome,21,"SF3B3, PRPF40A, LSM3, LSM2, SNRPB, SF3A1, SUGP1, ELAVL1, POLR2J, NCBP2, SSB, CHERP, HNRNPF, PABPN1, SLU7, PPWD1, PRPF3, RBM22, SF3A2, HNRNPU, PSMA7"
6628,SNRPB,MedConf,Novel,Spliceosome,31,"SF3A1, SUGP1, ELAVL1, POLR2J, NCBP2, CHERP, NUP155, NUP85, NUP160, NUP88, HNRNPF, PABPN1, NUP62, SLU7, NUP54, GEMIN2, PPWD1, RANBP2, PRPF3, RBM22, SF3A2, HNRNPU, SNRPA1, NUP107, NUP133, NUP153, SF3B3, CLNS1A, PRPF40A, LSM3, LSM2"
60559,SPCS3,HighConf,Novel,,23,"RPL6, RPS15A, RPL9, RPS18, RPS8, RPL18A, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, RPS6, RPS20, RPL18, RPL17, RPL32, RPL37"
23013,SPEN,MedConf,Novel,,4,"EP300, NUP54, MAML1, NUP107"
8877,SPHK1,MedConf,Novel,Phospholipase D signaling pathway,5,"FCER1A, CERS5, ACER3, CCT3, PDGFRA"
6697,SPR,MedConf,Novel,,2,"ACAT2, MDH1"
6709,SPTAN1,HighConf,Novel,,3,"SF3B3, ACTA2, ARF1"
6711,SPTBN1,HighConf,Novel,,2,"TGFBR2, ARF1"
6741,SSB,HighConf,Novel,,6,"POLR3F, POLR3D, EEF1A1, NOP56, SNRPA1, POLR3A"
54434,SSH1,MedConf,Novel,Regulation of actin cytoskeleton,2,"GRB2, CXCR4"
90627,STARD13,MedConf,Novel,,1,CDC42
6811,STX5,HighConf,Novel,,2,"NUP160, MAN2A1"
57794,SUGP1,MedConf,Novel,,15,"POLR2J, NCBP2, CHERP, SLU7, PRPF3, RBM22, SF3A2, HNRNPU, SNRPA1, SF3B3, PRPF40A, LSM3, LSM2, SNRPB, SF3A1"
6839,SUV39H1,MedConf,Novel,Lysine degradation,4,"PLOD1, PLOD3, BAHD1, HDAC1"
83551,TAAR8,MedConf,Novel,,1,GNG2
6863,TAC1,MedConf,Novel,,2,"GNG2, LPAR1"
10629,TAF6L,MedConf,Novel,,3,"NCOR2, HDAC1, KAT2A"
57551,TAOK1,HighConf,Novel,MAPK signaling pathway,14,"RANBP2, RANGAP1, RPS27, CLASP1, NUP107, NUP133, XPO1, CENPQ, CDC42, ZWILCH, NUP85, AHCTF1, NUP160, ITGB3BP"
51567,TDP2,MedConf,Novel,,1,RELA
7029,TFDP2,HighConf,Novel,,2,"EP300, HDAC1"
7048,TGFBR2,MedConf,Novel,"MAPK signaling pathway, FoxO signaling pathway, Relaxin signaling pathway",7,"ERCC3, RPS6KB1, CCNT1, CDK13, XPO1, PPP2R2A, SPTBN1"
60436,TGIF2,MedConf,Novel,,1,HDAC1
57187,THOC2,HighConf,RNA transport,"RNA transport, Spliceosome",17,"NUP155, NUP85, NUP160, NUP88, PABPN1, NUP62, SLU7, NUP54, POLDIP3, LUZP4, RANBP2, NUP107, NUP133, NUP153, VPS53, USP7, NCBP2"
7074,TIAM1,MedConf,Novel,"Ras signaling pathway, Regulation of actin cytoskeleton, Rap1 signaling pathway",3,"RRAS2, CDC42, RAP1B"
26230,TIAM2,HighConf,Novel,,1,CDC42
1678,TIMM8A,HighConf,Novel,,1,CDA
10972,TMED10,MedConf,Novel,,1,ARF1
10959,TMED2,HighConf,Novel,,3,"ARF1, EIF3I, RPS10"
79155,TNIP2,MedConf,Novel,,1,RELA
7137,TNNI3,MedConf,Novel,,1,PPP2R2A
84134,TOMM40L,MedConf,Novel,,1,NUP62
29896,TRA2A,MedConf,Novel,Spliceosome,6,"SF3B3, PRPF40A, SF3A1, HRH2, S100A9, HNRNPU"
22878,TRAPPC8,HighConf,Novel,,1,ACAT2
7200,TRH,MedConf,Novel,,2,"GNG2, LPAR1"
84675,TRIM55,HighConf,Novel,,4,"SF3A1, RANBP2, HNRNPU, SF3B3"
81844,TRIM56,MedConf,Novel,,1,LSM2
9321,TRIP11,MedConf,Novel,,1,ARF1
7252,TSHB,MedConf,Novel,,1,GNG2
7253,TSHR,MedConf,Novel,,2,"PC, GNG2"
221830,TWISTNB,MedConf,Novel,"RNA polymerase, Pyrimidine metabolism",5,"KAT2A, ZNRD1, ERCC3, EP300, ENTPD3"
55236,UBA6,MedConf,Novel,,1,ATG7
7321,UBE2D1,MedConf,Novel,,7,"RELA, AKT1, EGFR, EP300, ATG7, EGF, EHMT1"
7327,UBE2G2,MedConf,Novel,,1,ATG7
118424,UBE2J2,MedConf,Novel,,1,ATG7
7336,UBE2V2,MedConf,Novel,,2,"ATG7, NSD2"
51035,UBXN1,MedConf,Novel,,2,"ACAT2, CLNS1A"
51720,UIMC1,MedConf,Novel,,1,NSD2
7874,USP7,MedConf,Novel,FoxO signaling pathway,9,"RPA2, POLR2J, THOC2, HNRNPF, PTEN, ERCC3, EP300, KLHDC10, VPS53"
10813,UTP14A,MedConf,Novel,Ribosome biogenesis in eukaryotes,24,"SF3B3, PRPF40A, SF3A1, EXOSC3, MPHOSPH6, HEATR1, IMP4, S100A9, DDX49, RPS15A, EXOSC9, EXOSC5, RPS18, RPS8, HNRNPU, FBL, RPS23, RPS10, RPS27, RPS4X, RPS6, NOP56, RPS20, NOP58"
2277,VEGFD,MedConf,Novel,"PI3K-Akt signaling pathway, Focal adhesion, Ras signaling pathway, Relaxin signaling pathway, Rap1 signaling pathway",9,"FLT4, SERPINF2, GRB2, EGFR, FLT1, PDGFRA, CFD, EGF, ITGA4"
55275,VPS53,HighConf,Novel,,2,"USP7, THOC2"
7471,WNT1,HighConf,Novel,mTOR signaling pathway,6,"WNT11, FZD6, WNT10A, NOTUM, CSNK1G2, DVL2"
80326,WNT10A,MedConf,Novel,mTOR signaling pathway,4,"NOTUM, WNT1, WNT11, FZD6"
7481,WNT11,MedConf,Novel,mTOR signaling pathway,6,"FZD6, WNT10A, NOTUM, GNG2, DVL2, WNT1"
51741,WWOX,MedConf,Novel,,1,NUP133
6375,XCL1,MedConf,Novel,,2,"GNG2, LPAR1"
7514,XPO1,MedConf,RNA transport,"RNA transport, Ribosome biogenesis in eukaryotes",24,"ELAVL1, CENPQ, RELA, CDC42, TGFBR2, ZWILCH, NUP85, AHCTF1, NUP160, NUP88, NUP62, ITGB3BP, RANBP1, RCC1, CDA, TAOK1, RANBP2, RANGAP1, RPS27, HDAC1, CLASP1, NUP107, NUP133, NUP153"
57732,ZFYVE28,MedConf,Novel,,3,"GRB2, EGFR, EGF"
84330,ZNF414,MedConf,Novel,,1,DEPDC5
152485,ZNF827,MedConf,Novel,,1,CHERP
30834,ZNRD1,HighConf,Novel,"RNA polymerase, Pyrimidine metabolism",5,"ERCC3, EP300, ENTPD3, TWISTNB, KAT2A"
55055,ZWILCH,MedConf,Novel,,10,"NUP85, NUP160, TAOK1, RANBP2, RANGAP1, RPS27, NUP107, NUP133, XPO1, CDC42"
