"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.RNA transport","Ntwrk.RNA transport","NtwrkCount.Pyrimidine metabolism","Ntwrk.Pyrimidine metabolism","NtwrkCount.Ribosome","Ntwrk.Ribosome","Total_Path_Hits.net.count"
"184",3190,"HNRNPK",241,"HighConf","Novel","Spliceosome",37,"HNRNPA1, SRSF2, SRSF6, SRSF7, YBX1, PHF5A, SRSF1, SUGP1, SRSF3, U2AF2, CCAR1, DHX38, NUDT21, RBM42, PCF11, NCBP1, PRPF4, NCBP2, TXNL4A, POLR2D, CSTF3, POLR2F, SNRPD3, HNRNPD, SF1, SNRPD1, SNRPF, POLR2L, SNRNP200, SF3A2, SNRNP70, SF3B1, SNRPG, SF3B5, SNRPA1, PRPF8, POLR2I",2,"NCBP2, NCBP1",4,"POLR2L, POLR2I, POLR2F, POLR2D",0,NA,6
"185",3269,"HRH1",506,"MedConf","Novel",NA,4,"NKAP, SAP30BP, PRPF40A, MFAP1",0,NA,0,NA,0,NA,0
"186",3312,"HSPA8",0,"HighConf","Novel","Spliceosome",25,"STUB1, PRPF19, VCP, PSMC1, PSMA6, PSMD12, PSMD7, PSMD14, PSMB7, PSMB5, PSMB4, PSMD1, RPS27A, PSMA4, CDC5L, SF3A2, EIF4G1, HNRNPD, DNAJA1, SIRT1, BCAS2, NAPA, BAG3, DNM2, CRYBA4",1,"EIF4G1",0,NA,1,"RPS27A",2
"187",3313,"HSPA9",329,"HighConf","Novel","RNA degradation",3,"GTF2A1, DNAJA1, PMPCA",0,NA,0,NA,0,NA,0
"188",27336,"HTATSF1",462,"HighConf","Novel",NA,3,"DDX42, SF3B1, SF3A2",0,NA,0,NA,0,NA,0
"189",3420,"IDH3B",382,"MedConf","Novel","Biosynthesis of amino acids, Carbon metabolism, Citrate cycle (TCA cycle), 2-Oxocarboxylic acid metabolism",3,"ACO2, ACO1, DLD",0,NA,0,NA,0,NA,0
"190",92856,"IMP4",463,"HighConf","Novel","Ribosome biogenesis in eukaryotes",8,"UTP15, NOP58, FBL, PDCD11, WDR75, NOC4L, HEATR1, PWP2",0,NA,0,NA,0,NA,0
"191",3619,"INCENP",191,"HighConf","Novel",NA,21,"NDC80, PLK1, SMC3, STAG1, BUB3, NUP107, BIRC5, XPO1, AURKB, CENPN, SPC24, RANGAP1, ESPL1, KIF23, CDCA8, KIF20A, CENPI, RPS27, CDC20, MAD2L1, CUL3",3,"XPO1, RANGAP1, NUP107",0,NA,1,"RPS27",4
"192",3843,"IPO5",503,"HighConf","Novel",NA,6,"KPNB1, NUP98, BAP1, NUP62, NUP153, RPL23A",4,"NUP98, NUP62, NUP153, KPNB1",0,NA,1,"RPL23A",5
"193",10527,"IPO7",546,"HighConf","Novel",NA,2,"KPNB1, RPL23A",1,"KPNB1",0,NA,1,"RPL23A",2
"194",128239,"IQGAP3",533,"MedConf","Novel",NA,1,"RAC1",0,NA,0,NA,0,NA,0
"195",23479,"ISCU",449,"HighConf","Novel",NA,1,"NFS1",0,NA,0,NA,0,NA,0
"196",147040,"KCTD11",521,"MedConf","Novel",NA,1,"CUL3",0,NA,0,NA,0,NA,0
"197",9817,"KEAP1",452,"HighConf","Novel","Ubiquitin mediated proteolysis",5,"GABPA, MAD2L1, SASS6, PTMA, CUL3",0,NA,0,NA,0,NA,0
"198",10112,"KIF20A",556,"MedConf","Novel",NA,5,"CDCA8, INCENP, PLK1, BIRC5, AURKB",0,NA,0,NA,0,NA,0
"199",9493,"KIF23",407,"HighConf","Novel",NA,6,"CDCA8, BIRC5, AURKB, INCENP, YWHAZ, PLK1",0,NA,0,NA,0,NA,0
"200",3837,"KPNB1",287,"HighConf","RNA transport","RNA transport",18,"NUP107, NUP98, NUP93, NPM1, NUMA1, NUTF2, RANGAP1, SNUPN, NUP155, NUP188, IPO5, IPO7, EXOSC10, NUP153, NCBP1, SMN1, NCBP2, NUP62",12,"SNUPN, SMN1, RANGAP1, NUP98, NUP93, NUP62, NUP188, NUP155, NUP153, NUP107, NCBP2, NCBP1",0,NA,0,NA,12
"201",3875,"KRT18",459,"MedConf","Novel",NA,1,"YWHAZ",0,NA,0,NA,0,NA,0
"202",3918,"LAMC2",579,"HighConf","Novel",NA,1,"RAC1",0,NA,0,NA,0,NA,0
"203",51520,"LARS",272,"MedConf","Novel","Aminoacyl-tRNA biosynthesis",5,"DARS, NARS, LARS2, AARS, QARS",0,NA,0,NA,0,NA,0
"204",23395,"LARS2",595,"HighConf","Novel","Aminoacyl-tRNA biosynthesis",1,"LARS",0,NA,0,NA,0,NA,0
"205",134353,"LSM11",574,"HighConf","Novel",NA,6,"SNRPF, SNRPD3, NCBP1, SMN1, NCBP2, SNRPG",3,"SMN1, NCBP2, NCBP1",0,NA,0,NA,3
"206",57819,"LSM2",157,"HighConf","Novel","Spliceosome, RNA degradation",12,"LSM4, CNOT1, SART3, SNRPD1, PRPF4, LSM3, LSM7, ZMAT2, TXNL4A, PRPF3, PRPF8, SNRPD3",0,NA,0,NA,0,NA,0
"207",27258,"LSM3",154,"HighConf","Novel","Spliceosome, RNA degradation",15,"LSM7, LSM2, YBX1, LSM4, XRN1, SART3, EDC4, SNRPG, TXNL4A, SNRPD3, SNRPD1, PRPF3, PRPF4, PRPF8, WDR77",0,NA,0,NA,0,NA,0
"208",25804,"LSM4",309,"MedConf","Novel","Spliceosome, RNA degradation",12,"XRN1, SMU1, SART3, EDC4, LSM7, PRPF8, SNRPD3, LSM3, PRPF4, TXNL4A, LSM2, PRPF3",0,NA,0,NA,0,NA,0
"209",51690,"LSM7",155,"MedConf","Novel","Spliceosome, RNA degradation",15,"LSM2, LSM4, XRN1, SART3, EDC4, PRPF8, SNRPD3, ZMAT2, TXNL4A, SNRPD1, LSM3, PRPF3, SNRPA1, SNRPF, PRPF4",0,NA,0,NA,0,NA,0
"210",4085,"MAD2L1",55,"HighConf","Novel","Cell cycle, Oocyte meiosis, Progesterone-mediated oocyte maturation",39,"RPS27, CDC20, POLA1, FZR1, INCENP, NDC80, PLK1, SMC3, STAG1, BUB3, NUP107, BIRC5, CDC16, XPO1, ANAPC2, TUBG1, AURKB, CENPN, SPC24, RANGAP1, ESPL1, CDCA8, KEAP1, TBCD, OXSR1, ANAPC5, CENPI, PSMB7, PSMA6, PSMB4, RPS27A, CDC23, PSMD14, PSMD1, PSMD12, PSMC1, PSMA4, PSMB5, PSMD7",3,"XPO1, RANGAP1, NUP107",1,"POLA1",2,"RPS27A, RPS27",6
"211",5606,"MAP2K3",411,"HighConf","Novel",NA,3,"CAMK2B, RAC1, MAPK11",0,NA,0,NA,0,NA,0
"212",5600,"MAPK11",224,"MedConf","Novel","Progesterone-mediated oocyte maturation",7,"RAC1, EIF4E, MAP2K3, CYBA, ETV1, YWHAZ, MAX",1,"EIF4E",0,NA,0,NA,1
"213",92935,"MARS2",443,"HighConf","Novel","Aminoacyl-tRNA biosynthesis, Selenocompound metabolism",1,"MTFMT",0,NA,0,NA,0,NA,0
"214",4149,"MAX",74,"HighConf","Novel",NA,21,"RPL11, HCFC1, GAPDH, MAPK11, EIF4G1, CCNE1, BIRC5, NCL, NPM1, TAF9, TEX10, EIF4E, NFYC, ENO1, DDX18, ODC1, SIN3A, PTMA, RUVBL1, PPP2CA, CAD",2,"EIF4G1, EIF4E",1,"CAD",1,"RPL11",4
"215",53615,"MBD3",368,"MedConf","Novel",NA,6,"TTF1, ZNF217, TAF1B, ERCC2, SIN3A, POLR1B",0,NA,1,"POLR1B",0,NA,1
"216",4173,"MCM4",165,"MedConf","Novel","DNA replication, Cell cycle",13,"GINS3, CDC45, SSRP1, RPA3, GINS2, POLE2, PRIM1, TONSL, RPS27A, RPA1, POLA1, FZR1, PCNA",0,NA,3,"PRIM1, POLE2, POLA1",1,"RPS27A",4
"217",23195,"MDN1",541,"HighConf","Novel","Ribosome biogenesis in eukaryotes",5,"PES1, TEX10, GNL2, GTPBP4, NLE1",0,NA,0,NA,0,NA,0
"218",5469,"MED1",126,"HighConf","Novel",NA,19,"MED17, SNW1, MED14, MED7, CTDP1, POLR2F, MED9, THRAP3, MED25, CDK9, MED30, CDK8, MED19, MED31, NFYC, RARA, MED11, CCND3, SIN3A",0,NA,1,"POLR2F",0,NA,1
"219",400569,"MED11",486,"HighConf","Novel",NA,12,"MED30, MED25, CDK8, MED14, MED19, MED9, THRAP3, MED31, MED17, MED7, MED1, CCND3",0,NA,0,NA,0,NA,0
"220",9282,"MED14",194,"HighConf","Novel",NA,15,"MED7, CTDP1, POLR3A, POLR2D, MED9, THRAP3, MED25, MED30, CDK8, MED19, MED31, MED11, MED1, MED17, CCND3",0,NA,2,"POLR3A, POLR2D",0,NA,2
"221",9440,"MED17",127,"HighConf","Novel",NA,13,"MED14, MED7, CTDP1, MED9, THRAP3, MED25, MED30, CDK8, MED19, MED31, MED11, MED1, CCND3",0,NA,0,NA,0,NA,0
"222",219541,"MED19",330,"MedConf","Novel",NA,11,"MED31, MED11, MED25, MED7, MED9, MED1, CCND3, MED30, MED17, MED14, CDK8",0,NA,0,NA,0,NA,0
"223",81857,"MED25",285,"HighConf","Novel",NA,12,"MED30, CDK8, MED19, MED31, MED11, MED14, MED1, MED9, MED17, MED7, CTDP1, CCND3",0,NA,0,NA,0,NA,0
"224",90390,"MED30",290,"HighConf","Novel",NA,13,"CDK8, MED19, MED31, MED11, THRAP3, MED14, CCND3, POLR2F, MED7, MED9, MED1, MED17, MED25",0,NA,1,"POLR2F",0,NA,1
"225",51003,"MED31",331,"MedConf","Novel",NA,12,"MED11, MED19, CDK8, MED30, MED25, TCEA2, MED17, CCND3, MED1, MED14, MED7, MED9",0,NA,0,NA,0,NA,0
"226",9443,"MED7",215,"HighConf","Novel",NA,13,"CTDP1, POLR3A, MED9, MED25, MED30, CDK8, MED19, MED31, MED11, MED14, MED17, MED1, CCND3",0,NA,1,"POLR3A",0,NA,1
"227",55090,"MED9",283,"HighConf","Novel",NA,11,"MED25, MED30, CDK8, MED19, MED31, MED11, MED7, MED17, CCND3, MED1, MED14",0,NA,0,NA,0,NA,0
"228",4234,"METTL1",523,"HighConf","Novel",NA,1,"EXOSC10",0,NA,0,NA,0,NA,0
"229",4236,"MFAP1",105,"HighConf","Novel",NA,18,"PRPF8, SNRPA1, SF3A2, SNRPD3, PRPF3, PRPF4, SNRPD1, XAB2, DDX42, SNW1, SF3B4, SNRPG, SF3B1, DHX38, BCAS2, SMU1, HRH1, PRPF19",0,NA,0,NA,0,NA,0
"230",142678,"MIB2",512,"HighConf","Novel",NA,1,"UBE2N",0,NA,0,NA,0,NA,0
"231",54468,"MIOS",569,"HighConf","Novel",NA,1,"SEH1L",1,"SEH1L",0,NA,0,NA,1
"232",27030,"MLH3",483,"HighConf","Novel","Mismatch repair",2,"RPA3, RPA1",0,NA,0,NA,0,NA,0
"233",64223,"MLST8",390,"HighConf","Novel",NA,8,"EIF4E, DEPTOR, YWHAZ, RB1CC1, RPTOR, RPS6KB1, YWHAG, YWHAE",1,"EIF4E",0,NA,0,NA,1
"234",6945,"MLX",335,"HighConf","Novel","Non-alcoholic fatty liver disease (NAFLD)",1,"MLXIPL",0,NA,0,NA,0,NA,0
"235",51085,"MLXIPL",496,"HighConf","Novel","Non-alcoholic fatty liver disease (NAFLD)",1,"MLX",0,NA,0,NA,0,NA,0
"236",27304,"MOCS3",505,"HighConf","Novel","Sulfur relay system",2,"NFS1, CTU2",0,NA,0,NA,0,NA,0
"237",28998,"MRPL13",278,"HighConf","Ribosome","Ribosome",9,"MRPL52, MRPL38, MRPL3, MRPL16, MRPL49, MRPL22, MRPS2, MRPL39, MRPL27",0,NA,0,NA,5,"MRPS2, MRPL3, MRPL27, MRPL22, MRPL16",5
"238",54948,"MRPL16",295,"HighConf","Ribosome","Ribosome",8,"MRPL49, MRPL22, MRPL4, MRPL13, MRPL3, MRPL38, MRPL33, MRPL27",0,NA,0,NA,6,"MRPL4, MRPL33, MRPL3, MRPL27, MRPL22, MRPL13",6
"239",55052,"MRPL20",292,"HighConf","Ribosome","Ribosome",7,"MRPL3, MRPL27, MRPL33, MRPL36, RPL9, RPL23A, RPL11",0,NA,0,NA,7,"RPL9, RPL23A, RPL11, MRPL36, MRPL33, MRPL3, MRPL27",7
"240",219927,"MRPL21",279,"MedConf","Ribosome","Ribosome",1,"MRPL38",0,NA,0,NA,0,NA,0
"241",29093,"MRPL22",297,"MedConf","Ribosome","Ribosome",6,"MRPL4, MRPL16, MRPL33, MRPL27, MRPS2, MRPL13",0,NA,0,NA,6,"MRPS2, MRPL4, MRPL33, MRPL27, MRPL16, MRPL13",6
"242",51264,"MRPL27",190,"HighConf","Ribosome","Ribosome",14,"MRPL13, MRPL20, MRPL3, MRPL16, MRPL49, MRPL22, MRPL41, MRPL4, RPL23A, RPL9, MRPL36, RPL11, MRPL33, MRPS2",0,NA,0,NA,12,"RPL9, RPL23A, RPL11, MRPS2, MRPL4, MRPL36, MRPL33, MRPL3, MRPL22, MRPL20, MRPL16, MRPL13",12
"243",11222,"MRPL3",294,"HighConf","Ribosome","Ribosome",9,"MRPL16, MRPL49, MRPL4, MRPL52, MRPL27, MRPL36, MRPL39, MRPL20, MRPL13",0,NA,0,NA,6,"MRPL4, MRPL36, MRPL27, MRPL20, MRPL16, MRPL13",6
"244",9553,"MRPL33",188,"HighConf","Ribosome","Ribosome",9,"MRPL36, MRPL27, MRPL20, MRPL16, MRPL22, MRPL4, RPL9, RPL23A, RPL11",0,NA,0,NA,9,"RPL9, RPL23A, RPL11, MRPL4, MRPL36, MRPL27, MRPL22, MRPL20, MRPL16",9
"245",64979,"MRPL36",189,"HighConf","Ribosome","Ribosome",7,"MRPL27, MRPL20, MRPL3, RPL9, RPL11, RPL23A, MRPL33",0,NA,0,NA,7,"RPL9, RPL23A, RPL11, MRPL33, MRPL3, MRPL27, MRPL20",7
"246",64978,"MRPL38",293,"MedConf","Novel",NA,7,"MRPL16, MRPL49, MRPL21, MRPL52, MRPL39, MRPL13, TSR1",0,NA,0,NA,3,"MRPL21, MRPL16, MRPL13",3
"247",54148,"MRPL39",267,"HighConf","Novel",NA,6,"MRPL13, MRPL52, MRPL38, MRPL3, MRPL49, TSR1",0,NA,0,NA,2,"MRPL3, MRPL13",2
"248",51073,"MRPL4",474,"MedConf","Ribosome","Ribosome",6,"MRPL27, MRPL16, MRPL49, MRPL3, MRPL22, MRPL33",0,NA,0,NA,5,"MRPL33, MRPL3, MRPL27, MRPL22, MRPL16",5
"249",64975,"MRPL41",473,"HighConf","Novel",NA,2,"MRPL27, MRPS2",0,NA,0,NA,2,"MRPS2, MRPL27",2
"250",740,"MRPL49",296,"HighConf","Novel",NA,9,"MRPL4, MRPL52, MRPS2, MRPL39, MRPL38, MRPL27, MRPL16, MRPL3, MRPL13",0,NA,0,NA,6,"MRPS2, MRPL4, MRPL3, MRPL27, MRPL16, MRPL13",6
"251",122704,"MRPL52",280,"MedConf","Novel",NA,6,"MRPL38, MRPL3, MRPL49, MRPL13, MRPL39, TSR1",0,NA,0,NA,2,"MRPL3, MRPL13",2
"252",64960,"MRPS15",30,"HighConf","Ribosome","Ribosome",3,"MRPS16, RPS5, MRPS2",0,NA,0,NA,3,"RPS5, MRPS2, MRPS16",3
"253",51021,"MRPS16",32,"MedConf","Ribosome","Ribosome",6,"RPS5, RPS15A, RPS11, MRPS15, MRPS2, TUFM",0,NA,0,NA,5,"RPS5, RPS15A, RPS11, MRPS2, MRPS15",5
"254",51116,"MRPS2",29,"MedConf","Ribosome","Ribosome",8,"MRPS15, MRPS16, RPS5, MRPL27, MRPL13, MRPL49, MRPL22, MRPL41",0,NA,0,NA,6,"RPS5, MRPS16, MRPS15, MRPL27, MRPL22, MRPL13",6
"255",123263,"MTFMT",590,"HighConf","Novel","Aminoacyl-tRNA biosynthesis, One carbon pool by folate",4,"DHFR, MTHFD2, MARS2, SHMT2",0,NA,0,NA,0,NA,0
"256",10797,"MTHFD2",442,"HighConf","Novel","One carbon pool by folate",3,"MTFMT, SHMT2, ATIC",0,NA,0,NA,0,NA,0
"257",4597,"MVD",591,"HighConf","Novel","Terpenoid backbone biosynthesis",3,"DHDDS, FDPS, PMVK",0,NA,0,NA,0,NA,0
"258",10514,"MYBBP1A",531,"HighConf","Novel",NA,8,"WDR43, RPS11, UTP15, PCNA, RPS14, HEATR1, WDR75, NUP62",1,"NUP62",0,NA,2,"RPS14, RPS11",3
"259",4605,"MYBL2",464,"HighConf","Novel",NA,2,"PLK1, CCNE1",0,NA,0,NA,0,NA,0
"260",80218,"NAA50",468,"HighConf","Novel",NA,3,"BUD31, PRPF19, CDC5L",0,NA,0,NA,0,NA,0
"261",8883,"NAE1",173,"HighConf","Novel",NA,2,"UBE2M, UBA3",0,NA,0,NA,0,NA,0
"262",8775,"NAPA",465,"HighConf","Novel",NA,2,"HSPA8, NSF",0,NA,0,NA,0,NA,0
"263",4677,"NARS",482,"HighConf","Novel","Aminoacyl-tRNA biosynthesis",3,"GARS, LARS, AARS",0,NA,0,NA,0,NA,0
"264",54892,"NCAPG2",543,"MedConf","Novel",NA,3,"SMC2, SMC4, PLK1",0,NA,0,NA,0,NA,0
"265",4686,"NCBP1",152,"HighConf","RNA transport","RNA transport, Spliceosome, mRNA surveillance pathway",115,"TRNAU1AP, SNRPC, SSRP1, NUP153, NUP62, SF3B5, POLR2L, CTDP1, POLR2F, POLR2D, EIF4G1, POLR2I, HNRNPD, HNRNPK, HNRNPA1, SRSF2, SRSF6, SRSF7, YBX1, PHF5A, SRSF1, SUGP1, SRSF3, U2AF2, CCAR1, KPNB1, DDX20, CDK9, NUP107, NUP93, ERCC2, THOC3, EIF4A3, RPS6KB1, DHX38, EIF4E, NUP155, GEMIN5, NUP188, NUDT21, SNRNP35, UPF1, LSM11, PHAX, PCF11, PRPF19, PRPF4, SNRPF, RPLP2, SNRPG, RPL34, RPL11, RPL19, RPS24, RPS27, RPS14, RPLP0, RPL8, RPS5, PRPF8, RPL14, SF3A2, RPL26, RPL27, RPL9, TXNL4A, RPL27A, SF3B1, RPL18, DDX42, RPS10, RPS3A, RPS28, SNW1, SNRPD1, RPL38, RPLP1, RPL23A, SNRPA1, RPS29, RPL7, RPL13A, RPS11, RPL15, RPL24, PRPF39, RPS23, XAB2, RPS27A, RPL21, SNRNP200, NCBP2, RPL32, RPS26, RPL13, SNRPD3, PPP2CA, RPL29, RPL3, SNRNP70, CSTF3, RPS13, RPL30, SCAF4, RPS4X, RPS15A, RPL37, RPL6, RPL17, RPL18A, RPS20, RPL36, RPS19, PRPF40A, RPL37A",16,"UPF1, THOC3, PHAX, NUP93, NUP62, NUP188, NUP155, NUP153, NUP107, NCBP2, KPNB1, GEMIN5, EIF4G1, EIF4E, EIF4A3, DDX20",4,"POLR2L, POLR2I, POLR2F, POLR2D",48,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27A, RPS27, RPS26, RPS24, RPS23, RPS20, RPS19, RPS15A, RPS14, RPS13, RPS11, RPS10, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7, RPL6, RPL38, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL27A, RPL27, RPL26, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL18, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11",68
"266",22916,"NCBP2",149,"MedConf","RNA transport","RNA transport, Spliceosome, mRNA surveillance pathway",112,"SNRNP70, PRPF39, NCBP1, TRNAU1AP, SNRPC, SSRP1, NUP153, NUP62, SF3B5, POLR2L, CTDP1, POLR2F, POLR2D, EIF4G1, POLR2I, HNRNPD, HNRNPK, HNRNPA1, SRSF2, SRSF6, SRSF7, YBX1, PHF5A, SRSF1, SUGP1, SRSF3, U2AF2, CCAR1, KPNB1, DDX20, CDK9, NUP107, NUP93, ERCC2, EIF4A3, DHX38, EIF4E, NUP155, GEMIN5, NUP188, NUDT21, SNRNP35, UPF1, LSM11, PHAX, PCF11, RPL38, RPLP2, PRPF4, PPP2CA, RPL18A, RPS28, RPS14, RPL36, RPL13, RPL27A, RPLP1, SF3B4, RPS26, SF3B1, RPS27, SNRPF, RPL6, RPS3A, PRPF19, RPS5, RPS15A, SNRPD1, RPL23A, RPL37A, RPS19, CSTF3, RPL18, RPL26, RPS10, RPL13A, RPL21, RPL34, PRPF8, SNRPD3, RPL15, RPL19, RPS23, RPL9, RPL29, TXNL4A, SNRPA1, SCAF4, SF3A2, RPL3, SNRPG, RPL27, RPL8, RPS4X, CDC5L, RPL24, RPL11, RPS27A, RPS20, PRPF40A, RPS29, RPS24, RPS13, RPL14, SNRNP200, RPL17, RPL37, RPS11, RPLP0, RPL32, RPL30, RPL7",15,"UPF1, PHAX, NUP93, NUP62, NUP188, NUP155, NUP153, NUP107, NCBP1, KPNB1, GEMIN5, EIF4G1, EIF4E, EIF4A3, DDX20",4,"POLR2L, POLR2I, POLR2F, POLR2D",48,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27A, RPS27, RPS26, RPS24, RPS23, RPS20, RPS19, RPS15A, RPS14, RPS13, RPS11, RPS10, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7, RPL6, RPL38, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL27A, RPL27, RPL26, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL18, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11",67
"267",4691,"NCL",314,"HighConf","Novel",NA,9,"NPM1, AURKB, RPL3, NUP62, RPL8, MAX, RPL24, RUVBL1, RPL11",1,"NUP62",0,NA,4,"RPL8, RPL3, RPL24, RPL11",5
"268",10403,"NDC80",193,"HighConf","Novel",NA,18,"PLK1, SMC3, STAG1, BUB3, NUP107, BIRC5, XPO1, AURKB, CENPN, SPC24, RANGAP1, ESPL1, CDCA8, CENPI, RPS27, MAD2L1, CDC20, INCENP",3,"XPO1, RANGAP1, NUP107",0,NA,1,"RPS27",4
"269",51079,"NDUFA13",9,"MedConf","Novel","Oxidative phosphorylation, Non-alcoholic fatty liver disease (NAFLD)",10,"NDUFB2, NDUFS5, EXOSC6, UQCR10, UQCRC1, NDUFB8, NDUFB9, NDUFS3, NDUFS7, NDUFA7",0,NA,0,NA,0,NA,0
"270",4701,"NDUFA7",4,"MedConf","Novel","Oxidative phosphorylation, Non-alcoholic fatty liver disease (NAFLD)",7,"NDUFS3, NDUFB9, NDUFB8, NDUFS7, NDUFA13, NDUFB2, NDUFS5",0,NA,0,NA,0,NA,0
"271",4708,"NDUFB2",10,"MedConf","Novel","Oxidative phosphorylation, Non-alcoholic fatty liver disease (NAFLD)",9,"NDUFS5, UQCR10, UQCRC1, NDUFB8, NDUFS3, NDUFA13, NDUFS7, NDUFA7, NDUFB9",0,NA,0,NA,0,NA,0
"272",4714,"NDUFB8",7,"HighConf","Novel","Oxidative phosphorylation, Non-alcoholic fatty liver disease (NAFLD)",9,"NDUFS7, NDUFA13, NDUFB2, NDUFS5, UQCR10, UQCRC1, NDUFA7, NDUFS3, NDUFB9",0,NA,0,NA,0,NA,0
"273",4715,"NDUFB9",6,"HighConf","Novel","Oxidative phosphorylation, Non-alcoholic fatty liver disease (NAFLD)",9,"NDUFB8, NDUFS7, NDUFA13, NDUFB2, NDUFS5, UQCR10, UQCRC1, NDUFS3, NDUFA7",0,NA,0,NA,0,NA,0
"274",4722,"NDUFS3",5,"HighConf","Novel","Oxidative phosphorylation, Non-alcoholic fatty liver disease (NAFLD)",9,"NDUFB9, NDUFB8, NDUFS7, NDUFA13, NDUFB2, NDUFS5, UQCR10, UQCRC1, NDUFA7",0,NA,0,NA,0,NA,0
"275",4725,"NDUFS5",124,"HighConf","Novel","Oxidative phosphorylation, Non-alcoholic fatty liver disease (NAFLD)",9,"UQCR10, UQCRC1, NDUFB8, NDUFA13, NDUFB2, NDUFS7, NDUFB9, NDUFA7, NDUFS3",0,NA,0,NA,0,NA,0
"276",374291,"NDUFS7",8,"HighConf","Novel","Oxidative phosphorylation, Non-alcoholic fatty liver disease (NAFLD)",9,"NDUFA13, NDUFB2, NDUFS5, UQCR10, UQCRC1, NDUFB9, NDUFA7, NDUFB8, NDUFS3",0,NA,0,NA,0,NA,0
"277",29937,"NENF",529,"MedConf","Novel",NA,1,"SARS2",0,NA,0,NA,0,NA,0
"278",9054,"NFS1",163,"HighConf","Novel","Sulfur relay system",4,"RB1CC1, ISCU, SOD1, MOCS3",0,NA,0,NA,0,NA,0
"279",4802,"NFYC",414,"HighConf","Novel",NA,5,"FDPS, PMVK, POLE3, MAX, MED1",0,NA,1,"POLE3",0,NA,1
"280",51388,"NIP7",277,"HighConf","Novel",NA,9,"DDX56, RRP1, EXOSC8, EIF6, PES1, GTPBP4, BRIX1, FTSJ3, CEBPZ",0,NA,0,NA,0,NA,0
"281",25836,"NIPBL",205,"HighConf","Novel",NA,3,"SMC3, STAG1, ATAD5",0,NA,0,NA,0,NA,0
"282",79576,"NKAP",208,"HighConf","Novel",NA,5,"BUB3, HRH1, DDX41, PRPF40A, DHX15",0,NA,0,NA,0,NA,0
"283",54475,"NLE1",392,"MedConf","Novel",NA,7,"RSL24D1, MDN1, ZNF593, GNL2, GTPBP4, RPL38, EIF6",0,NA,0,NA,2,"RSL24D1, RPL38",2
"284",51068,"NMD3",373,"MedConf","RNA transport","RNA transport, Ribosome biogenesis in eukaryotes",6,"UPF1, OTUD4, EIF6, RPL23A, XPO1, RPL10",2,"XPO1, UPF1",0,NA,2,"RPL23A, RPL10",4
"285",28987,"NOB1",480,"HighConf","Novel","Ribosome biogenesis in eukaryotes",1,"TSR1",0,NA,0,NA,0,NA,0
"286",79050,"NOC4L",100,"HighConf","Novel",NA,14,"PWP2, WDR75, UTP15, PDCD11, NOP14, WDR43, DCAF13, HEATR1, NOP58, IMP4, DIMT1, UTP14A, FBL, RPS13",0,NA,0,NA,1,"RPS13",1
"287",8602,"NOP14",232,"HighConf","Novel",NA,9,"DCAF13, HEATR1, NOP58, FBL, NOC4L, PWP2, UTP15, WDR75, PDCD11",0,NA,0,NA,0,NA,0
"288",51602,"NOP58",261,"HighConf","Novel","Ribosome biogenesis in eukaryotes",28,"GTPBP4, IMP4, UTP14A, PDCD11, RPL18A, RPS4X, RPS13, RUVBL1, RPS14, RPL7, DCAF13, WDR43, POLR1E, RPL19, FTSJ3, RPL11, HEATR1, UTP15, EIF6, NOC4L, RPL30, RPP38, RPS15A, PWP2, FBL, NOP14, WDR75, RPS11",1,"RPP38",1,"POLR1E",10,"RPS4X, RPS15A, RPS14, RPS13, RPS11, RPL7, RPL30, RPL19, RPL18A, RPL11",12
"289",55666,"NPLOC4",229,"HighConf","Novel",NA,2,"SPATA5, VCP",0,NA,0,NA,0,NA,0
"290",4869,"NPM1",316,"HighConf","Novel",NA,14,"AURKB, CENPN, NUP155, NUP188, CENPI, RUVBL1, NUP107, KPNB1, NUP153, MAX, NUP93, NCL, NUP62, XPO1",8,"XPO1, NUP93, NUP62, NUP188, NUP155, NUP153, NUP107, KPNB1",0,NA,0,NA,8
"291",4905,"NSF",268,"MedConf","Novel",NA,7,"NAPA, PSMD14, PSMD7, PSMD1, PSMC1, PSMA2, PSMD12",0,NA,0,NA,0,NA,0
"292",10101,"NUBP2",440,"HighConf","Novel",NA,5,"RTEL1, ABCB7, CIAO1, FAM96B, ERCC2",0,NA,0,NA,0,NA,0
