"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.PI3K-Akt signaling pathway","Ntwrk.PI3K-Akt signaling pathway","NtwrkCount.RNA transport","Ntwrk.RNA transport","NtwrkCount.NA","Ntwrk.NA","Total_Path_Hits.net.count"
"232",1956,"EGFR",43,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Focal adhesion, Ras signaling pathway, Relaxin signaling pathway, GnRH signaling pathway, Phospholipase D signaling pathway",50,"RPS27A, HSPA5, SFN, PXN, GAB2, CDC42, HNRNPH1, STAT1, TUBA1A, RAB5A, PDGFRB, GAPDH, GNAI3, SH3GLB1, TSG101, KRAS, CLTA, PIK3R3, SHC2, CTNND1, EPN1, DNM1, CXCL8, ITGA1, PTK2B, EDN1, TLR2, EFNA2, LRIG1, FGF9, CAMLG, PTPN2, FGF12, PLSCR1, LAMP1, PTPN6, ABI1, FGF8, ZFYVE28, SH3GLB2, ADAM12, FGF10, CAV3, TFF3, NRG4, ITGB1, UBB, UBC, EPS8, STUB1",11,"TLR2, PIK3R3, PDGFRB, KRAS, ITGB1, ITGA1, FGF9, FGF8, FGF12, FGF10, EFNA2",0,NA,0,"",11
"233",1958,"EGR1",582,"HighConf","Novel","AGE-RAGE signaling pathway in diabetic complications",7,"IRF6, GBP2, OASL, SP1, IRF9, JUN, ISG15",0,NA,0,NA,0,"",0
"234",1959,"EGR2",847,"HighConf","Novel",NA,9,"MED21, MED26, MED7, CEBPD, MED10, MED19, RELA, MED14, MED8",1,"RELA",0,NA,0,"",1
"235",79813,"EHMT1",378,"HighConf","Novel","Lysine degradation",6,"CXCL8, UBB, UBC, RPS27A, PLOD3, RELA",1,"RELA",0,NA,0,"",1
"236",10919,"EHMT2",606,"HighConf","Novel","Lysine degradation",1,"UBC",0,NA,0,NA,0,"",0
"237",10209,"EIF1",135,"HighConf","RNA transport","RNA transport",13,"EIF2S3, EIF4G1, EIF4A1, EIF4G2, EIF3A, EIF3I, UBC, EIF2S2, RPS2, RPS27A, EIF3B, EIF3J, EIF2S1",0,NA,10,"EIF4G2, EIF4G1, EIF4A1, EIF3J, EIF3I, EIF3B, EIF3A, EIF2S3, EIF2S2, EIF2S1",0,"",10
"238",5610,"EIF2AK2",121,"MedConf","Novel",NA,13,"EIF2S2, EIF2S3, STAT1, CD14, TLR4, MYD88, TIRAP, NFKBIB, TOLLIP, LY96, EIF2S1, UBC, MAP3K7",1,"TLR4",3,"EIF2S3, EIF2S2, EIF2S1",0,"",4
"239",8891,"EIF2B3",659,"MedConf","RNA transport","RNA transport",4,"EIF2S1, EIF2S2, EIF2S3, UBC",0,NA,3,"EIF2S3, EIF2S2, EIF2S1",0,"",3
"240",1965,"EIF2S1",78,"HighConf","RNA transport","RNA transport, Apoptosis",31,"RPL37, RPL27, RPL3, RPL26L1, RPL3L, EIF3B, EIF3I, EIF2AK2, EIF3A, EIF3J, EIF2S2, EIF1, EIF2S3, EIF4B, EIF4G1, EIF4A1, EIF4G2, DDX3X, EIF2B3, RPS2, RPL31, RPL23A, RPLP2, UBC, RPL32, RPL19, RPS8, MAX, RPL4, RPS27A, RPL24",0,NA,12,"EIF4G2, EIF4G1, EIF4B, EIF4A1, EIF3J, EIF3I, EIF3B, EIF3A, EIF2S3, EIF2S2, EIF2B3, EIF1",0,"",12
"241",8894,"EIF2S2",134,"HighConf","RNA transport","RNA transport",29,"EIF1, EIF2S3, EIF4B, EIF4G1, EIF4A1, EIF4G2, EIF2B3, RPL37, RPL4, EIF3J, RPL19, RPS8, RPL27, EIF3A, RPL24, EIF2S1, EIF2AK2, RPLP2, EIF3I, UBC, RPS27A, RPL3, RPL3L, RPS2, RPL23A, RPL26L1, RPL32, EIF3B, RPL31",0,NA,12,"EIF4G2, EIF4G1, EIF4B, EIF4A1, EIF3J, EIF3I, EIF3B, EIF3A, EIF2S3, EIF2S1, EIF2B3, EIF1",0,"",12
"242",1968,"EIF2S3",155,"MedConf","RNA transport","RNA transport",29,"EIF4B, EIF4G1, EIF4A1, EIF4G2, EIF2B3, RPS27A, EIF3J, RPS8, UBC, EIF3I, EIF1, EIF2S2, EIF2S1, EIF3B, RPS2, RPL3, RPL19, RPLP2, RPL23A, EIF2AK2, RPL37, RPL3L, RPL27, EIF3A, RPL4, RPL31, RPL24, RPL32, RPL26L1",0,NA,12,"EIF4G2, EIF4G1, EIF4B, EIF4A1, EIF3J, EIF3I, EIF3B, EIF3A, EIF2S2, EIF2S1, EIF2B3, EIF1",0,"",12
"243",8661,"EIF3A",126,"HighConf","RNA transport","RNA transport",29,"EIF3J, EIF2S2, EIF1, EIF2S3, EIF4B, EIF4G1, PTBP1, EIF4A1, EIF4G2, RPL32, RPL4, EIF2S1, RPS2, EIF3I, RPLP2, RPL31, RPS8, RPS27A, RPL26L1, UBC, RPL3L, EIF3B, RPL19, RPL23A, RPL27, RPL3, RPL24, COPS5, RPL37",0,NA,11,"EIF4G2, EIF4G1, EIF4B, EIF4A1, EIF3J, EIF3I, EIF3B, EIF2S3, EIF2S2, EIF2S1, EIF1",0,"",11
"244",8662,"EIF3B",89,"MedConf","RNA transport","RNA transport",28,"EIF3I, COPS5, EIF3A, EIF3J, EIF2S2, EIF1, EIF2S3, EIF4B, EIF4G1, EIF4A1, DDX3X, RPL31, UBC, RPL32, RPL26L1, RPL37, EIF2S1, RPL23A, RPL19, RPL3, RPL4, RPS8, RPLP2, RPS27A, RPS2, RPL24, RPL3L, RPL27",0,NA,10,"EIF4G1, EIF4B, EIF4A1, EIF3J, EIF3I, EIF3A, EIF2S3, EIF2S2, EIF2S1, EIF1",0,"",10
"245",8668,"EIF3I",104,"MedConf","RNA transport","RNA transport",27,"COPS5, EIF3A, EIF3J, EIF2S2, EIF1, EIF2S3, EIF4B, EIF4G1, EIF4A1, RPL19, RPL26L1, RPS27A, RPL3L, RPL4, RPS2, RPL27, RPS8, RPLP2, EIF2S1, UBC, EIF3B, RPL37, RPL3, RPL31, RPL32, RPL24, RPL23A",0,NA,10,"EIF4G1, EIF4B, EIF4A1, EIF3J, EIF3B, EIF3A, EIF2S3, EIF2S2, EIF2S1, EIF1",0,"",10
"246",8669,"EIF3J",133,"MedConf","RNA transport","RNA transport",27,"EIF2S2, EIF1, EIF2S3, EIF4B, EIF4G1, EIF4A1, RPLP2, RPL19, RPS2, RPL24, UBC, RPS27A, RPL37, EIF3A, EIF3I, RPL26L1, EIF2S1, RPL3, RPL4, RPL31, RPS8, COPS5, RPL23A, EIF3B, RPL32, RPL3L, RPL27",0,NA,10,"EIF4G1, EIF4B, EIF4A1, EIF3I, EIF3B, EIF3A, EIF2S3, EIF2S2, EIF2S1, EIF1",0,"",10
"247",1973,"EIF4A1",308,"MedConf","RNA transport","RNA transport",34,"EIF4G2, PARN, CNOT11, EIF4E3, RPL4, EIF3I, RPS8, EIF3B, EIF4G1, RPL32, RPL27, RPL24, PSMC4, EIF3A, RPS27A, MAX, EIF3J, RPL26L1, EIF2S2, RPS2, EIF2S3, RPL37, ISG15, RPL3, RPLP2, RPL19, RPL31, EIF2S1, EIF1, UBC, RPL23A, PTBP1, EIF4B, RPL3L",0,NA,11,"EIF4G2, EIF4G1, EIF4B, EIF3J, EIF3I, EIF3B, EIF3A, EIF2S3, EIF2S2, EIF2S1, EIF1",0,"",11
"248",1975,"EIF4B",173,"MedConf","RNA transport","PI3K-Akt signaling pathway, RNA transport",28,"EIF4G1, EIF4A1, EIF4G2, PARN, CNOT11, RPL3L, RPL3, RPL27, RPL37, RPLP2, RPS27A, EIF3J, EIF3A, EIF3B, RPS2, RPL32, EIF2S2, RPL26L1, RPS8, UBC, RPL23A, RPL31, RPL4, EIF2S3, EIF2S1, RPL24, RPL19, EIF3I",0,NA,10,"EIF4G2, EIF4G1, EIF4A1, EIF3J, EIF3I, EIF3B, EIF3A, EIF2S3, EIF2S2, EIF2S1",0,"",10
"249",317649,"EIF4E3",844,"MedConf","Novel",NA,4,"EIF4G1, EIF4A1, EIF4G2, ISG15",0,NA,3,"EIF4G2, EIF4G1, EIF4A1",0,"",3
"250",1981,"EIF4G1",184,"HighConf","RNA transport","RNA transport",58,"PTBP1, POLDIP3, EIF4A1, PSMF1, EIF4G2, DDX3X, PARN, CNOT11, EIF4E3, EIF2S2, EIF1, PSMB2, RPL3L, PSMA1, RPL19, EIF3B, PSMD3, PSMD1, PSMC2, PSMD7, RPL4, RPL26L1, EIF2S1, RPL27, PSMC4, RPLP2, RPL32, PSMD12, PSMC1, PSMB5, PSMB1, RPS2, PSMA3, RPL24, RPL3, PSMD2, RPL31, PSMC5, RPS27A, ISG15, EIF2S3, PSMB4, RPL37, UBB, MAX, PSMA5, EIF4B, PSMD6, PSMA6, EIF3J, RPL23A, EIF3A, RPS8, UBC, PSMA7, PSMA4, EIF3I, PSMD11",0,NA,11,"EIF4G2, EIF4B, EIF4A1, EIF3J, EIF3I, EIF3B, EIF3A, EIF2S3, EIF2S2, EIF2S1, EIF1",0,"",11
"251",1982,"EIF4G2",572,"HighConf","RNA transport","RNA transport",12,"EIF4E3, EIF3A, UBC, EIF2S1, ISG15, EIF1, EIF2S2, EIF4B, EIF4G1, EIF4A1, EIF2S3, PTBP1",0,NA,8,"EIF4G1, EIF4B, EIF4A1, EIF3A, EIF2S3, EIF2S2, EIF2S1, EIF1",0,"",8
"252",2000,"ELF4",714,"HighConf","Novel",NA,2,"UBC, RUNX1",0,NA,0,NA,0,"",0
"253",2005,"ELK4",686,"HighConf","Novel","MAPK signaling pathway",2,"TBPL2, MAPK13",0,NA,0,NA,0,"",0
"254",91748,"ELMSAN1",780,"HighConf","Novel",NA,1,"HDAC2",0,NA,0,NA,0,"",0
"255",2021,"ENDOG",704,"MedConf","Novel","Apoptosis",1,"UBC",0,NA,0,NA,0,"",0
"256",133121,"ENPP6",828,"MedConf","Novel","Ether lipid metabolism",5,"LPCAT4, PLA2G4D, PLA2G6, JMJD7-PLA2G4B, PLA2G4A",0,NA,0,NA,0,"",0
"257",9583,"ENTPD4",842,"HighConf","Novel",NA,8,"HPRT1, PDE6H, AMPD1, NT5C, PDE5A, PDE6A, PDE1B, ITPA",0,NA,0,NA,0,"",0
"258",2034,"EPAS1",259,"HighConf","Novel",NA,9,"ARNT, KLF4, SLC2A1, EPO, SP1, SMAD4, UBC, RPS27A, UBB",1,"EPO",0,NA,0,"",1
"259",285220,"EPHA6",774,"MedConf","Novel",NA,1,"EFNA2",1,"EFNA2",0,NA,0,"",1
"260",29924,"EPN1",350,"MedConf","Novel",NA,11,"DNM1, UBC, RET, CSF1R, EGFR, CLTC, PDGFRA, UBB, RPS27A, CLTA, FGFR3",4,"PDGFRA, FGFR3, EGFR, CSF1R",0,NA,0,"",4
"261",2056,"EPO",222,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Hematopoietic cell lineage, Jak-STAT signaling pathway",11,"EPAS1, CREB1, ARNT, CNTFR, IL21R, IL3RA, IL12RB2, JUN, STAT1, RAP1A, COPS5",2,"IL3RA, CREB1",0,NA,0,"",2
"262",2059,"EPS8",31,"MedConf","Novel",NA,4,"EGFR, CDC42, RAB5A, ABI1",1,"EGFR",0,NA,0,"",1
"263",23085,"ERC1",596,"HighConf","Novel","NF-kappa B signaling pathway",6,"PYDC1, MAP3K3, UBC, RELA, IKBKB, MAP3K7",2,"RELA, IKBKB",0,NA,0,"",2
"264",2101,"ESRRA",238,"MedConf","Novel",NA,7,"CREB1, NR4A1, NR1D1, RORA, ALAS1, RARG, NR0B2",2,"NR4A1, CREB1",0,NA,0,"",2
"265",23265,"EXOC7",414,"MedConf","Novel",NA,3,"RAB14, CDC42, UBC",0,NA,0,NA,0,"",0
"266",5394,"EXOSC10",150,"MedConf","Novel",NA,6,"EXOSC5, EXOSC4, PAPOLA, SUV39H2, UBC, SUV39H1",0,NA,0,NA,0,"",0
"267",54512,"EXOSC4",377,"MedConf","Novel",NA,4,"CXCL8, PARN, EXOSC5, EXOSC10",0,NA,0,NA,0,"",0
"268",56915,"EXOSC5",181,"MedConf","Novel",NA,5,"EXOSC4, CXCL8, PARN, EXOSC10, UBC",0,NA,0,NA,0,"",0
"269",2132,"EXT2",478,"HighConf","Novel",NA,4,"GPC2, SLC35D2, AGRN, UBC",0,NA,0,NA,0,"",0
"270",2145,"EZH1",415,"MedConf","Novel","Lysine degradation",4,"PHC2, SCML2, HDAC2, SUZ12",0,NA,0,NA,0,"",0
"271",151313,"FAHD2B",786,"MedConf","Novel",NA,1,"PCNA",0,NA,0,NA,0,"",0
"272",2178,"FANCE",690,"MedConf","Novel",NA,5,"ATR, FANCG, UBB, RPS27A, UBC",0,NA,0,NA,0,"",0
"273",2189,"FANCG",344,"HighConf","Novel",NA,6,"FANCE, UBB, UBC, BRCA2, ATR, RPS27A",0,NA,0,NA,0,"",0
"274",2203,"FBP1",576,"MedConf","Novel",NA,4,"TKTL2, PARK2, ALDOA, UBC",0,NA,0,NA,0,"",0
"275",55294,"FBXW7",128,"HighConf","Novel",NA,6,"CCNE1, NOTCH4, CDC34, UBC, UBB, JUN",1,"CCNE1",0,NA,0,"",1
"276",2243,"FGA",267,"MedConf","Novel","Platelet activation",10,"ITGAM, ITGA5, TTR, PRL, SEMG1, ODAM, MFGE8, MIS12, ITGAV, ITGB1",4,"PRL, ITGB1, ITGAV, ITGA5",0,NA,0,"",4
"277",2255,"FGF10",792,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",8,"NGFR, CSF1R, FGF9, PDGFRB, FGFR3, EGFR, PDGFRA, FLT4",8,"PDGFRB, PDGFRA, NGFR, FLT4, FGFR3, FGF9, EGFR, CSF1R",0,NA,0,"",8
"278",2257,"FGF12",694,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",7,"EGFR, FLT4, FGFR3, CSF1R, NGFR, PDGFRA, PDGFRB",7,"PDGFRB, PDGFRA, NGFR, FLT4, FGFR3, EGFR, CSF1R",0,NA,0,"",7
"279",2253,"FGF8",737,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",7,"NGFR, FGFR3, PDGFRB, PDGFRA, EGFR, FLT4, CSF1R",7,"PDGFRB, PDGFRA, NGFR, FLT4, FGFR3, EGFR, CSF1R",0,NA,0,"",7
"280",2254,"FGF9",472,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",8,"FGF10, CSF1R, FLT4, NGFR, PDGFRB, EGFR, FGFR3, PDGFRA",8,"PDGFRB, PDGFRA, NGFR, FLT4, FGFR3, FGF10, EGFR, CSF1R",0,NA,0,"",8
"281",2261,"FGFR3",143,"HighConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",9,"SH3GLB1, SHC2, EPN1, EFNA2, FGF9, FGF12, FGF8, SH3GLB2, FGF10",5,"FGF9, FGF8, FGF12, FGF10, EFNA2",0,NA,0,"",5
"282",2274,"FHL2",735,"HighConf","Novel","Osteoclast differentiation",3,"NCOA6, UBC, TAF1",0,NA,0,NA,0,"",0
"283",2324,"FLT4",357,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Rap1 signaling pathway, Focal adhesion, Ras signaling pathway",13,"ITGA5, COL1A2, ITGA1, EFNA2, FGF9, FGF12, FGF8, NRP2, FGF10, PIK3R3, PXN, SHC2, ITGB1",10,"PIK3R3, ITGB1, ITGA5, ITGA1, FGF9, FGF8, FGF12, FGF10, EFNA2, COL1A2",0,NA,0,"",10
"284",8928,"FOXH1",672,"MedConf","Novel",NA,2,"SMAD4, SMAD1",0,NA,0,NA,0,"",0
"285",2359,"FPR3",497,"MedConf","Novel","Neuroactive ligand-receptor interaction",26,"NMS, BDKRB1, OPRM1, DRD2, CXCR3, CCR8, HTR1A, HCAR2, CXCL11, AGT, NMUR2, NPY, CHRM2, C5, GNAI3, S1PR2, CXCR5, PTGDR2, SSTR4, NPBWR2, CXCL13, CXCR4, MTNR1B, CXCL8, RGS20, PNOC",1,"CHRM2",0,NA,0,"",1
"286",53822,"FXYD7",865,"HighConf","Novel",NA,3,"ATP1A3, ATP1B2, ATP1B3",0,NA,0,NA,0,"",0
"287",84248,"FYTTD1",709,"MedConf","Novel",NA,1,"NXF1",0,NA,1,"NXF1",0,"",1
"288",9908,"G3BP2",300,"MedConf","Novel",NA,3,"GNL2, RPL3L, UBC",0,NA,0,NA,0,"",0
"289",2538,"G6PC",850,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway",5,"TKTL2, DERA, CEBPD, ALDOA, CREB1",1,"CREB1",0,NA,0,"",1
"290",9846,"GAB2",159,"MedConf","Novel","Osteoclast differentiation, Ras signaling pathway, Fc gamma R-mediated phagocytosis, Fc epsilon RI signaling pathway, Sphingolipid signaling pathway, Phospholipase D signaling pathway",11,"A2M, RAP1A, CD28, PDPK1, PIK3R3, IL3RA, IL3, CSF2, EGFR, CCND3, SYK",7,"SYK, PIK3R3, PDPK1, IL3RA, IL3, EGFR, CCND3",0,NA,0,"",7
"291",11345,"GABARAPL2",423,"MedConf","Novel","NOD-like receptor signaling pathway, Mitophagy - animal",7,"GABRB2, GABRA5, GABRA6, GABRA2, GABRB3, GABRE, UBC",0,NA,0,NA,0,"",0
"292",2555,"GABRA2",507,"MedConf","Novel","Neuroactive ligand-receptor interaction",6,"GABRB3, GABRA5, GABARAPL2, DNM1, GABRA6, GABRB2",0,NA,0,NA,0,"",0
"293",2558,"GABRA5",505,"MedConf","Novel","Neuroactive ligand-receptor interaction",6,"GABRA6, GABRA2, GABRB3, DNM1, GABRB2, GABARAPL2",0,NA,0,NA,0,"",0
"294",2559,"GABRA6",506,"MedConf","Novel","Neuroactive ligand-receptor interaction",6,"GABRA2, GABRB3, GABARAPL2, GABRB2, DNM1, GABRA5",0,NA,0,NA,0,"",0
"295",2561,"GABRB2",504,"HighConf","Novel","Neuroactive ligand-receptor interaction, Serotonergic synapse",5,"GABRA5, GABRA6, GABRA2, GABRB3, GABARAPL2",0,NA,0,NA,0,"",0
"296",2562,"GABRB3",802,"MedConf","Novel","Neuroactive ligand-receptor interaction, Serotonergic synapse",5,"GABRA6, GABRB2, GABARAPL2, GABRA5, GABRA2",0,NA,0,NA,0,"",0
"297",2564,"GABRE",804,"MedConf","Novel","Neuroactive ligand-receptor interaction",1,"GABARAPL2",0,NA,0,NA,0,"",0
"298",2597,"GAPDH",223,"MedConf","Novel",NA,6,"ALDOA, DERA, TKTL2, MAX, EGFR, UBC",1,"EGFR",0,NA,0,"",1
"299",2625,"GATA3",410,"MedConf","Novel","Th17 cell differentiation, Th1 and Th2 cell differentiation",6,"ZFPM2, ZFPM1, SMAD4, STAT1, RBPJ, UBC",0,NA,0,NA,0,"",0
"300",2634,"GBP2",587,"HighConf","Novel","NOD-like receptor signaling pathway",8,"NCAM1, IRF6, MT2A, EGR1, IRF9, ISG15, ICAM1, OASL",0,NA,0,NA,0,"",0
"301",2646,"GCKR",236,"MedConf","Novel",NA,5,"NUP43, RANBP2, NUP155, NUP188, RAE1",0,NA,5,"RANBP2, RAE1, NUP43, NUP188, NUP155",0,"",5
"302",2689,"GH2",813,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Neuroactive ligand-receptor interaction, Jak-STAT signaling pathway",4,"IL12RB2, IL21R, CNTFR, IL3RA",1,"IL3RA",0,NA,0,"",1
"303",2691,"GHRH",499,"HighConf","Novel",NA,11,"GPBAR1, HTR6, PTGER2, DRD5, MC2R, CALCR, SCT, PTGIR, VIPR1, HRH2, ADRB2",0,NA,0,NA,0,"",0
"304",28964,"GIT1",359,"MedConf","Novel","Regulation of actin cytoskeleton",4,"ADRBK1, ARHGEF6, CDC42, PXN",0,NA,0,NA,0,"",0
"305",51053,"GMNN",715,"MedConf","Novel",NA,26,"RPS27A, PSMA3, PSMC2, UBB, PSMA1, PSMD3, PSMD6, PSMC5, PSMA5, PSMF1, PSMC1, PSMD12, PSMA4, PSMB1, PSMA7, UBC, PSMD1, MCM8, PSMD11, PSMD7, PSMA6, PSMB2, PSMB5, PSMC4, PSMB4, PSMD2",0,NA,0,NA,0,"",0
"306",2767,"GNA11",456,"MedConf","Novel","Insulin secretion, Long-term depression, GnRH signaling pathway",30,"KALRN, S1PR2, CHRM2, AVPR1A, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, PLA2G6, PLA2G4D, JMJD7-PLA2G4B, GNRH2, GNAO1, TACR3, GNA15, GNAI3, TRPC6, AGT, PLA2G4A, ADRBK1, EDN1, UBC, TACR1, NMUR2",1,"CHRM2",0,NA,0,"",1
"307",2769,"GNA15",379,"MedConf","Novel","Relaxin signaling pathway",30,"CXCL8, EDN1, TACR1, TRPC6, TACR3, PLA2G4A, GNA11, KALRN, S1PR2, CHRM2, AVPR1A, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, GNAT2, GNRH2, AGT, NMUR2, GNAO1, GNAI3, GNG3, MAP2K6, ADRBK1",2,"GNG3, CHRM2",0,NA,0,"",2
"308",2773,"GNAI3",252,"MedConf","Novel","Rap1 signaling pathway, cAMP signaling pathway, Leukocyte transendothelial migration, Chemokine signaling pathway, Relaxin signaling pathway, Renin secretion, Serotonergic synapse, Long-term depression, Adrenergic signaling in cardiomyocytes, Sphingolipid signaling pathway, Dopaminergic synapse, Platelet activation",49,"GNAO1, CXCR4, PIK3R3, C5, MAPK13, PRKX, ADRB2, NMUR2, AGT, CXCR5, GNA15, CXCL13, CXCL8, CACNA1C, MTNR1B, EDN1, CXCR3, GNG10, NPY, DRD2, PLA2G4A, RGS9, GNA11, PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, PLA2G4D, JMJD7-PLA2G4B, PDE1B, GNAT2, PF4, CX3CR1, CDC42, PXN, GNG3, CCR8, OPRM1, EGFR, UBC",5,"PIK3R3, GNG3, GNG10, EGFR, CHRM2",0,NA,0,"",5
"309",2775,"GNAO1",297,"MedConf","Novel","Rap1 signaling pathway, Relaxin signaling pathway, Serotonergic synapse, Long-term depression, Dopaminergic synapse",24,"CXCR4, PIK3R3, MAPK13, PRKX, GNA15, CACNA1C, EDN1, CXCR3, DRD2, PLA2G4A, GNA11, HTR1A, S1PR2, CHRM2, PLA2G4D, JMJD7-PLA2G4B, GNAT2, PF4, PDE6A, OPRM1, PXN, GNAI3, CDC42, UBC",2,"PIK3R3, CHRM2",0,NA,0,"",2
"310",2780,"GNAT2",563,"HighConf","Novel",NA,9,"PDE6H, PDE6A, RGS9, GNG3, GNAO1, GNAI3, OPRM1, GNA15, UBC",1,"GNG3",0,NA,0,"",1
"311",10399,"GNB2L1",72,"MedConf","Novel",NA,17,"RPL32, RPL19, STAT1, TNFRSF1A, DYNLL1, SMPD2, IK, RPL4, ITGB1, RPS8, UBB, RPS27A, RPL23A, RSRC1, RPS2, UBC, PRKD1",1,"ITGB1",0,NA,0,"",1
"312",2790,"GNG10",427,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Chemokine signaling pathway, Ras signaling pathway, Relaxin signaling pathway, Serotonergic synapse, Dopaminergic synapse",11,"DRD2, HTR1A, CHRM2, MTNR1B, MAPK13, OPRM1, GNG3, GNAI3, PIK3R3, PRKX, CACNA1C",3,"PIK3R3, GNG3, CHRM2",0,NA,0,"",3
"313",2785,"GNG3",243,"MedConf","PI3K-Akt signaling pathway","PI3K-Akt signaling pathway, Chemokine signaling pathway, Ras signaling pathway, Relaxin signaling pathway, Serotonergic synapse, Dopaminergic synapse",13,"GNAI3, PIK3R3, MAPK13, PRKX, GNA15, CACNA1C, MTNR1B, GNG10, DRD2, HTR1A, CHRM2, GNAT2, OPRM1",3,"PIK3R3, GNG10, CHRM2",0,NA,0,"",3
"314",29889,"GNL2",668,"MedConf","Novel",NA,5,"RPL3L, G3BP2, PA2G4, RPL3, UBC",0,NA,0,NA,0,"",0
"315",2797,"GNRH2",805,"MedConf","Novel","GnRH signaling pathway",20,"KISS1, EDN1, TACR3, UTS2B, ADRBK1, GPR4, XCL2, GNA11, MLNR, LTB4R, NMUR2, TRH, TACR1, KALRN, AGT, BDKRB1, AVPR1A, PROK1, NMS, GNA15",0,NA,0,NA,0,"",0
"316",9570,"GOSR2",278,"MedConf","Novel",NA,1,"CLTA",0,NA,0,NA,0,"",0
"317",2811,"GP1BA",305,"MedConf","Novel","Hematopoietic cell lineage, ECM-receptor interaction, Platelet activation",2,"PIK3R3, ITGAM",1,"PIK3R3",0,NA,0,"",1
"318",151306,"GPBAR1",500,"HighConf","Novel",NA,11,"HTR6, PTGER2, DRD5, VIPR1, GHRH, PTGIR, HRH2, SCT, CALCR, MC2R, ADRB2",0,NA,0,NA,0,"",0
"319",221914,"GPC2",508,"MedConf","Novel",NA,7,"CSPG5, HPSE2, SLC35D2, EXT2, LRP1, AGRN, APOB",0,NA,0,NA,0,"",0
"320",2828,"GPR4",520,"MedConf","Novel",NA,20,"XCL2, GNRH2, MLNR, KALRN, KISS1, GNA15, PROK1, UTS2B, TACR3, TRH, NMUR2, GNA11, AVPR1A, EDN1, NMS, LTB4R, ADRBK1, BDKRB1, AGT, TACR1",0,NA,0,NA,0,"",0
"321",2876,"GPX1",484,"MedConf","Novel","Thyroid hormone synthesis",6,"GSTA1, GSTA3, ALOX15, MGST1, GSTP1, GSTO1",0,NA,0,NA,0,"",0
"322",2878,"GPX3",487,"MedConf","Novel","Thyroid hormone synthesis",6,"GSTA3, ALOX15, MGST1, GSTO1, GSTA1, GSTP1",0,NA,0,NA,0,"",0
"323",2879,"GPX4",452,"HighConf","Novel",NA,5,"GSTO1, GSTA1, GSTA3, MGST1, GSTP1",0,NA,0,NA,0,"",0
"324",65983,"GRAMD3",501,"MedConf","Novel",NA,4,"REEP2, BIRC5, GTSE1, CYP2A6",0,NA,0,NA,0,"",0
"325",2906,"GRIN2D",758,"MedConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction",2,"PRKX, UBC",0,NA,0,NA,0,"",0
"326",116443,"GRIN3A",479,"MedConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction",2,"GRIN3B, PRKX",0,NA,0,NA,0,"",0
"327",116444,"GRIN3B",797,"MedConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction",2,"GRIN3A, PRKX",0,NA,0,NA,0,"",0
"328",2868,"GRK4",862,"MedConf","Novel","Chemokine signaling pathway",7,"CXCR3, CX3CR1, CXCR4, ADRB2, CXCR5, CCR8, OPRM1",0,NA,0,NA,0,"",0
"329",79792,"GSDMD",749,"MedConf","Novel","NOD-like receptor signaling pathway",1,"UBC",0,NA,0,NA,0,"",0
"330",2931,"GSK3A",447,"MedConf","Novel","Chemokine signaling pathway, Dopaminergic synapse",6,"CSNK1G1, PDPK1, UBC, PPP2R5A, GSKIP, WNT3A",2,"PPP2R5A, PDPK1",0,NA,0,"",2
