"GeneSymbol","Replicate1","X","EntrezID","Zscore","NetworkDegree","Exp_Stat_Value","KEGGdb","LowestCSAscore","LowestCSAscoreCorrected","ZSdes","NAdes","CSAdes","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","Pathway"
"NSUN2",0,10668,54888,-0.198,0,1,"Absent",0.868,0.868,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NSUN3",0.5,12894,63899,-2.194,0,1,"Absent",0.136,0.136,"HitbyZS","HitbyNA","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NSUN4",0,7989,387338,-0.134,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NSUN5",0,11284,55695,0.758,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NSUN5P1",0,2952,155400,-0.994,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NSUN5P2",0,5485,260294,-0.019,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NSUN6",0.5,4106,221078,-1.892,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NSUN7",0,14845,79730,1.23,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NT5C",0.5,6883,30833,-1.362,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NT5C1A",0,16107,84618,-0.568,0,0,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NT5C1B",0,17410,93034,0.635,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NT5C2",0,4396,22978,-0.823,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NT5C3A",1,9700,51251,-2.338,0,1,"Present",1.128,1.128,"HitbyZS","HitbyNA","HitbyCSA","HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"NT5C3B",0,1323,115024,1.829,0,1,"Absent",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NT5DC1",0,4121,221294,0.229,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NT5DC2",0,13335,64943,-0.582,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NT5DC3",0,9927,51559,-0.374,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NT5E",0,9241,4907,-0.298,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NT5M",0,11801,56953,-1.932,0,1,"Present",0.004,0.004,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NTAN1",0,1681,123803,0.339,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NTF3",0,9242,4908,0.195,0,1,"Present",1,1,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"NTF4",0,9243,4909,2.179,0,1,"Present",1,1,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"NTHL1",0,9245,4913,-0.938,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NTM",0,9470,50863,0.783,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NTMT1",0,6534,28989,1.224,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NTN1",0,17585,9423,0.843,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NTN3",0,9249,4917,-0.635,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NTN4",0,12476,59277,0.347,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NTN5",0,1789,126147,0.965,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NTNG1",0,4301,22854,1.322,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NTNG2",0.5,16114,84628,-1.82,0,1,"Absent",1.155,1.155,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NTPCR",0,15955,84284,-0.67,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NTRK1",0,9246,4914,-0.591,0,0,"Present",0.696,0.696,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"NTRK2",0,9247,4915,0.726,0,1,"Present",1,1,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"NTRK3",0,9248,4916,1.406,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NTS",0,9254,4922,0.972,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NTSR1",0,9255,4923,0.202,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NTSR2",0,4911,23620,-0.031,0,0,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUAK1",0,18014,9891,0.642,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUAK2",0,15443,81788,1.231,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUB1",0,9999,51667,1.124,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUBP1",0,9051,4682,1.034,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUBP2",0,98,10101,-0.799,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUBPL",0,15157,80224,0.629,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUCB1",0,9258,4924,1.455,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUCB2",0,9259,4925,0.239,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUCKS1",0,13223,64710,-0.04,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUDC",0,651,10726,-0.037,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUDCD1",0,16316,84955,-0.482,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUDCD2",0,2135,134492,-0.003,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUDCD3",0,4729,23386,0.161,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUDT1",0,8956,4521,0.41,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUDT10",0,3354,170685,-0.056,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUDT11",0,10932,55190,-0.406,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUDT12",0,15639,83594,-0.872,0,0,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUDT13",0,5438,25961,0.494,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUDT14",0,5199,256281,0.841,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUDT15",0,11011,55270,1.571,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUDT16",0,2060,131870,0.922,0,1,"Absent",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUDT16L1",0,15978,84309,-0.472,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUDT17",1,3679,200035,-2.303,0,1,"Absent",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA","HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"NUDT18",0,14962,79873,-0.121,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUDT2",0,6980,318,-0.422,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUDT21",0,911,11051,0.632,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"NUDT22",0,15974,84304,-0.954,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUDT3",0,1014,11165,-0.226,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUDT4",0.5,1012,11163,-1.299,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUDT5",0,1013,11164,-0.207,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUDT6",0,1011,11162,1.71,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUDT8",0,5129,254552,0.274,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUDT9",0,10209,53343,1.302,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUF2",0,15619,83540,0.409,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUFIP1",0,5780,26747,0.266,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUFIP2",0,12112,57532,1.003,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUMA1",0,9260,4926,-0.787,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUMB",0,16560,8650,1.871,0,1,"Present",1,1,"0","0","0",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"NUMBL",0.5,17340,9253,-1.278,7,1,"Present",1.155,1.155,"0","HitbyNA","HitbyCSA",NA,"Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"NUP107",0,11905,57122,0.364,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUP133",0,11330,55746,-0.106,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUP153",0,18090,9972,-0.203,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUP155",0.5,17776,9631,-1.604,5,1,"Present",1.155,1.155,"0","HitbyNA","HitbyCSA",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUP160",0,4649,23279,0.57,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUP188",0.5,4819,23511,-1.133,3,1,"Present",1,1,"0","HitbyNA","HitbyCSA",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUP205",0,4546,23165,0.606,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUP210",0,4602,23225,0.264,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUP210L",0.5,17105,91181,-1.278,0,0,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUP214",0,15145,8021,0.514,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUP35",0,1961,129401,0.588,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUP37",0,14566,79023,0.483,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUP43",0.5,7515,348995,-1.923,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUP50",0,678,10762,-0.763,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUP54",0,10221,53371,-0.842,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUP62",0,4922,23636,0.309,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUP62CL",0,10614,54830,-0.246,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUP85",0,14987,79902,0.421,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUP88",0,9261,4927,0.416,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUP93",0,17830,9688,0.011,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUP98",0,9262,4928,-0.523,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUPL1",0,17950,9818,0.242,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUPL2",0,951,11097,-0.077,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUPR1",0,5681,26471,1.26,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUS1",0,1395,116150,-0.531,0,1,"Absent",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NUSAP1",0,9666,51203,-0.933,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUTF2",0,191,10204,0.895,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUTM1",0,5219,256646,0.696,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NUTM2G",0,8878,441457,0.635,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NVL",0,9265,4931,-0.309,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"NWD1",0.5,6305,284434,-1.673,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NXF1",1,442,10482,-3.517,22,1,"Present",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA","HighConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","mRNA surveillance pathway"
"NXF3",0,11512,56000,-0.682,0,1,"Absent",0.972,0.972,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"NXF5",0,11509,55998,0.325,0,0,"Present",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"NXN",0,13098,64359,0.781,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NXNL1",0,1373,115861,2.482,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NXNL2",0,2996,158046,-0.778,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NXPE1",0,1569,120400,0.55,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NXPE2",0,1570,120406,-0.041,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NXPE3",0,17217,91775,1.133,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NXPE4",0,10611,54827,0.463,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NXPH1",0,6800,30010,0.601,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NXPH2",0,1093,11249,-0.239,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NXPH3",0,1090,11248,-0.519,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NXPH4",0,1087,11247,-0.536,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NXT1",0.5,6592,29107,-1.675,3,1,"Present",1.155,1.155,"0","HitbyNA","HitbyCSA",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"NXT2",0,11477,55916,-0.101,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"NYAP1",0,4209,222950,-0.305,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NYNRIN",0,12104,57523,0.1,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"NYX",0,12620,60506,0.011,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"OAF",0,4077,220323,-0.04,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"OARD1",0,4137,221443,0.272,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"OAS1",0,9268,4938,0.581,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"OAS2",0,9274,4939,1.67,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"OAS3",0,9277,4940,0.14,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"OASL",1,16547,8638,-3.434,0,1,"Absent",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf",NA
"OAT",0,9283,4942,-0.652,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"OAZ1",0,9288,4946,2.238,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"OAZ2",0,9289,4947,-0.22,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"OAZ3",1,10008,51686,-2.121,1,1,"Absent",1,1,"HitbyZS","HitbyNA","HitbyCSA","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf",NA
"OBFC1",0,15048,79991,-1.606,3,1,"Absent",0.042,0.042,"0","HitbyNA","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"OBP2A",0,6785,29991,0.464,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"OBP2B",0,6782,29989,-0.042,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"OBSCN",0,15801,84033,1.256,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"OBSL1",0,4713,23363,2.085,0,0,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"OC90",0,14152,729330,0.678,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"OCA2",0,9290,4948,-0.473,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"OCEL1",0.5,14761,79629,-1.233,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"OCIAD1",0.5,10714,54940,-1.15,1,1,"Absent",1,1,"0","HitbyNA","HitbyCSA",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"OCIAD2",0,2075,132299,-0.278,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"OCLM",0.5,778,10896,-1,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"OCM2",0,9293,4951,0.226,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"OCRL",0,9294,4952,-0.7,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ODAM",0.5,10731,54959,-1.162,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ODC1",0,9295,4953,0.661,0,1,"Present",1,1,"0","0","0",NA,"No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ODF1",0,9296,4956,-0.777,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ODF2",0.5,9297,4957,-1.782,3,1,"Absent",1.155,1.155,"0","HitbyNA","HitbyCSA",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ODF2L",0,12080,57489,1.463,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ODF3",0,1223,113746,1.568,0,0,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ODF3B",0.5,8860,440836,-1.398,0,1,"Absent",0.972,0.972,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ODF3L1",0,3119,161753,1.067,0,1,"Absent",1.155,1.155,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ODF3L2",0,6308,284451,1.434,0,1,"Absent",1,1,"0","0","0",NA,"Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
