"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.RNA transport","Ntwrk.RNA transport","NtwrkCount.Ribosome","Ntwrk.Ribosome","NtwrkCount.Nucleotide excision repair","Ntwrk.Nucleotide excision repair","Total_Path_Hits.net.count"
"207",5557,"PRIM1",262,"MedConf","Novel","DNA replication, Pyrimidine metabolism, Purine metabolism",9,"POLD3, RPA1, CDC45, PCNA, RPA3, POLE2, RFC4, RFC5, MCM7",0,NA,0,NA,7,"RPA3, RPA1, RFC5, RFC4, POLE2, POLD3, PCNA",7
"208",5566,"PRKACA",2,"MedConf","Novel","Oocyte meiosis, Progesterone-mediated oocyte maturation",16,"YWHAG, PLK1, TUBG1, TUBGCP3, ERCC2, TUBGCP4, CENPJ, RAB8A, ATP1A1, GTF2H2, CAB39, TTF1, DYNLL1, ATP1B3, PHKG2, SCN1A",0,NA,0,NA,2,"GTF2H2, ERCC2",2
"209",27339,"PRPF19",12,"HighConf","Novel","Spliceosome, Ubiquitin mediated proteolysis",25,"BUD31, PSMB4, CDC5L, PRPF8, SNRPA1, SNRPF, SF3A2, SNRPD3, PRPF4, SNRPD1, SNW1, SF3B4, SNRPG, SF3B1, PRPF39, NCBP1, DHX15, SF3B5, SF1, PHF5A, SDE2, RNF113A, NAA50, WDR70, HSPA8",1,"NCBP1",0,NA,0,NA,1
"210",9129,"PRPF3",95,"MedConf","Novel","Spliceosome",8,"TXNL4A, PRPF4, SNRPD1, SNRPG, SF3B1, LSM2, SNRPD3, PRPF8",0,NA,0,NA,0,NA,0
"211",55015,"PRPF39",106,"MedConf","Novel",NA,15,"NCBP1, TRNAU1AP, SNRPC, SNRNP35, SNRNP70, PRPF19, SNRPA1, PRPF8, SF3B1, PRPF40A, PRPF4, SNRPD3, SNRPD1, SNRPF, TXNL4A",1,"NCBP1",0,NA,0,NA,1
"212",9128,"PRPF4",97,"HighConf","Novel","Spliceosome",34,"SNRPD1, SNRPG, SF3B1, SNRNP70, PRPF39, NCBP1, SF3B5, POLR2L, POLR2D, POLR2I, HNRNPA3, HNRNPK, SRSF2, SRSF7, YBX1, PHF5A, SRSF1, SRSF3, U2AF2, LSM2, NUDT21, RBM42, SART3, SNRNP27, PCF11, SNRPD3, SF3A2, PRPF8, PRPF3, PRPF19, SNRPF, TXNL4A, CSTF3, SNRPA1",1,"NCBP1",0,NA,0,NA,1
"213",55660,"PRPF40A",99,"MedConf","Novel","Spliceosome",12,"SNRPG, SNRNP70, PRPF39, NCBP1, SNRPC, NKAP, SF1, U2AF2, SNRPD3, SNRPA1, SF3A2, SNRPD1",1,"NCBP1",0,NA,0,NA,1
"214",10594,"PRPF8",68,"MedConf","Novel","Spliceosome",38,"SNRPA1, SNRPF, SF3A2, SNRPD3, PRPF3, TXNL4A, PRPF4, SNRPD1, SNW1, SNRPG, SF3B1, SNRNP70, PRPF39, NCBP1, SF3B5, POLR2L, POLR2D, POLR2I, HNRNPA3, HNRNPK, SRSF2, SRSF7, YBX1, PHF5A, SRSF1, SRSF3, U2AF2, LSM2, NUDT21, UBL5, SNRNP35, ECD, PCF11, ZNF830, CSTF3, BUD31, PRPF19, CDC5L",1,"NCBP1",0,NA,0,NA,1
"215",5685,"PSMA4",25,"HighConf","Novel","Proteasome",22,"PSMD10, MAD2L1, CDC20, PLK1, EIF4G1, BUB3, PTTG1, CDC16, ANAPC2, AURKB, SEC61A1, ANAPC5, BAP1, CDC23, PSMD12, PSMB7, PSMC1, PSMA6, PSMD7, PSMB4, PSMD14, HSPA8",1,"EIF4G1",0,NA,0,NA,1
"216",5687,"PSMA6",6,"HighConf","Novel","Proteasome",23,"BAP1, PSMD12, PSMD7, PSMD14, PSMB7, PSMB4, PSMA4, PSMD10, MAD2L1, ACTN4, CDC20, PLK1, EIF4G1, BUB3, PTTG1, CDC16, ANAPC2, AURKB, SEC61A1, ANAPC5, CDC23, HSPA8, PSMC1",1,"EIF4G1",0,NA,0,NA,1
"217",5692,"PSMB4",24,"MedConf","Novel","Proteasome",23,"PSMA4, PSMD10, MAD2L1, CDC20, PLK1, EIF4G1, BUB3, PTTG1, CDC16, ANAPC2, AURKB, SEC61A1, ANAPC5, PSMD14, BAP1, PSMD7, PSMC1, PSMB7, CDC23, PSMD12, PRPF19, PSMA6, HSPA8",1,"EIF4G1",0,NA,0,NA,1
"218",5695,"PSMB7",13,"MedConf","Novel","Proteasome",21,"PSMB4, PSMA4, PSMD10, MAD2L1, CDC20, PLK1, EIF4G1, BUB3, PTTG1, CDC16, ANAPC2, AURKB, SEC61A1, ANAPC5, HSPA8, PSMA6, PSMD7, PSMD14, CDC23, PSMD12, PSMC1",1,"EIF4G1",0,NA,0,NA,1
"219",5700,"PSMC1",5,"MedConf","Novel","Proteasome",23,"PSMA6, BAP1, PSMD12, PSMD7, PSMD14, PSMB7, PSMB4, PSMA4, PSMD10, MAD2L1, RAD23B, CDC20, PLK1, EIF4G1, BUB3, PTTG1, CDC16, ANAPC2, AURKB, SEC61A1, ANAPC5, HSPA8, CDC23",1,"EIF4G1",0,NA,1,"RAD23B",2
"220",5716,"PSMD10",27,"MedConf","Novel",NA,23,"MAD2L1, RPL30, CDC20, PLK1, EIF4G1, BUB3, PTTG1, CDC16, ANAPC2, AURKB, SEC61A1, ANAPC5, PSMC1, PSMA4, PSMB7, HSPA8, PSMA6, PSMD12, BAP1, PSMD14, PSMD7, CDC23, PSMB4",1,"EIF4G1",1,"RPL30",0,NA,2
"221",5718,"PSMD12",9,"MedConf","Novel","Proteasome",23,"PSMD7, PSMD14, PSMB7, PSMB4, PSMA4, PSMD10, MAD2L1, CDC20, PLK1, EIF4G1, BUB3, PTTG1, CDC16, ANAPC2, AURKB, SPATA5, SEC61A1, ANAPC5, VCP, CDC23, PSMA6, PSMC1, HSPA8",1,"EIF4G1",0,NA,0,NA,1
"222",10213,"PSMD14",11,"MedConf","Novel","Proteasome",23,"PSMB7, RPS5, PSMB4, PSMA4, PSMD10, MAD2L1, RAD23B, CDC20, PLK1, EIF4G1, BUB3, PTTG1, CDC16, ANAPC2, AURKB, SEC61A1, ANAPC5, PSMC1, HSPA8, CDC23, PSMA6, PSMD12, PSMD7",1,"EIF4G1",1,"RPS5",1,"RAD23B",3
"223",5713,"PSMD7",10,"MedConf","Novel","Proteasome",23,"PSMD14, PSMB7, PSMB4, PSMA4, PSMD10, MAD2L1, RAD23B, CDC20, PLK1, EIF4G1, BUB3, PTTG1, CDC16, ANAPC2, AURKB, SEC61A1, ANAPC5, PSMA6, PSMD12, BAP1, HSPA8, PSMC1, CDC23",1,"EIF4G1",0,NA,1,"RAD23B",2
"224",5757,"PTMA",119,"MedConf","Novel",NA,3,"SRSF2, KEAP1, RUVBL1",0,NA,0,NA,0,NA,0
"225",9232,"PTTG1",205,"MedConf","Novel","Cell cycle, Oocyte meiosis",16,"CDC16, ANAPC2, AURKB, ANAPC5, PSMA4, PSMB4, PSMD14, PSMD12, PSMA6, CDC20, PSMD10, CDC23, PSMC1, PSMD7, PLK1, PSMB7",0,NA,0,NA,0,NA,0
"226",5822,"PWP2",64,"MedConf","Novel","Ribosome biogenesis in eukaryotes",10,"EIF3A, UTP15, DCAF13, HEATR1, NOP58, NUP98, IMP4, DIMT1, FBL, NOC4L",2,"NUP98, EIF3A",0,NA,0,NA,2
"227",4218,"RAB8A",248,"MedConf","Novel",NA,7,"DYNLL1, CENPJ, YWHAG, TUBG1, PRKACA, PLK1, RAC1",0,NA,0,NA,0,NA,0
"228",5879,"RAC1",207,"MedConf","Novel",NA,7,"RAB8A, MAP2K3, CAMK2B, PIP5K1B, ACTN4, EPHA2, PIK3CA",0,NA,0,NA,0,NA,0
"229",642636,"RAD21L1",253,"MedConf","Novel",NA,3,"SMC1B, NIPBL, SMC3",0,NA,0,NA,0,NA,0
"230",5887,"RAD23B",70,"MedConf","Nucleotide excision repair","Nucleotide excision repair",15,"UBA2, DDB1, POLE3, RPA3, ERCC5, ERCC2, POLE2, NUBP2, DDI2, NHEJ1, PSMD7, PSMC1, CAD, RPA1, PSMD14",0,NA,0,NA,7,"RPA3, RPA1, POLE3, POLE2, ERCC5, ERCC2, DDB1",7
"231",5883,"RAD9A",249,"MedConf","Novel",NA,7,"UBE2T, RPA3, RPA1, FANCG, RFC4, RFC5, PCNA",0,NA,0,NA,5,"RPA3, RPA1, RFC5, RFC4, PCNA",5
"232",5905,"RANGAP1",255,"MedConf","RNA transport","RNA transport",22,"CDCA8, CENPI, SPDL1, MAD2L1, SPC24, PLK1, KPNB1, NDC80, NUP153, ITGB3BP, UBE2I, AURKB, NUP85, INCENP, BIRC5, CDC20, NUTF2, BUB3, NUP62, SMC3, RPS27, XPO1",6,"XPO1, UBE2I, NUP85, NUP62, NUP153, KPNB1",1,"RPS27",0,NA,7
"233",5934,"RBL2",183,"HighConf","Novel","Cell cycle",5,"MYBL2, DYRK1A, PCNA, CCNA2, CCND3",0,NA,0,NA,1,"PCNA",1
"234",79171,"RBM42",312,"HighConf","Novel",NA,2,"PRPF4, HNRNPK",0,NA,0,NA,0,NA,0
"235",5980,"REV3L",122,"MedConf","Novel","Fanconi anemia pathway",6,"POLE3, UBE2N, CRCP, POLE2, POLD3, PCNA",0,NA,0,NA,4,"POLE3, POLE2, POLD3, PCNA",4
"236",5984,"RFC4",86,"MedConf","Nucleotide excision repair","Nucleotide excision repair, DNA replication, Mismatch repair",11,"MCM7, RPA3, FANCG, POLE2, RAD9A, PRIM1, UBE2T, POLD3, RPA1, PCNA, RFC5",0,NA,0,NA,6,"RPA3, RPA1, RFC5, POLE2, POLD3, PCNA",6
"237",5985,"RFC5",20,"HighConf","Nucleotide excision repair","Nucleotide excision repair, DNA replication, Mismatch repair",11,"PCNA, RFC4, MCM7, RPA3, FANCG, POLE2, RAD9A, PRIM1, UBE2T, POLD3, RPA1",0,NA,0,NA,6,"RPA3, RPA1, RFC4, POLE2, POLD3, PCNA",6
"238",6013,"RLN1",373,"MedConf","Novel",NA,5,"RPA3, CRYBA4, HSPA8, DNAJB1, RPA1",0,NA,0,NA,2,"RPA3, RPA1",2
"239",7737,"RNF113A",297,"MedConf","Novel",NA,3,"BUD31, PRPF19, CDC5L",0,NA,0,NA,0,NA,0
"240",6117,"RPA1",18,"HighConf","Nucleotide excision repair","Nucleotide excision repair, DNA replication, Mismatch repair, Fanconi anemia pathway",22,"RFC5, PCNA, RAD23B, RFC4, MCM7, DDB1, CDC45, POLR1B, POLR2L, RPA3, ERCC5, ERCC2, FANCG, POLE2, RAD9A, PRIM1, DNAJB1, CRYBA4, MLH3, UBE2T, POLD3, RLN1",0,NA,0,NA,10,"RPA3, RFC5, RFC4, RAD23B, POLE2, POLD3, PCNA, ERCC5, ERCC2, DDB1",10
"241",6119,"RPA3",187,"MedConf","Nucleotide excision repair","Nucleotide excision repair, DNA replication, Mismatch repair, Fanconi anemia pathway",18,"ERCC5, ERCC2, POLE2, RAD9A, PRIM1, DNAJB1, CRYBA4, MLH3, POLD3, RLN1, RAD23B, DDB1, RPA1, MCM7, PCNA, RFC5, RFC4, CDC45",0,NA,0,NA,10,"RPA1, RFC5, RFC4, RAD23B, POLE2, POLD3, PCNA, ERCC5, ERCC2, DDB1",10
"242",6134,"RPL10",73,"HighConf","Ribosome","Ribosome",21,"RPL29, RPL13, RPL37, RPL34, RPL8, RPL13A, RPL24, RPL23A, RPL19, RPL32, RPL37A, RPL30, RPL21, RPL6, RPL11, RPLP0, RPL15, RPL36, RPL14, RPL18A, RPL9",0,NA,21,"RPLP0, RPL9, RPL8, RPL6, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL29, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL15, RPL14, RPL13A, RPL13, RPL11",0,NA,21
"243",6135,"RPL11",45,"HighConf","Ribosome","Ribosome",57,"RPS23, RPS16, RPL32, RPS29, RPL6, RPL17, RPS28, RPS11, RPS14, RPS26, RPL21, FBL, RPL15, RPL37A, RPL19, RPL36, RPL10, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, NCBP1, EIF3A, EIF3K, EIF2S3, MRPL33, MRPL36, EIF1AX, EIF4G1, NOP58, MRPL20, NCL, SRP19, EIF4A3, EIF3D, SRP9, UPF1, RPS3A, RPL23A, RPL14, RPS27, RPS24, RPS4X, RPL9, RPS15A, RPLP0, RPS19, RPL24, RPLP2, RPLP1, RPS5, RPL30, RPL18A",8,"UPF1, NCBP1, EIF4G1, EIF4A3, EIF3D, EIF3A, EIF2S3, EIF1AX",43,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27, RPS26, RPS24, RPS23, RPS19, RPS16, RPS15A, RPS14, RPS11, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7A, RPL6, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL10, MRPL36, MRPL33, MRPL20",0,NA,51
"244",6137,"RPL13",76,"HighConf","Ribosome","Ribosome",53,"RPL37, RPL3, RPL34, RPL8, RPL13A, NCBP1, EIF3A, EIF3K, EIF2S3, EIF1AX, EIF4G1, SRP19, EIF4A3, EIF3D, SRP9, UPF1, RPL23A, RPL15, RPS29, RPS24, RPL24, RPL36, RPS16, RPL18A, RPS11, EIF6, RPL6, RPL9, RPL7A, RPL37A, RPS14, RPS3A, RPL30, RPS27, RPS5, RPL11, RPLP2, RPS4X, RPL29, CDC5L, RPL10, RPL32, RPS23, RPS26, RPS28, RPL17, RPS19, RPLP1, RPL21, RPS15A, RPLP0, RPL14, RPL19",8,"UPF1, NCBP1, EIF4G1, EIF4A3, EIF3D, EIF3A, EIF2S3, EIF1AX",40,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27, RPS26, RPS24, RPS23, RPS19, RPS16, RPS15A, RPS14, RPS11, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7A, RPL6, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL17, RPL15, RPL14, RPL13A, RPL11, RPL10",0,NA,48
"245",23521,"RPL13A",89,"HighConf","Ribosome","Ribosome",52,"NCBP1, EIF3A, EIF3K, EIF2S3, EIF1AX, EIF4G1, GAPDH, SRP19, EIF4A3, EIF3D, SRP9, UPF1, RPL13, RPS28, RPLP1, RPL37A, RPL34, RPL9, RPL37, RPS15A, RPL3, RPL21, RPL24, RPS26, RPLP0, RPLP2, RPS29, RPS19, RPL11, RPL18A, RPL36, RPL10, RPL29, RPS14, RPL30, RPL17, RPS16, RPL23A, RPS4X, RPS27, RPL32, RPS24, RPS5, RPS3A, RPS23, RPL19, RPL8, RPL6, RPL15, RPS11, RPL7A, RPL14",8,"UPF1, NCBP1, EIF4G1, EIF4A3, EIF3D, EIF3A, EIF2S3, EIF1AX",40,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27, RPS26, RPS24, RPS23, RPS19, RPS16, RPS15A, RPS14, RPS11, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7A, RPL6, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL17, RPL15, RPL14, RPL13, RPL11, RPL10",0,NA,48
"246",9045,"RPL14",34,"MedConf","Ribosome","Ribosome",52,"RPL23A, RPS4X, RPLP1, RPLP0, RPL24, RPS19, RPS3A, RPL30, RPS24, RPLP2, RPL11, RPS23, RPS16, RPL32, EIF6, RPS29, RPL6, RPL17, RPS28, RPS11, RPS14, RPS26, RPL21, RPL15, RPL37A, RPL19, RPL36, RPL10, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, NCBP1, EIF3A, EIF3K, EIF2S3, EIF1AX, EIF4G1, SRP19, EIF4A3, EIF3D, SRP9, UPF1, RPL18A, RPL9, RPS15A, RPS5, RPS27",8,"UPF1, NCBP1, EIF4G1, EIF4A3, EIF3D, EIF3A, EIF2S3, EIF1AX",40,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27, RPS26, RPS24, RPS23, RPS19, RPS16, RPS15A, RPS14, RPS11, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7A, RPL6, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL17, RPL15, RPL13A, RPL13, RPL11, RPL10",0,NA,48
"247",6138,"RPL15",60,"HighConf","Ribosome","Ribosome",52,"RPL37A, RPL19, RPL36, RPL10, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, NCBP1, EIF3A, EIF3K, EIF2S3, EIF1AX, EIF4G1, SRP19, EIF4A3, EIF3D, SRP9, UPF1, RPL6, RPLP0, RPS19, RPL18A, RPS11, RPL9, RPL32, RPS4X, RPL14, RPS27, RPS14, RPS16, RPS3A, FBL, RPL17, RPL21, RPL24, RPS29, RPL11, RPLP2, RPS5, RPS24, RPLP1, RPS28, RPS26, RPL23A, RPS23, RPS15A, RPL30",8,"UPF1, NCBP1, EIF4G1, EIF4A3, EIF3D, EIF3A, EIF2S3, EIF1AX",40,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27, RPS26, RPS24, RPS23, RPS19, RPS16, RPS15A, RPS14, RPS11, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7A, RPL6, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL17, RPL14, RPL13A, RPL13, RPL11, RPL10",0,NA,48
"248",6139,"RPL17",53,"HighConf","Ribosome","Ribosome",53,"RPS28, RPS11, RPS14, RPS26, RPL21, FBL, RPL15, RPL37A, RPL19, RPL36, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, NCBP1, EIF3A, EIF3K, EIF2S3, EIF1AX, EIF4G1, SRP19, EIF4A3, EIF3D, SRP9, UPF1, RPLP0, RPS15A, RPS29, RPS4X, RPL18A, TUFM, RPL6, RPL14, RPS3A, RPS27, RPS23, RPLP2, RPLP1, RPL24, RPL30, RPL23A, RPL32, RPL9, RPS24, RPS16, RPS19, RPS5, EIF6, RPL11",8,"UPF1, NCBP1, EIF4G1, EIF4A3, EIF3D, EIF3A, EIF2S3, EIF1AX",39,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27, RPS26, RPS24, RPS23, RPS19, RPS16, RPS15A, RPS14, RPS11, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7A, RPL6, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL15, RPL14, RPL13A, RPL13, RPL11",0,NA,47
"249",6142,"RPL18A",33,"HighConf","Ribosome","Ribosome",54,"RPL14, RPL23A, RPS4X, RPLP1, RPLP0, RPL24, RPS19, RPS3A, RPL30, RPS24, RPLP2, RPL11, RPS23, RPS16, RPL32, EIF6, RPS29, RPL6, RPL17, RPS28, RPS11, RPS14, RPS26, RPL21, FBL, RPL15, RPL37A, RPL19, RPL36, RPL10, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, NCBP1, EIF3A, EIF3K, EIF2S3, EIF1AX, EIF4G1, NOP58, SRP19, EIF4A3, EIF3D, SRP9, UPF1, RPL9, RPS27, RPS5, RPS15A",8,"UPF1, NCBP1, EIF4G1, EIF4A3, EIF3D, EIF3A, EIF2S3, EIF1AX",40,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27, RPS26, RPS24, RPS23, RPS19, RPS16, RPS15A, RPS14, RPS11, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7A, RPL6, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL24, RPL23A, RPL21, RPL19, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11, RPL10",0,NA,48
"250",6143,"RPL19",71,"HighConf","Ribosome","Ribosome",52,"RPL36, RPL10, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, NCBP1, EIF3A, EIF3K, EIF2S3, EIF1AX, EIF4G1, NOP58, SRP19, EIF4A3, EIF3D, SRP9, UPF1, RPS3A, RPL23A, RPL9, RPS29, RPL15, RPLP1, RPLP0, RPL21, RPS11, RPL32, RPL24, RPL30, RPS27, RPL18A, RPS28, RPS24, RPL6, RPL14, RPL17, RPL11, RPS23, RPS14, RPS16, RPS15A, RPS26, RPS5, RPL37A, RPS4X, RPS19, RPLP2",8,"UPF1, NCBP1, EIF4G1, EIF4A3, EIF3D, EIF3A, EIF2S3, EIF1AX",40,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27, RPS26, RPS24, RPS23, RPS19, RPS16, RPS15A, RPS14, RPS11, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7A, RPL6, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL24, RPL23A, RPL21, RPL18A, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11, RPL10",0,NA,48
"251",6144,"RPL21",58,"MedConf","Ribosome","Ribosome",51,"RPL15, RPL37A, RPL19, RPL36, RPL10, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, NCBP1, EIF3A, EIF3K, EIF2S3, EIF1AX, EIF4G1, SRP19, EIF4A3, EIF3D, SRP9, UPF1, RPLP1, RPS28, RPS5, RPL30, RPS26, RPS23, RPS19, RPS3A, RPL9, RPS14, RPLP2, RPLP0, RPS27, RPL24, RPL23A, RPL17, RPL14, RPS24, RPL18A, RPS15A, RPS4X, RPL32, RPL11, RPL6, RPS11, RPS29, RPS16",8,"UPF1, NCBP1, EIF4G1, EIF4A3, EIF3D, EIF3A, EIF2S3, EIF1AX",40,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27, RPS26, RPS24, RPS23, RPS19, RPS16, RPS15A, RPS14, RPS11, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7A, RPL6, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL24, RPL23A, RPL19, RPL18A, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11, RPL10",0,NA,48
"252",6147,"RPL23A",35,"HighConf","Ribosome","Ribosome",58,"RPS4X, RPLP1, RPLP0, RPL24, RPS19, RPS3A, RPL30, RPS24, RPLP2, RPL11, RPS23, RPS16, RPL32, EIF6, RPS29, RPL6, RPL17, RPS28, RPS11, RPS14, RPS26, RPL21, RPL15, RPL37A, RPL19, RPL36, RPL10, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, NCBP1, EIF3A, EIF3K, EIF2S3, MRPL33, MRPL36, EIF1AX, EIF4G1, PES1, MRPL20, SRP19, EIF4A3, EIF3D, IPO5, SRP9, UPF1, IPO7, RPL18A, RPS15A, RPS27, RPS5, RPL9, RPL14",8,"UPF1, NCBP1, EIF4G1, EIF4A3, EIF3D, EIF3A, EIF2S3, EIF1AX",43,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27, RPS26, RPS24, RPS23, RPS19, RPS16, RPS15A, RPS14, RPS11, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7A, RPL6, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL24, RPL21, RPL19, RPL18A, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11, RPL10, MRPL36, MRPL33, MRPL20",0,NA,51
"253",6152,"RPL24",39,"MedConf","Ribosome","Ribosome",52,"RPS19, RPS3A, RPL30, RPS24, RPLP2, RPL11, RPS23, RPS16, RPL32, RPS29, RPL6, RPL17, RPS28, RPS11, RPS14, RPS26, RPL21, RPL15, RPL37A, RPL19, RPL36, RPL10, RPL29, RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, NCBP1, EIF3A, EIF3K, EIF2S3, EIF1AX, EIF4G1, NCL, SRP19, EIF4A3, EIF3D, SRP9, UPF1, RPLP0, RPS4X, RPS27, RPS5, RPLP1, RPS15A, RPL18A, RPL14, RPL9, RPL23A",8,"UPF1, NCBP1, EIF4G1, EIF4A3, EIF3D, EIF3A, EIF2S3, EIF1AX",40,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27, RPS26, RPS24, RPS23, RPS19, RPS16, RPS15A, RPS14, RPS11, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7A, RPL6, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL29, RPL23A, RPL21, RPL19, RPL18A, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11, RPL10",0,NA,48
"254",6159,"RPL29",74,"HighConf","Ribosome","Ribosome",51,"RPL7A, RPL13, RPL37, RPL3, RPL34, RPL8, RPL13A, NCBP1, EIF3A, EIF3K, EIF2S3, EIF1AX, EIF4G1, SRP19, EIF4A3, EIF3D, SRP9, UPF1, RPS19, RPL9, RPL32, RPS29, RPL6, RPS11, RPL15, RPS3A, RPS26, RPL36, RPL37A, RPS23, RPL19, RPL11, RPS27, RPS24, RPL23A, RPL24, RPS28, RPL30, RPS5, RPS16, RPS4X, RPS15A, RPL18A, RPL21, RPS14, RPLP2, RPLP0, RPL14, RPL17, RPL10, RPLP1",8,"UPF1, NCBP1, EIF4G1, EIF4A3, EIF3D, EIF3A, EIF2S3, EIF1AX",40,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27, RPS26, RPS24, RPS23, RPS19, RPS16, RPS15A, RPS14, RPS11, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7A, RPL6, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL3, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11, RPL10",0,NA,48
"255",6122,"RPL3",79,"HighConf","Ribosome","Ribosome",56,"RPL34, RPL8, RPL13A, NCBP1, EIF3A, EIF3K, EIF2S3, EIF1AX, EIF4G1, PES1, BRIX1, NCL, SRP19, EIF4A3, EIF3D, SRP9, UPF1, RPL18A, EIF6, RPS16, RPL11, RPL13, RPS24, RPS27, RPL7A, RPLP0, RPL14, RPLP2, RPS29, RPLP1, RPL19, RPL17, RPS28, RPL37, TUFM, RPS26, RPS15A, RPL23A, RPS19, RPL9, RPS4X, RPS11, RPS3A, RPL15, RPL30, RPL21, RPS14, RPL36, RPS5, RPL29, TTC37, RPL6, RPS23, RPL37A, RPL32, RPL24",8,"UPF1, NCBP1, EIF4G1, EIF4A3, EIF3D, EIF3A, EIF2S3, EIF1AX",39,"RPS5, RPS4X, RPS3A, RPS29, RPS28, RPS27, RPS26, RPS24, RPS23, RPS19, RPS16, RPS15A, RPS14, RPS11, RPLP2, RPLP1, RPLP0, RPL9, RPL8, RPL7A, RPL6, RPL37A, RPL37, RPL36, RPL34, RPL32, RPL30, RPL29, RPL24, RPL23A, RPL21, RPL19, RPL18A, RPL17, RPL15, RPL14, RPL13A, RPL13, RPL11",0,NA,47
