"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","replicate1","replicate2","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","KEGG.5","KEGG.class.iteration5","Network.5","Network.class.iteration5","Pathway"
"PCSK4",54760,6,0.14678,0.3586,0.996564,7473,3,-6.616,0.34112,0.3414,0.99953,7325,0,-6.616,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PCSK5",5125,6,0.32865,0.59882,0.999804,12216,3,-7.7099,0.71115,0.71102,0.999987,15261,0,-7.7099,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PCSK6",5046,6,0.054534,0.17434,0.929062,3773,4,-7.9275,0.28977,0.28997,0.99953,6202,0,-7.9275,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PCSK7",9159,6,0.21977,0.46153,0.999804,9566,4,-8.1441,0.27769,0.27799,0.99953,5942,0,-8.1441,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PCSK9",255738,6,0.1038,0.28961,0.981282,6034,5,-7.7686,0.89968,0.8997,0.999987,19264,0,-7.7686,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PCTP",58488,6,0.027012,0.10057,0.892055,2201,4,-8.2655,0.93209,0.93224,0.999987,19977,0,-8.2655,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PCYOX1",51449,6,0.21824,0.45947,0.999804,9534,4,-7.9774,0.92317,0.92328,0.999987,19782,0,-7.9774,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PCYOX1L",78991,5,0.15465,0.35612,0.995128,7692,3,-6.7675,0.59421,0.59455,0.999987,12754,0,-6.7675,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PCYT1A",5130,5,0.74137,0.85597,0.999804,18277,1,-6.579,0.73618,0.73635,0.999987,15821,0,-6.579,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PCYT1B",9468,6,0.026161,0.098074,0.892055,2146,4,-8.7613,0.68225,0.6822,0.999987,14633,0,-8.7613,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PCYT2",5833,6,0.88393,0.94469,0.999804,19886,1,-5.2702,0.22911,0.2291,0.993573,4952,0,-5.2702,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDAP1",11333,6,0.39893,0.65748,0.999804,13469,3,-7.64,0.32111,0.32122,0.99953,6888,0,-7.64,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDC",5132,6,0.37148,0.63713,0.999804,13016,3,-7.4483,0.16885,0.16906,0.993573,3673,0,-7.4483,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDCD1",5133,6,0.27351,0.53146,0.999804,10948,4,-7.7617,0.80965,0.80952,0.999987,17358,0,-7.7617,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PDCD10",11235,5,0.17396,0.38896,0.996564,8293,4,-7.8762,0.80023,0.80043,0.999987,17155,0,-7.8762,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDCD11",22984,6,0.22938,0.4743,0.999804,9815,4,-7.9698,0.82649,0.82632,0.999987,17703,0,-7.9698,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDCD1LG2",80380,6,0.68227,0.85303,0.999804,17707,2,-7.2014,0.30998,0.31007,0.99953,6656,0,-7.2014,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PDCD2",5134,4,0.92633,0.92682,0.999804,20353,1,-5.0573,0.4034,0.4032,0.99953,8705,0,-5.0573,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDCD2L",84306,6,0.64483,0.8353,0.999804,17265,3,-7.0778,0.6868,0.68667,0.999987,14709,0,-7.0778,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDCD4",27250,5,0.20802,0.43364,0.999804,9242,3,-7.1733,0.89369,0.89381,0.999987,19146,0,-7.1733,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDCD5",9141,6,0.99824,0.99821,0.999804,21655,0,-6.2146,0.21711,0.21722,0.993573,4691,0,-6.2146,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDCD6",10016,6,0.4403,0.68797,0.999804,14144,2,-7.0098,0.59943,0.59936,0.999987,12898,0,-7.0098,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDCD6IP",10015,6,0.093412,0.26664,0.974656,5617,3,-7.1828,0.87236,0.87239,0.999987,18644,0,-7.1828,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PDCD7",10081,5,0.062517,0.17986,0.931737,4181,4,-7.7391,0.86461,0.86455,0.999987,18488,0,-7.7391,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDCL",5082,6,0.0072302,0.033234,0.829751,747,2,-6.7522,0.67736,0.67739,0.999987,14513,0,-6.7522,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDCL2",132954,6,0.15829,0.37539,0.996564,7822,2,-6.8785,0.69659,0.69638,0.999987,14937,0,-6.8785,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDCL3",79031,6,0.19099,0.42201,0.999804,8796,4,-8.2223,0.74056,0.74045,0.999987,15930,0,-8.2223,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDE10A",10846,6,0.3698,0.63588,0.999804,12996,3,-7.5221,0.36902,0.36908,0.99953,7962,0,-7.5221,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE11A",50940,6,0.061293,0.19136,0.939431,4114,3,-7.6995,0.85301,0.85302,0.999987,18242,0,-7.6995,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE12",201626,6,0.24552,0.49551,0.999804,10236,3,-7.7268,0.45011,0.45021,0.99953,9738,0,-7.7268,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDE1A",5136,5,0.70582,0.83478,0.999804,17917,2,-7.3777,0.48279,0.48327,0.999594,10436,0,-7.3777,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE1B",5153,5,0.44933,0.67687,0.999804,14292,2,-6.9242,0.34854,0.34916,0.99953,7482,0,-6.9242,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE1C",5137,5,0.27703,0.50669,0.999804,11026,2,-6.1285,0.71482,0.71503,0.999987,15310,0,-6.1285,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE2A",5138,6,0.12553,0.32658,0.991232,6799,4,-7.8134,0.35772,0.35786,0.99953,7683,0,-7.8134,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE3A",5139,6,0.33912,0.61111,0.999804,12460,3,-7.5172,0.69659,0.69638,0.999987,15004,0,-7.5172,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE3B",5140,6,0.099333,0.27986,0.979249,5849,5,-8.0321,0.97369,0.97361,0.999987,20971,0,-8.0321,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE4A",5141,6,0.84866,0.92571,0.999804,19446,2,-6.8944,0.36902,0.36908,0.99953,7945,0,-6.8944,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE4B",5142,5,0.46547,0.69187,0.999804,14561,3,-7.5464,0.011709,0.013302,0.973237,301,1,-7.5464,0,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Purine metabolism"
"PDE4C",5143,6,0.17916,0.40538,0.999616,8447,4,-8.0414,0.69093,0.69076,0.999987,14831,0,-8.0414,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE4D",5144,6,0.41899,0.67237,0.999804,13796,3,-7.5967,0.33475,0.33492,0.99953,7198,0,-7.5967,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE4DIP",9659,6,0.98924,0.9892,0.999804,21411,0,-6.7458,0.12241,0.1225,0.986119,2684,0,-6.7458,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDE5A",8654,6,0.29269,0.55539,0.999804,11401,3,-7.3259,0.69659,0.69638,0.999987,14990,0,-7.3259,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE6A",5145,6,0.036567,0.12747,0.907072,2787,5,-8.6858,0.63274,0.6327,0.999987,13559,0,-8.6858,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE6B",5158,6,0.54933,0.76718,0.999804,15859,2,-6.9953,0.83919,0.83921,0.999987,17936,0,-6.9953,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE6C",5146,6,0.22938,0.4743,0.999804,9801,4,-8.0492,0.36902,0.36908,0.99953,7944,0,-8.0492,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE6D",5147,6,0.45912,0.70179,0.999804,14457,2,-6.9074,0.42052,0.42062,0.99953,9098,0,-6.9074,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE6G",5148,6,0.33694,0.60855,0.999804,12390,3,-7.4571,0.45909,0.45914,0.99953,9895,0,-7.4571,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE6H",5149,6,0.11108,0.30431,0.985915,6331,2,-7.1235,0.3074,0.30748,0.99953,6603,0,-7.1235,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE7A",5150,6,0.53912,0.75985,0.999804,15695,2,-3.8204,0.070243,0.070457,0.986119,1533,1,-3.8204,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE7B",27115,6,0.085434,0.24856,0.964049,5283,5,-7.7342,0.98175,0.98167,0.999987,21172,0,-7.7342,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE8A",5151,6,0.0096903,0.043572,0.852302,972,4,-7.9235,0.76111,0.76102,0.999987,16342,0,-7.9235,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDE8B",8622,6,0.13849,0.34618,0.992846,7205,3,-8.0159,0.035066,0.036233,0.986119,768,1,-8.0159,0,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Purine metabolism"
"PDE9A",5152,6,0.032727,0.11676,0.903593,2549,4,-8.7937,0.90924,0.90926,0.999987,19485,0,-8.7937,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDF",64146,5,0.50115,0.72414,0.999804,15131,1,-6.2778,0.37914,0.37975,0.99953,8176,0,-6.2778,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDGFA",5154,6,0.20209,0.4374,0.999804,9048,2,-6.1571,0.32737,0.32753,0.99953,7022,0,-6.1571,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PDGFB",5155,6,0.44935,0.69469,0.999804,14297,2,-6.8079,0.2208,0.22079,0.993573,4767,0,-6.8079,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PDGFC",56034,6,0.15565,0.37155,0.996564,7729,4,-8.2374,0.59429,0.59422,0.999987,12846,0,-8.2374,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PDGFD",80310,6,0.093035,0.26578,0.974656,5596,5,-8.0135,0.89983,0.89985,0.999987,19270,0,-8.0135,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PDGFRA",5156,6,0.035776,0.12529,0.903593,2736,5,-8.741,0.21255,0.21263,0.993573,4596,0,-8.741,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PDGFRB",5159,6,0.38912,0.65026,0.999804,13305,3,-7.5399,0.2123,0.21238,0.993573,4591,0,-7.5399,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PDGFRL",5157,6,0.17455,0.39873,0.999047,8314,3,-7.0726,0.44409,0.44415,0.99953,9560,0,-7.0726,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDHA1",5160,6,0.17402,0.39799,0.998384,8301,3,-7.4166,0.523,0.52312,0.999987,11219,0,-7.4166,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDHA2",5161,6,0.25722,0.51072,0.999804,10532,2,-6.4165,0.033988,0.035212,0.986119,749,1,-6.4165,0,0.5,"MedConf","No","MedConf","No","MedConf","Yes","HighConf","No","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Metabolic pathways, Carbon metabolism, Pyruvate metabolism"
"PDHB",5162,6,0.28068,0.54044,0.999804,11121,4,-7.9014,0.35069,0.35087,0.99953,7529,0,-7.9014,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDHX",8050,6,0.023603,0.090703,0.892055,1979,5,-8.5928,0.95312,0.95312,0.999987,20480,0,-8.5928,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDIA2",64714,6,0.96565,0.97128,0.999804,20893,1,-7.0869,0.00018064,0.00042606,0.830033,9,1,-7.0869,0,1,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"PDIA3",2923,6,0.4867,0.72194,0.999804,14914,2,-6.8824,0.49719,0.49718,0.999594,10717,0,-6.8824,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PDIA4",9601,6,0.081261,0.23891,0.962429,5073,4,-8.3865,0.30187,0.30196,0.99953,6475,0,-8.3865,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PDIA5",10954,6,0.33912,0.61111,0.999804,12463,3,-7.4715,0.016633,0.0187,0.986119,387,1,-7.4715,0,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"PDIA6",10130,6,0.75391,0.88168,0.999804,18396,2,-6.468,0.13406,0.13415,0.989109,2943,0,-6.468,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PDIK1L",149420,6,0.98501,0.98498,0.999804,21311,0,-5.6804,0.57177,0.57177,0.999987,12321,0,-5.6804,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDILT",204474,6,0.049383,0.16123,0.924704,3486,5,-8.2652,0.9679,0.96791,0.999987,20840,0,-8.2652,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDK1",5163,6,0.20671,0.44382,0.999804,9209,4,-7.9683,0.45011,0.45021,0.99953,9683,0,-7.9683,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PDK2",5164,6,0.90074,0.95062,0.999804,20072,1,-1.7487,0.12883,0.12895,0.986119,2827,0,-1.7487,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDK3",5165,6,0.1263,0.32774,0.991824,6829,4,-7.9321,0.523,0.52312,0.999987,11320,0,-7.9321,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDK4",5166,6,0.041885,0.14166,0.918199,3091,1,-6.6852,0.19038,0.19044,0.993573,4123,0,-6.6852,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDLIM1",9124,5,0.063182,0.1813,0.934244,4208,2,-7.3156,0.85264,0.85254,0.999987,18229,0,-7.3156,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDLIM2",64236,6,0.087287,0.25276,0.965694,5359,5,-8.3947,0.96698,0.96703,0.999987,20829,0,-8.3947,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDLIM3",27295,6,0.16794,0.38932,0.996564,8116,3,-7.5539,0.16322,0.16347,0.993573,3537,0,-7.5539,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDLIM4",8572,5,0.25658,0.48517,0.999804,10513,3,-7.4381,0.74604,0.74624,0.999987,16037,0,-7.4381,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDLIM5",10611,6,0.24968,0.5009,0.999804,10349,3,-6.8077,0.26596,0.26625,0.99953,5685,0,-6.8077,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDLIM7",9260,6,0.87259,0.93836,0.999804,19745,1,-6.3985,0.50662,0.50669,0.999594,10979,0,-6.3985,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDP1",54704,6,0.26895,0.5257,0.999804,10827,4,-7.9485,0.80965,0.80952,0.999987,17321,0,-7.9485,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDP2",57546,6,0.41973,0.67295,0.999804,13822,3,-7.3924,0.57116,0.57117,0.999987,12303,0,-7.3924,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDPK1",5170,5,0.97056,0.97062,0.999804,20995,0,-6.7891,0.45596,0.45639,0.99953,9828,0,-6.7891,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDPN",10630,6,0.27063,0.52784,0.999804,10861,3,-7.4711,0.40205,0.40212,0.99953,8624,0,-7.4711,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDPR",55066,6,0.60738,0.80891,0.999804,16695,3,-7.1555,0.523,0.52312,0.999987,11295,0,-7.1555,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDRG1",81572,5,0.75956,0.86725,0.999804,18455,2,-6.9955,0.79276,0.79291,0.999987,17019,0,-6.9955,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDS5A",23244,6,0.94657,0.96306,0.999804,20604,1,-6.5296,0.43552,0.43559,0.99953,9404,0,-6.5296,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDS5B",23047,5,0.58931,0.76947,0.999804,16439,1,-5.7354,0.52847,0.52872,0.999987,11383,0,-5.7354,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDSS1",23590,6,0.98958,0.98954,0.999804,21424,0,-4.6145,0.1867,0.18678,0.993573,4040,0,-4.6145,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PDSS2",57107,6,0.6522,0.84049,0.999804,17372,2,-6.1866,0.76392,0.76386,0.999987,16387,0,-6.1866,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PDX1",3651,6,0.027173,0.10102,0.892055,2210,3,-7.9419,0.96059,0.96065,0.999987,20656,0,-7.9419,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"PDXDC1",23042,6,0.015029,0.064638,0.871501,1407,2,-7.375,0.45011,0.45021,0.99953,9726,0,-7.375,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDXK",8566,5,0.90713,0.9308,0.999804,20132,1,-6.8744,0.16377,0.16408,0.993573,3546,0,-6.8744,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDXP",57026,6,0.25026,0.50166,0.999804,10371,4,-8.0818,0.37365,0.37372,0.99953,8045,0,-8.0818,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"PDYN",5173,6,0.41837,0.67191,0.999804,13787,2,-4.5861,0.15014,0.15032,0.993573,3270,0,-4.5861,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDZD11",51248,6,0.25668,0.51004,0.999804,10518,2,-6.2215,0.031402,0.032674,0.986119,688,1,-6.2215,0,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"PDZD2",23037,6,0.68619,0.85447,0.999804,17752,2,-7.4908,0.4085,0.40863,0.99953,8801,0,-7.4908,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDZD3",79849,6,0.16583,0.38628,0.996564,8060,4,-8.1316,0.80384,0.80368,0.999987,17245,0,-8.1316,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDZD4",57595,6,0.24306,0.49229,0.999804,10168,4,-7.9302,0.37849,0.37848,0.99953,8162,0,-7.9302,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDZD7",79955,6,0.05051,0.16409,0.925636,3556,5,-8.0737,0.50662,0.50669,0.999594,10912,0,-8.0737,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDZD8",118987,6,0.17674,0.40187,0.999616,8378,3,-7.8879,0.58133,0.58132,0.999987,12556,0,-7.8879,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDZD9",255762,6,0.83408,0.91832,0.999804,19310,2,-7.2466,0.53919,0.53927,0.999987,11683,0,-7.2466,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDZK1",5174,6,0.34143,0.61379,0.999804,12521,4,-7.8419,0.40793,0.40806,0.99953,8785,0,-7.8419,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDZK1IP1",10158,6,0.034507,0.12171,0.903593,2659,4,-8.8079,0.17985,0.17997,0.993573,3903,0,-8.8079,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDZRN3",23024,6,0.67693,0.85099,0.999804,17646,2,-6.3131,0.59429,0.59422,0.999987,12773,0,-6.3131,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"PDZRN4",29951,6,0.28068,0.54044,0.999804,11110,4,-7.796,0.84125,0.84132,0.999987,17991,0,-7.796,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
