"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.RNA transport","Ntwrk.RNA transport","NtwrkCount.Proteasome","Ntwrk.Proteasome","NtwrkCount.NA","Ntwrk.NA","Total_Path_Hits.net.count"
"240",1965,"EIF2S1",78,"HighConf","RNA transport","RNA transport, Apoptosis",31,"RPL37, RPL27, RPL3, RPL26L1, RPL3L, EIF3B, EIF3I, EIF2AK2, EIF3A, EIF3J, EIF2S2, EIF1, EIF2S3, EIF4B, EIF4G1, EIF4A1, EIF4G2, DDX3X, EIF2B3, RPL32, RPLP2, RPL19, RPS8, RPL31, RPL23A, RPL24, RPS2, MAX, RPL4, RPS27A, UBC",12,"EIF4G2, EIF4G1, EIF4B, EIF4A1, EIF3J, EIF3I, EIF3B, EIF3A, EIF2S3, EIF2S2, EIF2B3, EIF1",0,NA,0,"",12
"241",8894,"EIF2S2",134,"HighConf","RNA transport","RNA transport",29,"EIF1, EIF2S3, EIF4B, EIF4G1, EIF4A1, EIF4G2, EIF2B3, RPL23A, RPS2, EIF2AK2, EIF2S1, RPL24, RPS27A, RPLP2, RPL37, RPL4, EIF3B, RPL26L1, RPL3L, RPS8, EIF3J, RPL32, RPL3, UBC, EIF3A, RPL31, EIF3I, RPL19, RPL27",12,"EIF4G2, EIF4G1, EIF4B, EIF4A1, EIF3J, EIF3I, EIF3B, EIF3A, EIF2S3, EIF2S1, EIF2B3, EIF1",0,NA,0,"",12
"242",1968,"EIF2S3",155,"MedConf","RNA transport","RNA transport",29,"EIF4B, EIF4G1, EIF4A1, EIF4G2, EIF2B3, RPL24, EIF3I, RPL31, RPL32, RPL19, RPS8, EIF1, RPL23A, UBC, RPLP2, RPL3, EIF3B, EIF2S1, RPL27, RPL3L, EIF2S2, RPL4, EIF3J, RPL37, RPS27A, EIF3A, EIF2AK2, RPS2, RPL26L1",12,"EIF4G2, EIF4G1, EIF4B, EIF4A1, EIF3J, EIF3I, EIF3B, EIF3A, EIF2S2, EIF2S1, EIF2B3, EIF1",0,NA,0,"",12
"243",8661,"EIF3A",126,"HighConf","RNA transport","RNA transport",29,"EIF3J, EIF2S2, EIF1, EIF2S3, EIF4B, EIF4G1, PTBP1, EIF4A1, EIF4G2, RPL31, RPLP2, EIF3I, UBC, RPL19, EIF3B, RPL37, RPS27A, RPL3, RPL4, RPL24, RPL3L, RPL27, RPL32, EIF2S1, RPL23A, RPS8, RPL26L1, RPS2, COPS5",11,"EIF4G2, EIF4G1, EIF4B, EIF4A1, EIF3J, EIF3I, EIF3B, EIF2S3, EIF2S2, EIF2S1, EIF1",0,NA,0,"",11
"244",8662,"EIF3B",89,"MedConf","RNA transport","RNA transport",28,"EIF3I, COPS5, EIF3A, EIF3J, EIF2S2, EIF1, EIF2S3, EIF4B, EIF4G1, EIF4A1, DDX3X, RPL23A, RPS27A, EIF2S1, RPL4, RPS2, RPL26L1, RPL19, RPLP2, RPL27, RPL37, RPL31, RPL24, RPS8, RPL32, UBC, RPL3L, RPL3",10,"EIF4G1, EIF4B, EIF4A1, EIF3J, EIF3I, EIF3A, EIF2S3, EIF2S2, EIF2S1, EIF1",0,NA,0,"",10
"245",8668,"EIF3I",104,"MedConf","RNA transport","RNA transport",27,"COPS5, EIF3A, EIF3J, EIF2S2, EIF1, EIF2S3, EIF4B, EIF4G1, EIF4A1, RPL32, RPS2, EIF3B, RPL19, RPLP2, RPL3L, EIF2S1, RPL37, RPL4, RPL24, RPL26L1, RPL23A, RPS27A, UBC, RPS8, RPL31, RPL27, RPL3",10,"EIF4G1, EIF4B, EIF4A1, EIF3J, EIF3B, EIF3A, EIF2S3, EIF2S2, EIF2S1, EIF1",0,NA,0,"",10
"246",8669,"EIF3J",133,"MedConf","RNA transport","RNA transport",27,"EIF2S2, EIF1, EIF2S3, EIF4B, EIF4G1, EIF4A1, UBC, EIF3B, RPL24, RPL26L1, RPLP2, RPL37, RPL3L, RPS2, COPS5, RPL3, RPL32, EIF3I, RPL4, RPL31, EIF3A, RPL23A, RPL27, RPS8, EIF2S1, RPS27A, RPL19",10,"EIF4G1, EIF4B, EIF4A1, EIF3I, EIF3B, EIF3A, EIF2S3, EIF2S2, EIF2S1, EIF1",0,NA,0,"",10
"247",1973,"EIF4A1",308,"MedConf","RNA transport","RNA transport",34,"EIF4G2, PARN, CNOT11, EIF4E3, RPL23A, RPLP2, RPL27, UBC, RPL3, PTBP1, RPL24, RPL26L1, RPS8, RPS27A, EIF4B, PSMC4, EIF2S3, ISG15, EIF1, EIF4G1, EIF3J, RPL31, EIF2S2, EIF2S1, EIF3I, RPL19, RPL37, RPL32, EIF3A, RPS2, EIF3B, MAX, RPL4, RPL3L",11,"EIF4G2, EIF4G1, EIF4B, EIF3J, EIF3I, EIF3B, EIF3A, EIF2S3, EIF2S2, EIF2S1, EIF1",1,"PSMC4",0,"",12
"248",1975,"EIF4B",173,"MedConf","RNA transport","RNA transport, PI3K-Akt signaling pathway",28,"EIF4G1, EIF4A1, EIF4G2, PARN, CNOT11, RPL4, RPS2, EIF3B, EIF3I, RPL26L1, RPLP2, RPS27A, RPL27, RPL3L, RPL19, EIF2S3, EIF2S1, RPL24, RPL31, RPL37, EIF3J, UBC, RPL3, RPL23A, EIF3A, RPL32, EIF2S2, RPS8",10,"EIF4G2, EIF4G1, EIF4A1, EIF3J, EIF3I, EIF3B, EIF3A, EIF2S3, EIF2S2, EIF2S1",0,NA,0,"",10
"249",317649,"EIF4E3",843,"MedConf","Novel",NA,4,"ISG15, EIF4A1, EIF4G1, EIF4G2",3,"EIF4G2, EIF4G1, EIF4A1",0,NA,0,"",3
"250",1981,"EIF4G1",184,"HighConf","RNA transport","RNA transport",58,"PTBP1, POLDIP3, EIF4A1, PSMF1, EIF4G2, DDX3X, PARN, CNOT11, EIF4E3, PSMA6, RPL19, PSMD2, EIF3I, RPS2, PSMD1, EIF2S3, PSMA5, PSMD7, RPL37, PSMD12, PSMC1, PSMD6, EIF1, PSMC5, EIF2S1, PSMC2, EIF3B, UBB, RPL3, RPS8, PSMA1, RPL27, PSMB1, UBC, RPL32, RPL4, RPL26L1, PSMC4, ISG15, PSMA7, PSMB4, MAX, EIF4B, PSMB5, EIF3J, RPL23A, PSMD3, RPS27A, PSMA3, RPL3L, EIF2S2, PSMB2, RPL24, RPLP2, RPL31, PSMD11, PSMA4, EIF3A",11,"EIF4G2, EIF4B, EIF4A1, EIF3J, EIF3I, EIF3B, EIF3A, EIF2S3, EIF2S2, EIF2S1, EIF1",22,"PSMF1, PSMD7, PSMD6, PSMD3, PSMD2, PSMD12, PSMD11, PSMD1, PSMC5, PSMC4, PSMC2, PSMC1, PSMB5, PSMB4, PSMB2, PSMB1, PSMA7, PSMA6, PSMA5, PSMA4, PSMA3, PSMA1",0,"",33
"251",1982,"EIF4G2",572,"HighConf","RNA transport","RNA transport",12,"EIF4E3, EIF3A, EIF1, EIF4G1, EIF2S1, EIF4B, UBC, EIF4A1, EIF2S3, ISG15, PTBP1, EIF2S2",8,"EIF4G1, EIF4B, EIF4A1, EIF3A, EIF2S3, EIF2S2, EIF2S1, EIF1",0,NA,0,"",8
"252",2000,"ELF4",714,"HighConf","Novel",NA,2,"UBC, RUNX1",0,NA,0,NA,0,"",0
"253",2005,"ELK4",686,"HighConf","Novel","MAPK signaling pathway",2,"TBPL2, MAPK13",0,NA,0,NA,0,"",0
"254",91748,"ELMSAN1",779,"HighConf","Novel",NA,1,"HDAC2",0,NA,0,NA,0,"",0
"255",2021,"ENDOG",704,"MedConf","Novel","Apoptosis",1,"UBC",0,NA,0,NA,0,"",0
"256",133121,"ENPP6",827,"MedConf","Novel","Ether lipid metabolism",5,"LPCAT4, PLA2G4D, PLA2G6, JMJD7-PLA2G4B, PLA2G4A",0,NA,0,NA,0,"",0
"257",9583,"ENTPD4",841,"HighConf","Novel",NA,8,"NT5C, PDE6H, PDE6A, HPRT1, ITPA, PDE5A, AMPD1, PDE1B",0,NA,0,NA,0,"",0
"258",2034,"EPAS1",259,"HighConf","Novel",NA,9,"ARNT, KLF4, SLC2A1, RPS27A, EPO, SMAD4, SP1, UBC, UBB",0,NA,0,NA,0,"",0
"259",285220,"EPHA6",773,"MedConf","Novel",NA,1,"EFNA2",0,NA,0,NA,0,"",0
"260",29924,"EPN1",350,"MedConf","Novel",NA,11,"DNM1, FGFR3, UBB, PDGFRA, CLTA, EGFR, RET, RPS27A, CLTC, UBC, CSF1R",0,NA,0,NA,0,"",0
"261",2056,"EPO",222,"MedConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Hematopoietic cell lineage, Jak-STAT signaling pathway",11,"EPAS1, CREB1, ARNT, CNTFR, IL21R, IL3RA, IL12RB2, COPS5, STAT1, RAP1A, JUN",0,NA,0,NA,0,"",0
"262",2059,"EPS8",31,"MedConf","Novel",NA,4,"EGFR, CDC42, RAB5A, ABI1",0,NA,0,NA,0,"",0
"263",23085,"ERC1",596,"HighConf","Novel","NF-kappa B signaling pathway",6,"PYDC1, MAP3K3, IKBKB, RELA, MAP3K7, UBC",0,NA,0,NA,0,"",0
"264",2101,"ESRRA",238,"MedConf","Novel",NA,7,"CREB1, NR4A1, NR1D1, RORA, ALAS1, RARG, NR0B2",0,NA,0,NA,0,"",0
"265",23265,"EXOC7",414,"MedConf","Novel",NA,3,"RAB14, UBC, CDC42",0,NA,0,NA,0,"",0
"266",5394,"EXOSC10",150,"MedConf","Novel",NA,6,"EXOSC5, EXOSC4, PAPOLA, SUV39H2, SUV39H1, UBC",0,NA,0,NA,0,"",0
"267",54512,"EXOSC4",377,"MedConf","Novel",NA,4,"CXCL8, PARN, EXOSC10, EXOSC5",0,NA,0,NA,0,"",0
"268",56915,"EXOSC5",181,"MedConf","Novel",NA,5,"EXOSC4, CXCL8, PARN, EXOSC10, UBC",0,NA,0,NA,0,"",0
"269",2132,"EXT2",478,"HighConf","Novel",NA,4,"GPC2, SLC35D2, UBC, AGRN",0,NA,0,NA,0,"",0
"270",2145,"EZH1",415,"MedConf","Novel","Lysine degradation",4,"PHC2, SCML2, SUZ12, HDAC2",0,NA,0,NA,0,"",0
"271",151313,"FAHD2B",785,"MedConf","Novel",NA,1,"PCNA",0,NA,0,NA,0,"",0
"272",2178,"FANCE",690,"MedConf","Novel",NA,5,"UBC, ATR, RPS27A, UBB, FANCG",0,NA,0,NA,0,"",0
"273",2189,"FANCG",344,"HighConf","Novel",NA,6,"FANCE, UBB, UBC, ATR, RPS27A, BRCA2",0,NA,0,NA,0,"",0
"274",2203,"FBP1",576,"MedConf","Novel",NA,4,"TKTL2, PARK2, ALDOA, UBC",0,NA,0,NA,0,"",0
"275",55294,"FBXW7",128,"HighConf","Novel",NA,6,"CCNE1, NOTCH4, CDC34, UBB, UBC, JUN",0,NA,0,NA,0,"",0
"276",2243,"FGA",267,"MedConf","Novel","Platelet activation",10,"ITGAM, ITGA5, TTR, PRL, SEMG1, ODAM, MFGE8, ITGAV, ITGB1, MIS12",0,NA,0,NA,0,"",0
"277",2255,"FGF10",791,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",8,"FLT4, EGFR, NGFR, CSF1R, PDGFRB, PDGFRA, FGF9, FGFR3",0,NA,0,NA,0,"",0
"278",2257,"FGF12",694,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",7,"FGFR3, CSF1R, NGFR, PDGFRB, PDGFRA, FLT4, EGFR",0,NA,0,NA,0,"",0
"279",2253,"FGF8",737,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",7,"PDGFRB, FGFR3, PDGFRA, EGFR, CSF1R, NGFR, FLT4",0,NA,0,NA,0,"",0
"280",2254,"FGF9",472,"MedConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",8,"FGF10, PDGFRA, CSF1R, FLT4, PDGFRB, NGFR, FGFR3, EGFR",0,NA,0,NA,0,"",0
"281",2261,"FGFR3",143,"HighConf","Novel","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",9,"SH3GLB1, SHC2, EPN1, EFNA2, FGF9, FGF12, FGF8, SH3GLB2, FGF10",0,NA,0,NA,0,"",0
"282",2274,"FHL2",735,"HighConf","Novel","Osteoclast differentiation",3,"UBC, NCOA6, TAF1",0,NA,0,NA,0,"",0
"283",2324,"FLT4",357,"MedConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Rap1 signaling pathway, Focal adhesion, Ras signaling pathway",13,"ITGA5, COL1A2, ITGA1, EFNA2, FGF9, FGF12, FGF8, NRP2, FGF10, ITGB1, PIK3R3, SHC2, PXN",0,NA,0,NA,0,"",0
"284",8928,"FOXH1",672,"MedConf","Novel",NA,2,"SMAD1, SMAD4",0,NA,0,NA,0,"",0
"285",2359,"FPR3",497,"MedConf","Novel","Neuroactive ligand-receptor interaction",26,"NMS, BDKRB1, DRD2, NPY, PNOC, CCR8, MTNR1B, HTR1A, NMUR2, CXCL13, CXCR5, SSTR4, S1PR2, AGT, OPRM1, CXCL11, PTGDR2, CXCR4, HCAR2, CXCR3, CXCL8, NPBWR2, CHRM2, RGS20, GNAI3, C5",0,NA,0,NA,0,"",0
"286",53822,"FXYD7",864,"HighConf","Novel",NA,3,"ATP1A3, ATP1B2, ATP1B3",0,NA,0,NA,0,"",0
"287",84248,"FYTTD1",709,"MedConf","Novel",NA,1,"NXF1",1,"NXF1",0,NA,0,"",1
"288",9908,"G3BP2",300,"MedConf","Novel",NA,3,"GNL2, UBC, RPL3L",0,NA,0,NA,0,"",0
"289",2538,"G6PC",849,"MedConf","Novel","PI3K-Akt signaling pathway",5,"CEBPD, ALDOA, DERA, CREB1, TKTL2",0,NA,0,NA,0,"",0
"290",9846,"GAB2",159,"MedConf","Novel","Osteoclast differentiation, Ras signaling pathway, Fc gamma R-mediated phagocytosis, Fc epsilon RI signaling pathway, Sphingolipid signaling pathway, Phospholipase D signaling pathway",11,"A2M, RAP1A, CD28, PDPK1, PIK3R3, IL3RA, IL3, CSF2, SYK, EGFR, CCND3",0,NA,0,NA,0,"",0
"291",11345,"GABARAPL2",423,"MedConf","Novel","NOD-like receptor signaling pathway, Mitophagy - animal",7,"GABRB2, GABRA5, GABRA6, GABRA2, GABRB3, GABRE, UBC",0,NA,0,NA,0,"",0
"292",2555,"GABRA2",507,"MedConf","Novel","Neuroactive ligand-receptor interaction",6,"GABRB3, GABRA5, GABARAPL2, DNM1, GABRA6, GABRB2",0,NA,0,NA,0,"",0
"293",2558,"GABRA5",505,"MedConf","Novel","Neuroactive ligand-receptor interaction",6,"GABRA6, GABRA2, GABRB3, GABRB2, DNM1, GABARAPL2",0,NA,0,NA,0,"",0
"294",2559,"GABRA6",506,"MedConf","Novel","Neuroactive ligand-receptor interaction",6,"GABRA2, GABRB3, GABRB2, DNM1, GABARAPL2, GABRA5",0,NA,0,NA,0,"",0
"295",2561,"GABRB2",504,"HighConf","Novel","Neuroactive ligand-receptor interaction, Serotonergic synapse",5,"GABRA5, GABRA6, GABRA2, GABRB3, GABARAPL2",0,NA,0,NA,0,"",0
"296",2562,"GABRB3",801,"MedConf","Novel","Neuroactive ligand-receptor interaction, Serotonergic synapse",5,"GABARAPL2, GABRA6, GABRA5, GABRB2, GABRA2",0,NA,0,NA,0,"",0
"297",2564,"GABRE",803,"MedConf","Novel","Neuroactive ligand-receptor interaction",1,"GABARAPL2",0,NA,0,NA,0,"",0
"298",2597,"GAPDH",223,"MedConf","Novel",NA,6,"ALDOA, DERA, TKTL2, MAX, UBC, EGFR",0,NA,0,NA,0,"",0
"299",2625,"GATA3",410,"MedConf","Novel","Th17 cell differentiation, Th1 and Th2 cell differentiation",6,"ZFPM2, ZFPM1, UBC, RBPJ, SMAD4, STAT1",0,NA,0,NA,0,"",0
"300",2634,"GBP2",587,"HighConf","Novel","NOD-like receptor signaling pathway",8,"NCAM1, IRF9, MT2A, ICAM1, OASL, EGR1, ISG15, IRF6",0,NA,0,NA,0,"",0
"301",2646,"GCKR",236,"MedConf","Novel",NA,5,"NUP43, RANBP2, NUP155, NUP188, RAE1",5,"RANBP2, RAE1, NUP43, NUP188, NUP155",0,NA,0,"",5
"302",2689,"GH2",812,"MedConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Neuroactive ligand-receptor interaction, Jak-STAT signaling pathway",4,"IL3RA, CNTFR, IL21R, IL12RB2",0,NA,0,NA,0,"",0
"303",2691,"GHRH",499,"HighConf","Novel",NA,11,"GPBAR1, HTR6, PTGER2, DRD5, CALCR, ADRB2, VIPR1, SCT, HRH2, PTGIR, MC2R",0,NA,0,NA,0,"",0
"304",28964,"GIT1",359,"MedConf","Novel","Regulation of actin cytoskeleton",4,"ADRBK1, ARHGEF6, PXN, CDC42",0,NA,0,NA,0,"",0
"305",51053,"GMNN",715,"MedConf","Novel",NA,26,"PSMD3, UBC, PSMD12, PSMB4, PSMB1, PSMC4, PSMC2, PSMA4, PSMB2, PSMD7, PSMA6, PSMD6, RPS27A, PSMC1, PSMB5, PSMA1, PSMD11, PSMA7, UBB, PSMA3, PSMD2, PSMD1, PSMC5, PSMA5, PSMF1, MCM8",0,NA,22,"PSMF1, PSMD7, PSMD6, PSMD3, PSMD2, PSMD12, PSMD11, PSMD1, PSMC5, PSMC4, PSMC2, PSMC1, PSMB5, PSMB4, PSMB2, PSMB1, PSMA7, PSMA6, PSMA5, PSMA4, PSMA3, PSMA1",0,"",22
"306",2767,"GNA11",456,"MedConf","Novel","Insulin secretion, Long-term depression, GnRH signaling pathway",30,"KALRN, S1PR2, CHRM2, AVPR1A, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, PLA2G6, PLA2G4D, JMJD7-PLA2G4B, GNRH2, PLA2G4A, GNAO1, ADRBK1, NMUR2, TRPC6, TACR3, GNAI3, UBC, GNA15, AGT, EDN1, TACR1",0,NA,0,NA,0,"",0
"307",2769,"GNA15",379,"MedConf","Novel","Relaxin signaling pathway",30,"CXCL8, EDN1, TACR1, TRPC6, TACR3, PLA2G4A, GNA11, KALRN, S1PR2, CHRM2, AVPR1A, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, GNAT2, GNRH2, NMUR2, AGT, ADRBK1, GNAO1, GNAI3, MAP2K6, GNG3",0,NA,0,NA,0,"",0
"308",2773,"GNAI3",252,"MedConf","Novel","Rap1 signaling pathway, Leukocyte transendothelial migration, Chemokine signaling pathway, cAMP signaling pathway, Relaxin signaling pathway, Renin secretion, Serotonergic synapse, Long-term depression, Adrenergic signaling in cardiomyocytes, Sphingolipid signaling pathway, Dopaminergic synapse, Platelet activation",49,"GNAO1, CXCR4, PIK3R3, C5, MAPK13, PRKX, ADRB2, NMUR2, AGT, CXCR5, GNA15, CXCL13, CXCL8, CACNA1C, MTNR1B, EDN1, CXCR3, GNG10, NPY, DRD2, PLA2G4A, RGS9, GNA11, PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, PLA2G4D, JMJD7-PLA2G4B, PDE1B, GNAT2, PF4, UBC, PXN, CDC42, CCR8, GNG3, OPRM1, CX3CR1, EGFR",0,NA,0,NA,0,"",0
"309",2775,"GNAO1",297,"MedConf","Novel","Rap1 signaling pathway, Relaxin signaling pathway, Serotonergic synapse, Long-term depression, Dopaminergic synapse",24,"CXCR4, PIK3R3, MAPK13, PRKX, GNA15, CACNA1C, EDN1, CXCR3, DRD2, PLA2G4A, GNA11, HTR1A, S1PR2, CHRM2, PLA2G4D, JMJD7-PLA2G4B, GNAT2, PF4, PDE6A, OPRM1, GNAI3, CDC42, PXN, UBC",0,NA,0,NA,0,"",0
"310",2780,"GNAT2",563,"HighConf","Novel",NA,9,"PDE6H, PDE6A, UBC, RGS9, GNG3, GNAI3, GNA15, GNAO1, OPRM1",0,NA,0,NA,0,"",0
"311",10399,"GNB2L1",72,"MedConf","Novel",NA,17,"RPL32, RPL19, STAT1, TNFRSF1A, DYNLL1, SMPD2, IK, RPS27A, UBC, UBB, ITGB1, RSRC1, RPL23A, PRKD1, RPL4, RPS8, RPS2",0,NA,0,NA,0,"",0
"312",2790,"GNG10",427,"MedConf","Novel","PI3K-Akt signaling pathway, Chemokine signaling pathway, Ras signaling pathway, Relaxin signaling pathway, Serotonergic synapse, Dopaminergic synapse",11,"DRD2, HTR1A, CHRM2, GNAI3, PRKX, CACNA1C, PIK3R3, MAPK13, MTNR1B, OPRM1, GNG3",0,NA,0,NA,0,"",0
"313",2785,"GNG3",243,"MedConf","Novel","PI3K-Akt signaling pathway, Chemokine signaling pathway, Ras signaling pathway, Relaxin signaling pathway, Serotonergic synapse, Dopaminergic synapse",13,"GNAI3, PIK3R3, MAPK13, PRKX, GNA15, CACNA1C, MTNR1B, GNG10, DRD2, HTR1A, CHRM2, GNAT2, OPRM1",0,NA,0,NA,0,"",0
"314",29889,"GNL2",668,"MedConf","Novel",NA,5,"G3BP2, PA2G4, RPL3L, UBC, RPL3",0,NA,0,NA,0,"",0
"315",2797,"GNRH2",804,"MedConf","Novel","GnRH signaling pathway",20,"AGT, XCL2, KISS1, KALRN, AVPR1A, NMUR2, PROK1, GNA15, TACR3, GPR4, LTB4R, TACR1, MLNR, GNA11, EDN1, UTS2B, ADRBK1, BDKRB1, TRH, NMS",0,NA,0,NA,0,"",0
"316",9570,"GOSR2",278,"MedConf","Novel",NA,1,"CLTA",0,NA,0,NA,0,"",0
"317",2811,"GP1BA",305,"MedConf","Novel","Hematopoietic cell lineage, ECM-receptor interaction, Platelet activation",2,"PIK3R3, ITGAM",0,NA,0,NA,0,"",0
"318",151306,"GPBAR1",500,"HighConf","Novel",NA,11,"HTR6, PTGER2, DRD5, MC2R, SCT, PTGIR, CALCR, VIPR1, HRH2, GHRH, ADRB2",0,NA,0,NA,0,"",0
"319",221914,"GPC2",508,"MedConf","Novel",NA,7,"CSPG5, HPSE2, SLC35D2, AGRN, APOB, EXT2, LRP1",0,NA,0,NA,0,"",0
"320",2828,"GPR4",520,"MedConf","Novel",NA,20,"XCL2, GNRH2, TRH, PROK1, BDKRB1, GNA15, KALRN, KISS1, MLNR, TACR1, ADRBK1, GNA11, LTB4R, NMS, NMUR2, EDN1, UTS2B, TACR3, AVPR1A, AGT",0,NA,0,NA,0,"",0
"321",2876,"GPX1",484,"MedConf","Novel","Thyroid hormone synthesis",6,"GSTA1, GSTA3, ALOX15, GSTO1, GSTP1, MGST1",0,NA,0,NA,0,"",0
"322",2878,"GPX3",487,"MedConf","Novel","Thyroid hormone synthesis",6,"GSTA3, ALOX15, GSTA1, MGST1, GSTP1, GSTO1",0,NA,0,NA,0,"",0
"323",2879,"GPX4",452,"HighConf","Novel",NA,5,"GSTO1, GSTA1, GSTA3, GSTP1, MGST1",0,NA,0,NA,0,"",0
"324",65983,"GRAMD3",501,"MedConf","Novel",NA,4,"REEP2, GTSE1, CYP2A6, BIRC5",0,NA,0,NA,0,"",0
"325",2906,"GRIN2D",757,"MedConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction",2,"UBC, PRKX",0,NA,0,NA,0,"",0
"326",116443,"GRIN3A",479,"MedConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction",2,"GRIN3B, PRKX",0,NA,0,NA,0,"",0
"327",116444,"GRIN3B",796,"MedConf","Novel","cAMP signaling pathway, Neuroactive ligand-receptor interaction",2,"GRIN3A, PRKX",0,NA,0,NA,0,"",0
"328",2868,"GRK4",861,"MedConf","Novel","Chemokine signaling pathway",7,"CX3CR1, OPRM1, CXCR4, CXCR5, CCR8, ADRB2, CXCR3",0,NA,0,NA,0,"",0
"329",79792,"GSDMD",748,"MedConf","Novel","NOD-like receptor signaling pathway",1,"UBC",0,NA,0,NA,0,"",0
"330",2931,"GSK3A",447,"MedConf","Novel","Chemokine signaling pathway, Dopaminergic synapse",6,"CSNK1G1, GSKIP, PDPK1, PPP2R5A, UBC, WNT3A",0,NA,0,NA,0,"",0
"331",51527,"GSKIP",309,"HighConf","Novel",NA,1,"GSK3A",0,NA,0,NA,0,"",0
"332",2938,"GSTA1",485,"MedConf","Novel","Platinum drug resistance",10,"GPX3, ADH4, GSTA3, MGST1, CYP2A6, GPX4, GPX1, GSTO1, GSTP1, CYP3A5",0,NA,0,NA,0,"",0
"333",2940,"GSTA3",798,"MedConf","Novel","Platinum drug resistance",10,"GSTA1, GSTO1, ADH4, MGST1, GPX3, GPX1, CYP3A5, GSTP1, GPX4, CYP2A6",0,NA,0,NA,0,"",0
"334",9446,"GSTO1",476,"MedConf","Novel","Platinum drug resistance",11,"CYP2A6, CYP3A5, GPX1, GSTA1, GPX3, ADH4, GSTA3, GSTP1, MGST1, GPX4, UBC",0,NA,0,NA,0,"",0
"335",2950,"GSTP1",376,"MedConf","Novel","Platinum drug resistance",11,"MGST1, GPX4, GSTO1, CYP2A6, CYP3A5, GPX1, GSTA1, GPX3, ADH4, GSTA3, UBC",0,NA,0,NA,0,"",0
"336",51512,"GTSE1",230,"MedConf","Novel",NA,4,"BIRC5, CYP2A6, GRAMD3, REEP2",0,NA,0,NA,0,"",0
"337",2983,"GUCY1B3",419,"MedConf","Novel","Renin secretion, Long-term depression, Platelet activation",8,"ITPA, PDE5A, PDE1B, PDE6H, PDE6A, POLR2F, TWISTNB, POLR2J",0,NA,0,NA,0,"",0
"338",3000,"GUCY2D",551,"MedConf","Novel",NA,10,"PDE1B, PDE6H, PDE6A, POLR2F, POLR2J, TWISTNB, ITPA, PDE5A, CNGA1, PRKX",0,NA,0,NA,0,"",0
"339",2998,"GYS2",751,"HighConf","Novel","PI3K-Akt signaling pathway",4,"UBC, UBB, RPS27A, UGDH",0,NA,0,NA,0,"",0
"340",55506,"H2AFY2",760,"MedConf","Novel",NA,5,"UBC, HDAC4, HDAC2, HIST1H2BK, HIST1H2BJ",0,NA,0,NA,0,"",0
"341",3030,"HADHA",471,"MedConf","Novel","Lysine degradation",5,"PLA2G6, ACADSB, IVD, CSNK2A2, UBC",0,NA,0,NA,0,"",0
"342",338442,"HCAR2",492,"MedConf","Novel","cAMP signaling pathway",26,"CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, S1PR2, CCR8, PNOC, CXCR3, OPRM1, GNAI3, AGT, CXCR5, NMUR2, CXCL13, CXCL11, CXCL8, SSTR4, NPY, PTGDR2, CXCR4, MTNR1B, C5, HTR1A, DRD2",0,NA,0,NA,0,"",0
"343",3054,"HCFC1",147,"MedConf","Novel",NA,11,"TAF1, TAF4, POU2F1, OGT, CREB3, PHF20, WDR5, UBC, SIN3A, MAX, SP1",0,NA,0,NA,0,"",0
"344",3059,"HCLS1",347,"MedConf","Novel",NA,2,"DNM1, SYK",0,NA,0,NA,0,"",0
