"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.Proteasome","Ntwrk.Proteasome","NtwrkCount.NA","Ntwrk.NA","NtwrkCount.NA","Ntwrk.NA","Total_Path_Hits.net.count"
"664",4548,"MTR",981,"MedConf","Novel",NA,3,"UBC, LSM4, MAT2A",0,NA,0,"",0,"",0
"665",4593,"MUSK",1126,"MedConf","Novel",NA,4,"UBC, PTK2B, CDC42, AGRN",0,NA,0,"",0,"",0
"666",4595,"MUTYH",813,"MedConf","Novel","Base excision repair",3,"MSH2, UBC, PCNA",0,NA,0,"",0,"",0
"667",4598,"MVK",1011,"MedConf","Novel",NA,4,"NFYB, UBC, SP1, NFYC",0,NA,0,"",0,"",0
"668",4601,"MXI1",1015,"MedConf","Novel",NA,5,"SIN3A, MAX, BUB1B, UBC, SIN3B",0,NA,0,"",0,"",0
"669",4605,"MYBL2",262,"HighConf","Novel",NA,21,"CLTC, PARP1, CLTA, ASH1L, PITX1, LIN9, HDAC2, PLRG1, LIN52, BCAS2, SF3B1, PLK1, TAF1, SNW1, E2F3, UBB, XAB2, CCNE1, PRPF8, CDC34, CCNB2",0,NA,0,"",0,"",0
"670",80177,"MYCT1",1138,"HighConf","Novel",NA,1,"MAX",0,NA,0,"",0,"",0
"671",4615,"MYD88",400,"HighConf","Novel","NF-kappa B signaling pathway, Toll-like receptor signaling pathway, NOD-like receptor signaling pathway",23,"SMAD6, IRAK1, TIRAP, NFKBIB, IL1B, TLR2, IL1A, TOLLIP, SPOP, LY96, IL1RN, SYK, TNIP1, PTK2B, MAP3K7, CD14, TLR4, UBC, IKBKB, RELA, S100A8, EIF2AK2, NGFR",0,NA,0,"",0,"",0
"672",4632,"MYL1",741,"MedConf","Novel",NA,3,"MYLPF, ACTA2, UBC",0,NA,0,"",0,"",0
"673",58498,"MYL7",1081,"MedConf","Novel","Regulation of actin cytoskeleton, Leukocyte transendothelial migration, Focal adhesion",1,"MYLK2",0,NA,0,"",0,"",0
"674",85366,"MYLK2",740,"HighConf","Novel","Regulation of actin cytoskeleton, Focal adhesion",4,"MYL7, MYLPF, IKBKAP, PRKX",0,NA,0,"",0,"",0
"675",29895,"MYLPF",1082,"MedConf","Novel","Regulation of actin cytoskeleton, Leukocyte transendothelial migration, Focal adhesion",2,"MYLK2, MYL1",0,NA,0,"",0,"",0
"676",339344,"MYPOP",1164,"MedConf","Novel",NA,1,"PFN1",0,NA,0,"",0,"",0
"677",10135,"NAMPT",956,"HighConf","Novel","NOD-like receptor signaling pathway",1,"UBC",0,NA,0,"",0,"",0
"678",63908,"NAPB",824,"MedConf","Novel",NA,4,"STX17, STX18, UBC, STX1A",0,NA,0,"",0,"",0
"679",4684,"NCAM1",1106,"MedConf","Novel",NA,12,"IRF9, KRAS, GBP2, ICAM1, OASL, MT2A, PRNP, AGRN, CACNB4, CACNA1C, IRF6, CNTN2",0,NA,0,"",0,"",0
"680",9918,"NCAPD2",295,"MedConf","Novel",NA,4,"PARP1, PRKAR2B, PABPC4, UBC",0,NA,0,"",0,"",0
"681",23054,"NCOA6",117,"HighConf","Novel",NA,31,"MED14, TAF12, MED7, MED26, NFYB, MED10, MED8, MED21, TUBA4A, YAP1, PARP1, BCL3, MED19, NFYC, AGT, RANGAP1, RORA, FHL2, HMGCS1, KDM6A, ALAS1, HMGCS2, ASCC1, CTGF, ASH2L, RBM39, WDR5, RELA, SP1, SIN3A, JUN",0,NA,0,"",0,"",0
"682",23413,"NCS1",1207,"MedConf","Novel",NA,3,"DRD2, DRD5, ADRBK1",0,NA,0,"",0,"",0
"683",23385,"NCSTN",299,"HighConf","Novel","Notch signaling pathway",20,"YAP1, ITGB3BP, JAG1, DTX1, IK, LAMP1, NOTCH4, TMEM14B, NGFR, RELA, TMED10, BCAS2, DSG2, RPS27A, UBB, UBC, SAFB, NOP2, SRSF1, BACE1",0,NA,0,"",0,"",0
"684",4694,"NDUFA1",113,"MedConf","Novel",NA,7,"RBM39, SF3B2, CCAR1, IK, NDUFS4, NDUFA2, UBC",0,NA,0,"",0,"",0
"685",4695,"NDUFA2",6,"MedConf","Novel",NA,6,"NDUFS4, NDUFA1, UBE2I, SNRPC, MRRF, RFX5",0,NA,0,"",0,"",0
"686",4724,"NDUFS4",7,"HighConf","Novel",NA,5,"RPS2, NDUFA1, CACNA2D1, NUP188, NDUFA2",0,NA,0,"",0,"",0
"687",150372,"NFAM1",1193,"MedConf","Novel",NA,1,"SYK",0,NA,0,"",0,"",0
"688",84901,"NFATC2IP",925,"MedConf","Novel",NA,5,"TOP2A, PCNA, RANBP2, UBC, UBE2I",0,NA,0,"",0,"",0
"689",4793,"NFKBIB",519,"MedConf","Novel","NOD-like receptor signaling pathway, Chemokine signaling pathway, RIG-I-like receptor signaling pathway, T cell receptor signaling pathway",10,"BRAP, AGER, NKIRAS2, NGFR, RIPK1, MYD88, RELA, TICAM1, EIF2AK2, IKBKB",0,NA,0,"",0,"",0
"690",4794,"NFKBIE",579,"HighConf","Novel","T cell receptor signaling pathway",4,"IL1A, HDAC4, IKBKB, RELA",0,NA,0,"",0,"",0
"691",4801,"NFYB",235,"MedConf","Novel",NA,25,"YBX1, PDGFRB, PDIA4, SON, YBX3, NFYC, ASH1L, CNTN2, HMGCS1, FDPS, MVK, IKBKAP, TAF12, HSPA5, SC5D, SP1, CKS2, NCOA6, MAX, CCNB2, CCNE1, KAT2B, PCNA, TAF1, TAF11",0,NA,0,"",0,"",0
"692",4802,"NFYC",452,"MedConf","Novel",NA,16,"TBPL2, HMGCS1, FDPS, MVK, ATF6B, NFYB, NCOA6, HSPA5, KAT2B, TAF12, PDGFRB, TAF11, MAX, SP1, UBC, SC5D",0,NA,0,"",0,"",0
"693",4804,"NGFR",50,"MedConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Rap1 signaling pathway, Ras signaling pathway",24,"RPS27A, IKBKB, RELA, SP1, CDC42, TRA2B, NCSTN, RHOB, RTN4, MYD88, ITGB3BP, PIK3R3, SHC2, ARHGDIB, NFKBIB, EFNA2, FGF9, SMPD2, FGF12, FGF8, TRIM37, FGF10, UBB, UBC",0,NA,0,"",0,"",0
"694",84365,"NIFK",98,"MedConf","Novel",NA,27,"RPL27, RPL3, RPL7L1, RPL26L1, RPL3L, SF3B1, RPF1, KIAA0020, PA2G4, NSUN6, DIMT1, MDN1, NOP14, RBM34, RRP1, ADARB1, RRP9, NOP2, RPS2, RPL31, RPL23A, NOC4L, UBC, RPL24, RPS8, RPL19, RPL4",0,NA,0,"",0,"",0
"695",28511,"NKIRAS2",1156,"MedConf","Novel",NA,2,"NFKBIB, UBC",0,NA,0,"",0,"",0
"696",7080,"NKX2-1",568,"MedConf","Novel",NA,3,"JARID2, RELA, CALR",0,NA,0,"",0,"",0
"697",579,"NKX3-2",1206,"MedConf","Novel",NA,3,"SMAD4, SMAD1, SIN3A",0,NA,0,"",0,"",0
"698",58484,"NLRC4",565,"MedConf","Novel","NOD-like receptor signaling pathway",4,"IL1B, UBC, PSMC5, EIF2AK2",1,"PSMC5",0,"",0,"",1
"699",91662,"NLRP12",1165,"MedConf","Novel","NOD-like receptor signaling pathway",1,"IRAK1",0,NA,0,"",0,"",0
"700",79671,"NLRX1",799,"MedConf","Novel","NOD-like receptor signaling pathway, RIG-I-like receptor signaling pathway",3,"FASTKD5, IKBKB, IFIH1",0,NA,0,"",0,"",0
"701",9111,"NMI",599,"MedConf","Novel",NA,11,"TOLLIP, UBC, BCL2L1, EXOSC4, STAT1, PCNA, CCNE1, EMILIN1, HIST1H1B, CCND3, CCND2",0,NA,0,"",0,"",0
"702",129521,"NMS",685,"MedConf","Novel",NA,43,"BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, GNRH2, EDN1, GNA11, ADRBK1, GNA15, CXCL8, AGT, OPRM1, RGS20, GNAI3, CCR8, CXCR4, DRD2, SSTR4, HCAR2, S1PR2, TACR1, HTR1A, NPY, KALRN, NMUR2, MTNR1B, PNOC, PTGDR2, CXCL13, FPR3, C5, CXCR3, TACR3, CXCL11, CHRM2, NPBWR2, CXCR5, AVPR1A",0,NA,0,"",0,"",0
"703",56923,"NMUR2",489,"MedConf","Novel","Neuroactive ligand-receptor interaction",43,"AGT, ADRBK1, CXCR5, GNA15, CXCL13, CXCL8, MTNR1B, EDN1, TACR1, CXCR3, NPY, DRD2, TACR3, GNA11, PNOC, CXCL11, HTR1A, KALRN, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, AVPR1A, FPR3, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, GNRH2, CXCR4, C5, CCR8, GNAI3, OPRM1",0,NA,0,"",0,"",0
"704",79050,"NOC4L",87,"MedConf","Novel",NA,7,"RRP9, NIFK, RPF1, DIMT1, NOP14, UBC, RPS8",0,NA,0,"",0,"",0
"705",8996,"NOL3",912,"HighConf","Novel",NA,2,"TNFRSF1A, CFLAR",0,NA,0,"",0,"",0
"706",8602,"NOP14",817,"HighConf","Novel",NA,6,"RRP9, UBC, RPS8, UBB, NIFK, NOC4L",0,NA,0,"",0,"",0
"707",4839,"NOP2",72,"MedConf","Novel",NA,17,"RPL23A, RPL4, RPS2, RPS8, RPL19, NIFK, RPL3, RPL7L1, RPL3L, EIF2AK2, RPF1, KIAA0020, NCSTN, SRPK2, RBM34, RRP1, UBC",0,NA,0,"",0,"",0
"708",4855,"NOTCH4",795,"MedConf","Novel","Notch signaling pathway, Thyroid hormone signaling pathway",13,"POFUT1, SNW1, NUMBL, JAG1, JUN, DTX1, MFNG, SMAD4, FBXW7, NCSTN, VGLL2, RBPJ, KAT2B",0,NA,0,"",0,"",0
"709",2832,"NPBWR2",681,"MedConf","Novel","Neuroactive ligand-receptor interaction",26,"RGS20, FPR3, NMS, BDKRB1, CXCL11, CHRM2, DRD2, CCR8, PNOC, MTNR1B, CXCR4, CXCL13, CXCL8, SSTR4, HTR1A, AGT, PTGDR2, NMUR2, NPY, HCAR2, CXCR3, CXCR5, GNAI3, S1PR2, OPRM1, C5",0,NA,0,"",0,"",0
"710",4852,"NPY",584,"MedConf","Novel","cAMP signaling pathway",28,"DRD2, PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, MEP1A, GHRL, CXCL8, GNAI3, CXCR4, OPRM1, C5, MTNR1B, NMUR2, CCR8, CXCL13, CXCR3, CXCR5, AGT",0,NA,0,"",0,"",0
"711",1728,"NQO1",887,"MedConf","Novel",NA,4,"ING1, POLDIP3, UBC, STUB1",0,NA,0,"",0,"",0
"712",8431,"NR0B2",111,"MedConf","Novel",NA,9,"ESRRA, NR4A1, NR1D1, RORA, RARG, SMARCE1, SIN3A, UBC, EHMT2",0,NA,0,"",0,"",0
"713",9572,"NR1D1",664,"MedConf","Novel",NA,7,"RORA, RARG, G6PC, NR4A1, CREB1, NR0B2, ESRRA",0,NA,0,"",0,"",0
"714",3164,"NR4A1",475,"MedConf","Novel","PI3K-Akt signaling pathway, MAPK signaling pathway",13,"NR1D1, RORA, RARG, PSMC1, NR0B2, CHD4, ESRRA, MTA2, UBC, PSMD2, KAT2B, TOP2A, SMARCE1",2,"PSMD2, PSMC1",0,"",0,"",2
"715",145957,"NRG4",1109,"MedConf","Novel",NA,1,"EGFR",0,NA,0,"",0,"",0
"716",8828,"NRP2",1020,"MedConf","Novel",NA,3,"PLXNB1, PLXNA1, FLT4",0,NA,0,"",0,"",0
"717",55968,"NSFL1C",238,"MedConf","Novel","Protein processing in endoplasmic reticulum",9,"POLDIP3, CAPN2, TMEFF2, UBB, PSMD2, YOD1, CCT2, UBC, VCP",1,"PSMD2",0,"",0,"",1
"718",221078,"NSUN6",343,"MedConf","Novel",NA,8,"RRP1, RPL7L1, RPL3L, KIAA0020, RPF1, NIFK, RPL23A, RPL3",0,NA,0,"",0,"",0
"719",30833,"NT5C",747,"MedConf","Novel",NA,11,"PDE6H, PDE6A, AK4, ENTPD4, AMPD1, ITPA, HPRT1, DCK, AK7, PDE5A, PDE1B",0,NA,0,"",0,"",0
"720",9253,"NUMBL",507,"MedConf","Novel","Notch signaling pathway",3,"NOTCH4, AAK1, RBPJ",0,NA,0,"",0,"",0
"721",9631,"NUP155",625,"MedConf","Novel","RNA transport",18,"NUP188, EFS, GCKR, RAE1, UBC, HDAC4, SRSF3, SRSF2, NXF1, KBTBD7, NUP43, UBB, MCM3AP, SNRPD3, RANBP2, SRRM1, SRSF1, POLDIP3",0,NA,0,"",0,"",0
"722",23511,"NUP188",991,"MedConf","Novel","RNA transport",13,"UBC, SRSF1, SRSF2, SRSF3, NUP155, RANBP2, GCKR, NXF1, NDUFS4, RAE1, SNRPD3, NUP43, SRRM1",0,NA,0,"",0,"",0
"723",348995,"NUP43",333,"MedConf","Novel","RNA transport",24,"BUB1B, CENPH, ITGB3BP, RANGAP1, CENPO, CENPP, RANBP2, KIF18A, NUP155, CDCA8, NUP188, SRSF1, PLK1, MIS12, RAE1, GCKR, UBC, NXF1, RAD21, SRSF3, SRSF2, BIRC5, SNRPD3, SRRM1",0,NA,0,"",0,"",0
"724",10482,"NXF1",198,"HighConf","Novel","RNA transport",28,"RAE1, SRSF2, SRSF1, SRSF3, POLDIP3, THOC2, PA2G4, NUP43, SON, DDX3X, RANGAP1, MCM3AP, RANBP2, NXT1, NUP155, ZC3H14, FYTTD1, CHTOP, CAPRIN1, NUP188, ADARB1, RPL4, UBB, EXOSC10, THOC1, UBC, RPL3, SRRM1",0,NA,0,"",0,"",0
"725",29107,"NXT1",603,"MedConf","Novel","RNA transport",4,"CHTOP, NXF1, UBC, VPS36",0,NA,0,"",0,"",0
"726",8638,"OASL",447,"HighConf","Novel",NA,28,"RANBP2, MT2A, EGR1, PLA2G4A, UBE2J2, BRAP, ICAM1, IRF6, GBP2, KDM6A, NCAM1, IRF9, PSMD1, PSMB2, RPS2, PSMD3, PSMC1, YARS, RPS27A, UBC, PSMD2, RABGEF1, PSMA4, PSMC2, ACACB, YOD1, ISG15, PCNA",7,"PSMD3, PSMD2, PSMD1, PSMC2, PSMC1, PSMB2, PSMA4",0,"",0,"",7
"727",51686,"OAZ3",471,"HighConf","Novel",NA,23,"PSMF1, PSMC4, PSMD6, PSMD7, PSMA1, PSMC5, SMAD1, PSMD1, PSMA7, PSMB2, PSMD11, PSMD3, PSMC2, PSMB5, PSMA3, PSMC1, PSMA5, PSMB4, PSMA4, PSMD2, PSMD12, PSMB1, PSMA6",22,"PSMF1, PSMD7, PSMD6, PSMD3, PSMD2, PSMD12, PSMD11, PSMD1, PSMC5, PSMC4, PSMC2, PSMC1, PSMB5, PSMB4, PSMB2, PSMB1, PSMA7, PSMA6, PSMA5, PSMA4, PSMA3, PSMA1",0,"",0,"",22
"728",54959,"ODAM",786,"MedConf","Novel",NA,6,"MFGE8, TTR, SEMG1, PRL, FGA, TOLLIP",0,NA,0,"",0,"",0
"729",8473,"OGT",755,"MedConf","Novel",NA,9,"PHF20, LEPRE1, SIN3A, WDR5, SP1, RELA, ASH2L, UBC, HCFC1",0,NA,0,"",0,"",0
"730",4988,"OPRM1",125,"MedConf","Novel","Neuroactive ligand-receptor interaction",39,"COPS5, CCR8, GNG3, GNAI3, GNAO1, CXCR4, C5, NMUR2, AGT, ADRBK1, CXCR5, GNA15, CXCL13, CXCL8, MTNR1B, CXCR3, GNG10, NPY, DRD2, PNOC, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, KCNF1, GNAT2, PPL, RANBP9, AUP1, GRK4, UBC",0,NA,0,"",0,"",0
"731",55593,"OTUD5",893,"MedConf","Novel","RIG-I-like receptor signaling pathway",1,"RPS27A",0,NA,0,"",0,"",0
"732",5034,"P4HB",196,"HighConf","Novel","Protein processing in endoplasmic reticulum",16,"CD2BP2, CALR, DTNB, PDIA4, HSP90B1, APOB, PLOD3, CXCR4, PRNP, COL1A2, PDIA3, COL10A1, LEPRE1, UBC, HSPA5, EIF2S1",0,NA,0,"",0,"",0
"733",5036,"PA2G4",286,"MedConf","Novel",NA,28,"PDPK1, DIMT1, EEF2K, GNL2, IPO5, MDN1, SH3GLB2, SUMO3, RPL23A, RPL3, RPL32, NIFK, YBX1, HNRNPA2B1, RPL3L, SIN3A, RPL31, RPLP2, RPL19, UBE2I, RAE1, UBC, NXF1, HDAC2, RPL27, RPL4, RPL24, STUB1",0,NA,0,"",0,"",0
"734",80227,"PAAF1",181,"HighConf","Novel",NA,15,"COPS2, PPP4R2, PSMD11, PSMC4, PSMC2, PSMC5, UBC, PSMD7, PSMD1, PSMD3, PSMA1, PSMD2, PSMC1, PSMD6, PSMD12",12,"PSMD7, PSMD6, PSMD3, PSMD2, PSMD12, PSMD11, PSMD1, PSMC5, PSMC4, PSMC2, PSMC1, PSMA1",0,"",0,"",12
"735",340529,"PABPC1L2A",1163,"MedConf","Novel","RNA transport",3,"EIF3A, EIF4G1, EXOSC10",0,NA,0,"",0,"",0
"736",8761,"PABPC4",864,"MedConf","Novel","RNA transport",8,"EIF3A, TSG101, NCAPD2, UBC, EXOSC10, EIF4G1, EIF2AK2, SRPK2",0,NA,0,"",0,"",0
"737",140886,"PABPC5",1005,"MedConf","Novel","RNA transport",1,"UBC",0,NA,0,"",0,"",0
"738",5050,"PAFAH1B3",713,"MedConf","Novel","Ether lipid metabolism",8,"PLA2G6, PLA2G4D, JMJD7-PLA2G4B, CEPT1, HSPH1, LDHB, PLA2G4A, UBC",0,NA,0,"",0,"",0
"739",5051,"PAFAH2",1076,"MedConf","Novel","Ether lipid metabolism",5,"PLA2G4A, PLA2G6, JMJD7-PLA2G4B, PLA2G4D, CEPT1",0,NA,0,"",0,"",0
"740",79728,"PALB2",934,"MedConf","Novel",NA,4,"BRCA2, MORF4L1, RAD51, PCNA",0,NA,0,"",0,"",0
"741",55229,"PANK4",987,"HighConf","Novel",NA,6,"RANGAP1, CDK20, ACTR2, UBC, EEF2K, BAG1",0,NA,0,"",0,"",0
"742",10914,"PAPOLA",364,"MedConf","Novel",NA,30,"CDK14, RRAGA, CORO1B, PCF11, ZC3H4, SF3B1, YAP1, SRSF1, UBB, EFTUD2, CCAR1, HNRNPA2B1, POLR2J, SRSF2, PRPF8, YBX1, EXOSC10, HNRNPM, SRSF3, PHF5A, UBC, SNRPD3, SF3B2, HNRNPH1, PTBP1, SSU72, POLR2F, SRRM1, CD2BP2, SF3B6",0,NA,0,"",0,"",0
"743",56288,"PARD3",213,"MedConf","Novel","Rap1 signaling pathway, Chemokine signaling pathway, Neuroactive ligand-receptor interaction",15,"CDH5, SMAD4, PVRL4, CCDC88A, PARD6G, PNMA1, JAM3, PCP2, RPS27A, UBC, YWHAH, YWHAG, CDC42, UBB, SFN",0,NA,0,"",0,"",0
"744",84552,"PARD6G",903,"MedConf","Novel","Rap1 signaling pathway",6,"YWHAH, PARD3, ASIP, C9orf172, CDH5, CDC42",0,NA,0,"",0,"",0
"745",5071,"PARK2",14,"MedConf","Novel","Protein processing in endoplasmic reticulum, Mitophagy - animal",33,"PSMA7, PSMD2, PSMA1, PSMC5, YWHAH, HDAC4, PCNA, RPS27A, CCT2, FBXW7, PSMA4, GAPDH, BCL2L1, CCNE1, ESRRA, TUBA1A, TUBA4A, DNM1L, RANBP2, UBE2J2, PARK7, FBP1, PDCD2, SLC6A3, PRPS1, PRRT2, DLX2, CRX, VCP, UBC, STUB1, DNAJA1, UBB",5,"PSMD2, PSMC5, PSMA7, PSMA4, PSMA1",0,"",0,"",5
"746",11315,"PARK7",768,"MedConf","Novel",NA,15,"SLC18A2, EFCAB6, PTBP1, BCL2L1, CHD4, MBD3, STUB1, PARK2, UBC, BAG1, HDAC2, GNB2L1, SFPQ, MTA2, UBE2I",0,NA,0,"",0,"",0
"747",5073,"PARN",992,"MedConf","Novel",NA,7,"EXOSC5, UBC, EIF4A1, EIF4G1, EXOSC4, EIF4B, CXCL8",0,NA,0,"",0,"",0
"748",142,"PARP1",325,"MedConf","Novel","NF-kappa B signaling pathway, Base excision repair",17,"BUB1B, POU2F1, SMARCA1, POLB, HIST1H4C, SP1, SUMO3, SMAD4, NCAPD2, HDAC2, PCNA, UBE2I, NCOA6, RELA, MYBL2, UBC, ZBTB16",0,NA,0,"",0,"",0
"749",54625,"PARP14",958,"MedConf","Novel",NA,2,"HDAC2, UBC",0,NA,0,"",0,"",0
"750",5091,"PC",613,"MedConf","Novel",NA,4,"LDHB, PDHA1, UBB, UBC",0,NA,0,"",0,"",0
"751",51585,"PCF11",1072,"HighConf","Novel",NA,22,"SRSF1, CD2BP2, SNRPD3, YBX1, SRSF3, EFTUD2, PHF5A, CCAR1, SRRM1, SRSF2, PTBP1, HNRNPA2B1, POLR2F, HNRNPH1, SF3B1, HNRNPM, SF3B2, PRPF8, POLR2J, PAPOLA, UBC, SF3B6",0,NA,0,"",0,"",0
"752",5111,"PCNA",51,"MedConf","Novel","Base excision repair",52,"RPS27A, CCND3, CCND2, PTMA, UBE2I, RAD51, BRCA2, ISG15, UBE2V2, CCNE1, KAT2B, LIN52, LIN9, TOP2A, NFYB, YBX1, USP1, DAD1, RAD21, PARP1, SGTA, HSP90B1, CDC25C, ING1, OASL, TBPL2, POLE, POLB, LIG1, POLD4, NMI, DNTT, POLD3, MUTYH, USP18, FANCE, NFATC2IP, PALB2, HERC4, FAHD2B, SETMAR, ZMIZ2, ZMIZ1, FIGN, TMEM218, UBB, SLX4, UBC, MSH2, PARK2, EGFR, SUMO3",0,NA,0,"",0,"",0
"753",126006,"PCP2",1200,"MedConf","Novel",NA,1,"PARD3",0,NA,0,"",0,"",0
"754",5134,"PDCD2",897,"HighConf","Novel",NA,3,"UBC, PARK2, HCFC1",0,NA,0,"",0,"",0
"755",5153,"PDE1B",745,"MedConf","Novel","Renin secretion",11,"AMPD1, NT5C, AK4, ENTPD4, GNAI3, AK7, DCK, ITPA, GUCY1B3, GUCY2D, HPRT1",0,NA,0,"",0,"",0
"756",8654,"PDE5A",698,"MedConf","Novel",NA,6,"GUCY2D, NT5C, ENTPD4, GUCY1B3, ITPA, HPRT1",0,NA,0,"",0,"",0
"757",5145,"PDE6A",762,"MedConf","Novel",NA,11,"ENTPD4, HPRT1, GUCY1B3, RGS9, GNAT2, NT5C, GNAO1, PDE6H, GUCY2D, ITPA, CNGA1",0,NA,0,"",0,"",0
"758",5149,"PDE6H",757,"MedConf","Novel",NA,10,"PDE6A, ENTPD4, GNAO1, GNAT2, GUCY2D, GUCY1B3, RGS9, HPRT1, ITPA, NT5C",0,NA,0,"",0,"",0
"759",5156,"PDGFRA",362,"MedConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Focal adhesion, Ras signaling pathway",18,"SRPK1, PIK3R3, SHC2, EPN1, EFNA2, FGF9, CAV3, FGF12, FGF8, SH3GLB2, FGF10, STAT1, UBC, SH3GLB1, ITGAV, EGFR, RPS27A, PDGFRB",0,NA,0,"",0,"",0
"760",5159,"PDGFRB",261,"HighConf","Novel","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Focal adhesion, Ras signaling pathway",28,"ARPC1B, ACTR2, PDGFRA, COPB1, PIK3R3, SHC2, NFYC, ADRBK1, PTPN2, EFNA2, FGF9, CAV3, FGF12, FGF8, PLEKHO2, FGF10, MFGE8, EIF2AK2, EGFR, LRP1, NFYB, ITGAV, UBC, RPS27A, STAT1, BAG1, RAB5A, MAX",0,NA,0,"",0,"",0
"761",5160,"PDHA1",294,"MedConf","Novel",NA,9,"VCL, ALDOA, IPO5, PC, LDHB, DERA, TKTL2, DGKE, UBC",0,NA,0,"",0,"",0
"762",2923,"PDIA3",616,"MedConf","Novel","Protein processing in endoplasmic reticulum",9,"SLC2A1, TAP1, HSPA5, CALR, UBC, BACE1, SEC61A1, P4HB, DTNB",0,NA,0,"",0,"",0
"763",9601,"PDIA4",347,"MedConf","Novel","Thyroid hormone synthesis, Protein processing in endoplasmic reticulum",9,"APOB, CAPN2, NFYB, YWHAH, UBC, DTNB, PTMA, P4HB, LDLR",0,NA,0,"",0,"",0
"764",9260,"PDLIM7",162,"MedConf","Novel",NA,9,"HSP90B1, TSG101, C9orf172, RET, LPXN, EPS8, COPS5, UBC, PXN",0,NA,0,"",0,"",0
"765",5170,"PDPK1",313,"MedConf","Novel","PI3K-Akt signaling pathway, Focal adhesion, Aldosterone-regulated sodium reabsorption, Thyroid hormone signaling pathway, Fc epsilon RI signaling pathway, T cell receptor signaling pathway, Sphingolipid signaling pathway",17,"PTK2B, SRPK1, PIK3R3, GSK3A, PKN2, CARD11, TRAT1, GAB2, PA2G4, CD28, YWHAH, RAP1A, IKBKB, MAP3K7, UBC, PXN, RELA",0,NA,0,"",0,"",0
"766",5037,"PEBP1",290,"MedConf","Novel",NA,10,"BIRC5, ADRBK1, MRPL4, CDCA8, ALOX15, IKBKB, MAP3K7, MAP2K6, UBC, BRAF",0,NA,0,"",0,"",0
"767",5196,"PF4",760,"MedConf","Novel","Cytokine-cytokine receptor interaction, Chemokine signaling pathway",16,"SERPING1, GNAI3, CCR8, IGF2, CXCL11, CXCR3, TGFB2, GNAO1, MAP2K6, CXCL8, A2M, CXCR5, CXCR4, CX3CR1, ALDOA, LDLR",0,NA,0,"",0,"",0
"768",5216,"PFN1",266,"MedConf","Novel","Regulation of actin cytoskeleton, Rap1 signaling pathway",11,"CFL1, VCL, SRPK1, VIPR1, WIPF2, ARL15, ZNF16, MYPOP, RAD51, UBC, STUB1",0,NA,0,"",0,"",0
"769",345456,"PFN3",1069,"MedConf","Novel","Regulation of actin cytoskeleton, Rap1 signaling pathway",1,"VCL",0,NA,0,"",0,"",0
"770",5224,"PGAM2",769,"MedConf","Novel",NA,8,"DERA, TKTL2, GAPDH, ALDOA, PRPF8, SH3GLB1, UBB, UBC",0,NA,0,"",0,"",0
"771",192111,"PGAM5",148,"MedConf","Novel","TNF signaling pathway, Mitophagy - animal",4,"BCL2L1, DNM1L, UBC, RIPK1",0,NA,0,"",0,"",0
"772",5226,"PGD",409,"MedConf","Novel",NA,8,"USPL1, AHSA1, YWHAG, PSMB2, UBB, PSMC5, GNAI3, UBC",2,"PSMC5, PSMB2",0,"",0,"",2
"773",11331,"PHB2",622,"MedConf","Novel",NA,4,"RNF185, PTMA, HDAC2, UBC",0,NA,0,"",0,"",0
"774",1912,"PHC2",593,"HighConf","Novel",NA,7,"SCML2, SP1, EZH1, HDAC2, SUZ12, BUB1B, MAPKAPK3",0,NA,0,"",0,"",0
"775",57649,"PHF12",381,"MedConf","Novel",NA,12,"SIN3B, MBD3, ASH1L, PHF21A, MSL3, HDAC2, UBC, SIN3A, MTA2, MORF4L1, CHD4, HDAC4",0,NA,0,"",0,"",0
"776",51230,"PHF20",1088,"MedConf","Novel",NA,6,"MAX, WDR5, TAF1, HCFC1, TAF4, OGT",0,NA,0,"",0,"",0
"777",51317,"PHF21A",907,"MedConf","Novel",NA,9,"MORF4L1, HDAC2, HDAC4, MBD3, LPXN, CHD4, PHF12, SIN3A, MTA2",0,NA,0,"",0,"",0
