"Pathway","pVal","pValFDR","pValBonferroni","Genes","HitGenes","HitGeneNames"
"Tight junction",0.595,1,1,160,26,"MYL12A, AMOT, DLG2, ERBB2, SCRIB, HSPA4, MYH1, MYH8, MYH10, PPP2CA, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R2C, PRKAA1, PRKAA2, PRKCE, MAPK9, MAPK10, MAP2K7, RAB13, RAC1, CCND1, SRC, TIAM1, VASP"
"Phenylalanine, tyrosine and tryptophan biosynthesis",0.599,1,1,5,1,"GOT1"
"Ascorbate and aldarate metabolism",0.621,1,1,25,4,"UGT2B11, UGT1A10, UGT1A6, UGT2B17"
"Base excision repair",0.638,1,1,32,5,"PARP2, PARP4, POLD2, POLE2, POLE4"
"Biosynthesis of amino acids",0.638,1,1,70,11,"NAGS, PHGDH, MAT2B, GLUL, GOT1, IDH1, ARG1, ASS1, PFKL, PKM, TALDO1"
"Tryptophan metabolism",0.654,1,1,39,6,"CYP1A1, ACAT1, ACAT2, MAOB, OGDHL, CAT"
"Phosphonate and phosphinate metabolism",0.666,1,1,6,1,"PCYT1A"
"Protein processing in endoplasmic reticulum",0.677,1,1,160,25,"SEC24B, ERP29, DDIT3, ERN1, SEC31A, FBXO2, ERLEC1, UBQLN1, HSPA1A, HSP90AA1, LMAN1, ATF4, SAR1B, UBE2D4, MAPK9, MAPK10, MAP2K7, BAK1, BCL2, SSR3, UBE2D1, UBE2D2, TXNDC5, CAPN1, RBX1"
"Pyrimidine metabolism",0.702,1,1,99,15,"POLR3F, POLR3C, DUT, AK9, POLR1A, ENTPD8, POLD2, POLE2, POLR3B, POLR3E, POLE4, POLR3D, CAD, ENTPD1, POLR1C"
"Phototransduction",0.711,1,1,28,4,"GNB1, GNGT1, PDE6G, CALML3"
"Arginine and proline metabolism",0.712,1,1,48,7,"HOGA1, GOT1, ARG1, MAOB, NOS1, SMOX, CNDP2"
"Starch and sucrose metabolism",0.718,1,1,35,5,"AGL, GBE1, AMY1A, PYGB, PYGL"
"Hematopoietic cell lineage",0.723,1,1,94,14,"CSF3R, EPOR, FCGR1A, HLA-DMB, HLA-DPA1, IL2RA, IL4R, IL5, IL5RA, IL9R, ITGA6, CD3E, CD38, CD59"
"Proximal tubule bicarbonate reclamation",0.764,1,1,23,3,"ATP1A2, ATP1A4, PCK1"
"Sulfur relay system",0.768,1,1,8,1,"TST"
"Ribosome biogenesis in eukaryotes",0.77,1,1,71,10,"NOP56, RPP38, CSNK2B, DKC1, FCF1, SBDS, NOP58, PWP2, XPO1, IMP4"
"Glutathione metabolism",0.789,1,1,52,7,"GSTA5, G6PD, GCLC, IDH1, GSTK1, MGST3, GGCT"
"Homologous recombination",0.804,1,1,39,5,"BABAM1, POLD2, RPA1, BRCA1, FAM175A"
"Glycine, serine and threonine metabolism",0.804,1,1,39,5,"PHGDH, AOC2, MAOB, AOC3, GRHPR"
"Phagosome",0.816,1,1,147,21,"TUBB4B, COMP, CTSL, CYBA, FCGR1A, FCGR2A, FCGR3A, CD209, HLA-DMB, HLA-DPA1, HLA-E, ITGB2, NOS1, PIK3C3, RAB5B, RAB5C, RAC1, THBS1, C3, ATP6V0D1, VAMP3"
"Fructose and mannose metabolism",0.826,1,1,33,4,"PFKFB1, PFKFB2, PFKL, TSTA3"
"Synaptic vesicle cycle",0.848,1,1,63,8,"AP2A2, DNM2, SLC18A1, SNAP25, STXBP1, CACNA1A, NAPA, ATP6V0D1"
"Antigen processing and presentation",0.86,1,1,71,9,"CTSL, HLA-DMB, HLA-DPA1, HLA-E, HSPA1A, HSPA4, HSP90AA1, IFNG, KLRD1"
"Ubiquinone and other terpenoid-quinone biosynthesis",0.866,1,1,11,1,"COQ7"
"Butanoate metabolism",0.87,1,1,28,3,"GAD1, ACAT1, ACAT2"
"Pentose phosphate pathway",0.885,1,1,29,3,"G6PD, PFKL, TALDO1"
"Non-homologous end-joining",0.907,1,1,13,1,"PRKDC"
"Fatty acid biosynthesis",0.907,1,1,13,1,"ACSL1"
"Renin-angiotensin system",0.916,1,1,23,2,"AGTR2, LNPEP"
"Steroid hormone biosynthesis",0.916,1,1,55,6,"UGT2B11, COMT, CYP1A1, UGT1A10, UGT1A6, UGT2B17"
"Porphyrin and chlorophyll metabolism",0.92,1,1,40,4,"UGT2B11, UGT1A10, UGT1A6, UGT2B17"
"Fatty acid metabolism",0.922,1,1,48,5,"CPT1A, ACSL1, ACAT1, ACAT2, TECR"
"Propanoate metabolism",0.922,1,1,32,3,"ACAT1, ACAT2, LDHA"
"Carbon metabolism",0.924,1,1,114,14,"ADH5, G6PD, PHGDH, GOT1, IDH1, ACAT1, ACAT2, MDH2, PDHB, PFKL, PKM, OGDHL, TALDO1, CAT"
"PPAR signaling pathway",0.925,1,1,71,8,"SLC27A4, APOA5, CPT1A, ACSL1, ILK, SLC27A1, PCK1, PPARG"
"Mineral absorption",0.944,1,1,51,5,"ATP1A2, ATP1A4, ATP2B1, TRPM7, SLC8A1"
"Folate biosynthesis",0.947,1,1,26,2,"GCH1, TH"
"Drug metabolism - other enzymes",0.951,1,1,44,4,"UGT2B11, UGT1A10, UGT1A6, UGT2B17"
"Proteasome",0.951,1,1,44,4,"PSMA8, IFNG, PSMB10, PSMD4"
"Selenocompound metabolism",0.955,1,1,17,1,"PAPSS2"
"Nitrogen metabolism",0.955,1,1,17,1,"GLUL"
"Cell adhesion molecules (CAMs)",0.961,1,1,137,16,"NLGN4Y, HLA-DMB, HLA-DPA1, HLA-E, ICAM2, ITGA6, ITGB2, NLGN4X, SDC1, SELP, VCAM1, NRXN1, NRXN2, CD80, CD40, CDH1"
"Nicotinate and nicotinamide metabolism",0.961,1,1,28,2,"NNT, CD38"
"Glycosaminoglycan degradation",0.963,1,1,18,1,"GNS"
"One carbon pool by folate",0.969,1,1,19,1,"ATIC"
"Valine, leucine and isoleucine degradation",0.97,1,1,48,4,"HSD17B10, ACAT1, ACAT2, MCCC1"
"Protein digestion and absorption",0.972,1,1,89,9,"COL4A1, COL4A4, COL6A2, COL9A2, MEP1B, ATP1A2, ATP1A4, SLC8A1, KCNK5"
"Antifolate resistance",0.975,1,1,31,2,"ABCC1, ATIC"
"Lysine degradation",0.975,1,1,58,5,"ACAT1, ACAT2, KMT2A, OGDHL, KMT2D"
"Basal transcription factors",0.98,1,1,42,3,"ERCC3, MNAT1, TAF10"
"Oxidative phosphorylation",0.981,1,1,116,12,"COX6B1, COX7B, COX11, NDUFA4, NDUFA9, NDUFS8, NDUFV3, ATP5A1, UQCRC1, ATP6V0D1, COX7A2L, COX5A"
"Ether lipid metabolism",0.982,1,1,43,3,"PAFAH1B1, PLD2, PLA2G4C"
"Protein export",0.982,1,1,22,1,"SRP72"
"Glycerolipid metabolism",0.983,1,1,61,5,"DGKA, LPIN1, GPAM, LPIN3, DGKD"
"ABC transporters",0.985,1,1,44,3,"ABCA7, ABCC1, ABCB4"
"Glycerophospholipid metabolism",0.985,1,1,95,9,"DGKA, GPD1L, LPIN1, PCYT1A, PLD2, GPAM, LPIN3, DGKD, PLA2G4C"
"Biosynthesis of unsaturated fatty acids",0.985,1,1,23,1,"TECR"
"alpha-Linolenic acid metabolism",0.985,1,1,23,1,"PLA2G4C"
"Vitamin digestion and absorption",0.988,1,1,24,1,"ABCC1"
"Fatty acid elongation",0.99,1,1,25,1,"TECR"
"Maturity onset diabetes of the young",0.99,1,1,25,1,"ONECUT1"
"RNA degradation",0.992,1,1,76,6,"CNOT1, SKIV2L2, CNOT2, PFKL, CNOT6, CNOT9"
"Collecting duct acid secretion",0.993,1,1,27,1,"ATP6V0D1"
"Linoleic acid metabolism",0.993,1,1,27,1,"PLA2G4C"
"Ferroptosis",0.994,1,1,40,2,"ACSL1, GCLC"
"Fat digestion and absorption",0.994,1,1,40,2,"SLC27A4, ACAT2"
"Lysosome",0.995,1,1,122,11,"AP1M2, AP1S1, AP1S3, CTSL, CTSO, CTSW, DNASE2, GNS, IGF2R, AP1S2, ATP6V0D1"
"Fanconi anemia pathway",0.995,1,1,51,3,"CENPX, RPA1, BRCA1"
"Galactose metabolism",0.996,1,1,30,1,"PFKL"
"Spliceosome",0.997,1,1,128,11,"DDX5, SF3B3, RBMX, HNRNPU, HSPA1A, NCBP1, MAGOHB, SRSF7, SNRPD1, SF3A2, EIF4A3"
"Amino sugar and nucleotide sugar metabolism",0.998,1,1,48,2,"TSTA3, GFPT2"
"Peroxisome",0.999,1,1,80,5,"ACSL1, IDH1, GSTK1, CAT, DDO"
"Caffeine metabolism",1,1,1,5,0,""
"Metabolic pathways",1,1,1,1228,116,"COQ7, CDO1, POLR3F, POLR3C, UGT2B11, HOGA1, ADSSL1, ADH1A, ADH5, ADH6, ADH7, COMT, COX6B1, COX7B, COX11, CYP1A1, CYP4A11, CYP26A1, DGKA, DBH, NAGS, AGL, DUT, ALDH3A1, ACSL1, AK9, ALDH3B2, LPIN1, PLCB1, NNT, IPMK, G6PD, GAD1, POLR1A, PHGDH, GBE1, GCH1, GCLC, MAT2B, GLUL, AMY1A, GNS, GOT1, HSD17B10, AOC2, IDH1, INPP5B, ACAT1, ARG1, ACAT2, LDHA, MAOB, MDH2, ASPA, ASS1, NDUFA4, NDUFA9, ATIC, NDUFS8, NDUFV3, NOS1, ATP5A1, PAFAH1B1, PCK1, DCXR, PCYT1A, PDHB, PFKL, PIK3C3, PKM, PLCD1, PLCG2, PLD2, BCO1, CYCS, POLD2, POLE2, UGT1A10, UGT1A6, PPAT, IMPAD1, PI4K2A, POLR3B, CNDP2, OGDHL, POLE4, MCCC1, GPAM, PYGB, PYGL, LPIN3, POLR3D, TALDO1, TH, TST, TSTA3, UGT2B17, UQCRC1, CAD, PIP5K1A, DGKD, PLA2G4C, AOC3, MTMR1, ALDH1A2, SYNJ2, MTMR3, PAPSS2, MTMR6, ATP6V0D1, COX5A, GRHPR, CD38, POLR1C, PRDX6, GFPT2"
"Primary bile acid biosynthesis",1,1,1,16,0,""
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",1,1,1,25,0,""
"Aminoacyl-tRNA biosynthesis",1,1,1,44,0,""
"RNA transport",1,1,1,156,12,"PRMT5, RPP38, CLNS1A, NUP160, NCBP1, MAGOHB, UPF3B, UPF3A, TPR, XPO1, NUP214, EIF4A3"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",1,1,1,20,0,""
"Glycosaminoglycan biosynthesis - keratan sulfate",1,1,1,14,0,""
"N-Glycan biosynthesis",1,1,1,49,0,""
"Glycosphingolipid biosynthesis - lacto and neolacto series",1,1,1,27,0,""
"Glycosphingolipid biosynthesis - globo and isoglobo series",1,1,1,15,0,""
"Mannose type O-glycan biosynthesis",1,1,1,22,0,""
"Sphingolipid metabolism",1,1,1,47,0,""
"Steroid biosynthesis",1,1,1,20,0,""
"Other types of O-glycan biosynthesis",1,1,1,20,0,""
"Arachidonic acid metabolism",1,1,1,58,2,"CYP4A11, PLA2G4C"
"Other glycan degradation",1,1,1,18,0,""
"Valine, leucine and isoleucine biosynthesis",1,1,1,4,0,""
"Lipoic acid metabolism",1,1,1,2,0,""
"Mucin type O-glycan biosynthesis",1,1,1,30,0,""
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin",1,1,1,24,0,""
"Thiamine metabolism",1,1,1,15,0,""
"D-Arginine and D-ornithine metabolism",1,1,1,1,0,""
"Pantothenate and CoA biosynthesis",1,1,1,18,0,""
"Glycosphingolipid biosynthesis - ganglio series",1,1,1,15,0,""
"Neomycin, kanamycin and gentamicin biosynthesis",1,1,1,5,0,""
"D-Glutamine and D-glutamate metabolism",1,1,1,4,0,""
"Vitamin B6 metabolism",1,1,1,6,0,""
"Biotin metabolism",1,1,1,3,0,""
"Riboflavin metabolism",1,1,1,8,0,""
