"","GeneSymbol","GeneMappingID","Group","EntrezID","Zscore","Pathway","Ntwrk.all","Allnet.count","Ntwrk.TLR","TLRnet.count","Ntwrk.PROT","PROTnet.count","Ntwrk.SPLICE","SPLICEnet.count","Ntwrk.TLR.hits","TLRhits.net.count","Ntwrk.PROT.hits","PROThits.net.count","Ntwrk.SPLICE.hits","SPLICEhits.net.count","Total_Path_Hits.net.count"
"228","HCLS1",344,"Novel","3059",-1.765,"Tight junction ; Shigellosis ; Bacterial invasion of epithelial cells ; Pathogenic Escherichia coli infection","SYK",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"229","HDAC2",42,"Novel","3066",-2.636,"Pathways in cancer ; Cell cycle ; Chronic myeloid leukemia","SIN3A, MTA2, NFKB1, RELA, SP1, MORF4L1, PHF12, MBD2, CHD4, RUNX1, BCL11B, CREB1, ING1, SUZ12, SIN3B, MBD3, AIRE, KLF4, PHF21A, ELMSAN1, RERE, DNTTIP1, RREB1, UBC, NFKBIA",25,NA,0,"RELA, NFKBIA, NFKB1",3,"RELA, NFKBIA, NFKB1",3,NA,0,NA,0,"RELA",1,1
"230","HDAC4",41,"Novel","9759",-1.135,NA,"SIN3A, PPP2CA, SP1, UBE2I, ZBTB16, SFN, YWHAG, YWHAH",8,NA,0,"PPP2CA",1,NA,0,NA,0,NA,0,NA,0,0
"231","HIST1H1B",447,"Novel","3009",-1.991,NA,"UBC, CCNE1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"232","HNRNPA2B1",357,"Novel","3181",-5.363,NA,"UBC, HNRNPH1",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"233","HNRNPH1",173,"Novel","3187",-1.44,NA,"HNRNPA2B1, EGFR, MIS12, UBC",4,"EGFR",1,NA,0,NA,0,"EGFR",1,NA,0,NA,0,1
"234","HNRNPM",379,"Novel","4670",-1.612,"Spliceosome","PRPF8, UBC, SF3B1",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"235","HRAS",92,"Regulation of actin cytoskeleton","3265",0.591,NA,"PIK3CA, BRAF, RAF1, MAPK8, PIK3CD, PIK3CG, SOS1, ARAF, UBC",9,"SOS1, RAF1, PIK3CG, PIK3CD, PIK3CA, BRAF, ARAF",7,"MAPK8, PIK3CG, PIK3CD, PIK3CA",4,"MAPK8, PIK3CG, PIK3CD, PIK3CA",4,"SOS1, RAF1, PIK3CG, PIK3CD, PIK3CA, BRAF, ARAF",7,NA,0,NA,0,7
"236","HSP90B1",220,"Novel","7184",-3.495,"Pathways in cancer ; NOD-like receptor signaling pathway ; Prostate cancer","APOB, UBC, PDLIM7, P4HB, RAE1, HSPA5, CALR",7,NA,0,"CALR",1,NA,0,NA,0,"CALR",1,NA,0,1
"237","HSPA5",85,"Novel","3309",-2.293,"Prion diseases","LDLR, HSP90B1, APOB, PRNP, UBC, EGFR",6,"EGFR",1,NA,0,NA,0,"EGFR",1,NA,0,NA,0,1
"238","ICAM1",552,"Novel","3383",-2.651,"Leukocyte transendothelial migration ; Rheumatoid arthritis ; Cell adhesion molecules (CAMs) ; African trypanosomiasis ; Malaria ; Natural killer cell mediated cytotoxicity","UBC, ITGAL, ITGB2, ITGAM",4,"ITGB2, ITGAM, ITGAL",3,NA,0,NA,0,"ITGB2, ITGAM, ITGAL",3,NA,0,NA,0,3
"239","IFIH1",593,"Novel","64135",-1.093,"RIG-I-like receptor signaling pathway","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"240","IFNA2",281,"Toll-like receptor signaling pathway","3440",-0.588,NA,"IFNAR2, IFNAR1",2,NA,0,NA,0,"IFNAR2, IFNAR1",2,NA,0,NA,0,NA,0,0
"241","IFNA8",586,"Toll-like receptor signaling pathway","3445",-0.583,NA,"IFNAR2",1,NA,0,NA,0,"IFNAR2",1,NA,0,NA,0,NA,0,0
"242","IFNAR1",280,"Toll-like receptor signaling pathway","3454",0.642,NA,"IFNA2, IFNAR2, IFNB1, UBC",4,NA,0,"IFNB1",1,"IFNB1, IFNAR2, IFNA2",3,NA,0,NA,0,NA,0,0
"243","IFNAR2",315,"Toll-like receptor signaling pathway","3455",0.893,NA,"IFNA8, GNB2L1, IFNAR1, IFNA2, STAT1",5,NA,0,NA,0,"STAT1, IFNAR1, IFNA8, IFNA2",4,NA,0,NA,0,"STAT1",1,1
"244","IFNB1",501,"Toll-like receptor signaling pathway","3456",-0.97,NA,"IFNAR1",1,NA,0,NA,0,"IFNAR1",1,NA,0,NA,0,NA,0,0
"245","IFNG",625,"Chagas disease (American trypanosomiasis)","3458",1.474,NA,"IFNGR1",1,NA,0,"IFNGR1",1,NA,0,NA,0,NA,0,NA,0,0
"246","IFNGR1",274,"Chagas disease (American trypanosomiasis)","3459",0.172,NA,"SIRPB1, IFNG, UBC, STAT1",4,NA,0,"IFNG",1,"STAT1",1,NA,0,NA,0,"STAT1",1,1
"247","IK",399,"Novel","3550",-2.761,NA,"RBM10, UBC, MSH2, NDUFA1, GNB2L1, THOC1, XAB2, EFTUD2, MFAP1",9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"248","IKBKB",63,"Toll-like receptor signaling pathway","3551",-1.632,"Chagas disease (American trypanosomiasis) ; MAPK signaling pathway ; Toll-like receptor signaling pathway ; Toxoplasmosis ; Chemokine signaling pathway ; Hepatitis C ; RIG-I-like receptor signaling pathway ; Osteoclast differentiation ; Pathways in cancer ; Shigellosis ; Apoptosis ; Pancreatic cancer ; NOD-like receptor signaling pathway ; Prostate cancer ; Epithelial cell signaling in Helicobacter pylori infection ; T cell receptor signaling pathway ; Chronic myeloid leukemia ; Neurotrophin signaling pathway","MAP3K7, NFKB1, RELA, RAC3, MAPK14, COPS5, AKT1, CD40, CLTC, BCL3, TNFRSF1A, CNTN2, NFKBIB, ERC1, NFKBIA, TRAF6, CHUK, UBC, RIPK1, TBK1, PPP1CA, PPP2CA",22,"RAC3, PPP1CA",2,"TRAF6, TNFRSF1A, RELA, PPP2CA, NFKBIA, NFKB1, MAPK14, CHUK, AKT1",9,"TBK1, RIPK1, TRAF6, MAP3K7, RELA, NFKBIA, NFKB1, MAPK14, CHUK, CD40, AKT1",11,"RAC3, PPP1CA",2,"TNFRSF1A",1,"RIPK1, RELA, MAP3K7",3,6
"249","IL10",377,"Chagas disease (American trypanosomiasis)","3586",-0.591,NA,"A2M",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"250","IL12A",205,"Toll-like receptor signaling pathway","3592",-3.527,"Cytokine-cytokine receptor interaction ; Chagas disease (American trypanosomiasis) ; Toll-like receptor signaling pathway ; Toxoplasmosis ; Leishmaniasis ; Amoebiasis ; RIG-I-like receptor signaling pathway ; African trypanosomiasis ; Jak-STAT signaling pathway ; Malaria","IL12B",1,NA,0,"IL12B",1,"IL12B",1,NA,0,NA,0,NA,0,0
"251","IL12B",386,"Toll-like receptor signaling pathway","3593",0.178,NA,"IL12A",1,NA,0,"IL12A",1,"IL12A",1,NA,0,NA,0,"IL12A",1,1
"252","IL1B",570,"Toll-like receptor signaling pathway","3553",-1.092,"Cytokine-cytokine receptor interaction ; Chagas disease (American trypanosomiasis) ; MAPK signaling pathway ; Toll-like receptor signaling pathway ; Leishmaniasis ; Amoebiasis ; Osteoclast differentiation ; Rheumatoid arthritis ; Apoptosis ; Hematopoietic cell lineage ; African trypanosomiasis ; NOD-like receptor signaling pathway ; Prion diseases ; Malaria","A2M",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"253","IL3",576,"Novel","3562",-2.363,"Cytokine-cytokine receptor interaction ; Apoptosis ; Hematopoietic cell lineage ; Jak-STAT signaling pathway ; Fc epsilon RI signaling pathway","IL3RA",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"254","IL3RA",310,"Novel","3563",-4.839,"Cytokine-cytokine receptor interaction ; Apoptosis ; Hematopoietic cell lineage ; Jak-STAT signaling pathway","IL3",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"255","IL6",581,"Toll-like receptor signaling pathway","3569",-0.895,NA,"ZBTB16",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"256","ING1",396,"Novel","3621",-1.085,NA,"SIN3A, HDAC2, PCNA, UBC",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"257","IQGAP1",121,"Regulation of actin cytoskeleton","8826",-0.952,NA,"BRAF, CDC42, RAC1, ACTB, MYH10, MAPK1, UBC",7,"RAC1, MAPK1, MYH10, CDC42, BRAF, ACTB",6,"MAPK1",1,"RAC1, MAPK1",2,"RAC1, MAPK1, MYH10, CDC42, BRAF, ACTB",6,NA,0,NA,0,6
"258","IQGAP2",504,"Regulation of actin cytoskeleton","10788",0.569,NA,"RAC1, UBC, CDC42",3,"RAC1, CDC42",2,NA,0,"RAC1",1,"RAC1, CDC42",2,NA,0,NA,0,2
"259","IQGAP3",503,"Regulation of actin cytoskeleton","128239",-0.304,NA,"UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"260","IRAK1",449,"Toll-like receptor signaling pathway","3654",-1.408,"Chagas disease (American trypanosomiasis) ; Toll-like receptor signaling pathway ; Toxoplasmosis ; Leishmaniasis ; Apoptosis ; Neurotrophin signaling pathway","MYD88",1,NA,0,"MYD88",1,"MYD88",1,NA,0,NA,0,"MYD88",1,1
"261","IRF3",271,"Toll-like receptor signaling pathway","3661",0.911,NA,"IRF5, IRF7, JUN, UBC, TBK1",5,NA,0,"JUN",1,"TBK1, JUN, IRF7, IRF5",4,NA,0,NA,0,"JUN",1,1
"262","IRF5",471,"Toll-like receptor signaling pathway","3663",-0.405,NA,"IRF3, UBC",2,NA,0,NA,0,"IRF3",1,NA,0,NA,0,NA,0,0
"263","IRF7",483,"Toll-like receptor signaling pathway","3665",0.792,NA,"TRAF6, IRF3, UBC, MYD88",4,NA,0,"TRAF6, MYD88",2,"TRAF6, MYD88, IRF3",3,NA,0,NA,0,"MYD88",1,1
"264","IRF9",415,"Novel","10379",-3.713,"Hepatitis C ; Osteoclast differentiation ; Jak-STAT signaling pathway","STAT1",1,NA,0,NA,0,"STAT1",1,NA,0,NA,0,"STAT1",1,1
"265","ISG15",165,"Novel","9636",-1.153,"RIG-I-like receptor signaling pathway","ACACB, YARS, USP18, UBC, PCNA",5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"266","ITGA1",555,"Regulation of actin cytoskeleton","3672",-1.182,"Regulation of actin cytoskeleton ; Focal adhesion ; Hematopoietic cell lineage ; ECM-receptor interaction ; Arrhythmogenic right ventricular cardiomyopathy (ARVC)","ITGB1",1,"ITGB1",1,NA,0,NA,0,"ITGB1",1,NA,0,NA,0,1
"267","ITGA2",296,"Regulation of actin cytoskeleton","3673",0.327,NA,"COL1A2, ITGB1",2,"ITGB1",1,NA,0,NA,0,"ITGB1",1,NA,0,NA,0,1
"268","ITGA4",318,"Regulation of actin cytoskeleton","3676",0.11,NA,"ITGB7, ITGB1, PXN",3,"PXN, ITGB7, ITGB1",3,NA,0,NA,0,"PXN, ITGB7, ITGB1",3,NA,0,NA,0,3
"269","ITGA5",542,"Regulation of actin cytoskeleton","3678",-1.442,"Regulation of actin cytoskeleton ; Focal adhesion ; Phagosome ; Shigellosis ; Hematopoietic cell lineage ; Bacterial invasion of epithelial cells ; ECM-receptor interaction ; Arrhythmogenic right ventricular cardiomyopathy (ARVC)","ITGB5, ITGB1, FN1, UBC",4,"ITGB5, ITGB1, FN1",3,NA,0,NA,0,"ITGB5, ITGB1, FN1",3,NA,0,NA,0,3
"270","ITGA6",231,"Regulation of actin cytoskeleton","3655",1.636,NA,"ITGB4, ITGB1",2,"ITGB4, ITGB1",2,NA,0,NA,0,"ITGB4, ITGB1",2,NA,0,NA,0,2
"271","ITGA7",313,"Regulation of actin cytoskeleton","3679",0.554,NA,"FHL2, ITGB5, ITGB1",3,"ITGB5, ITGB1",2,NA,0,NA,0,"ITGB5, ITGB1",2,NA,0,NA,0,2
"272","ITGA8",375,"Regulation of actin cytoskeleton","8516",-0.171,NA,"ITGB1",1,"ITGB1",1,NA,0,NA,0,"ITGB1",1,NA,0,NA,0,1
"273","ITGA9",554,"Regulation of actin cytoskeleton","3680",0.114,NA,"ITGB1",1,"ITGB1",1,NA,0,NA,0,"ITGB1",1,NA,0,NA,0,1
"274","ITGAL",300,"Regulation of actin cytoskeleton","3683",0.293,NA,"ICAM1",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"275","ITGAM",237,"Regulation of actin cytoskeleton","3684",-1.872,"Regulation of actin cytoskeleton ; Leukocyte transendothelial migration ; Leishmaniasis ; Amoebiasis ; Phagosome ; Hematopoietic cell lineage ; Cell adhesion molecules (CAMs)","C3, ICAM1",2,NA,0,"C3",1,NA,0,NA,0,NA,0,NA,0,0
"276","ITGAV",187,"Regulation of actin cytoskeleton","3685",-1.581,"Regulation of actin cytoskeleton ; Focal adhesion ; Phagosome ; Pathways in cancer ; Cell adhesion molecules (CAMs) ; ECM-receptor interaction ; Arrhythmogenic right ventricular cardiomyopathy (ARVC)","PTK2, ITGB5, FN1, ITGB6, UBC, ITGB1",6,"PTK2, ITGB6, ITGB5, ITGB1, FN1",5,NA,0,NA,0,"PTK2, ITGB6, ITGB5, ITGB1, FN1",5,NA,0,NA,0,5
"277","ITGAX",236,"Regulation of actin cytoskeleton","3687",0.05,NA,"ITGB2, C3, ITGB1",3,"ITGB2, ITGB1",2,"C3",1,NA,0,"ITGB2, ITGB1",2,NA,0,NA,0,2
"278","ITGB1",71,"Regulation of actin cytoskeleton","3688",-1.498,"Regulation of actin cytoskeleton ; Toxoplasmosis ; Leukocyte transendothelial migration ; Leishmaniasis ; Focal adhesion ; Phagosome ; Pathways in cancer ; Shigellosis ; Bacterial invasion of epithelial cells ; Cell adhesion molecules (CAMs) ; ECM-receptor interaction ; Pathogenic Escherichia coli infection ; Arrhythmogenic right ventricular cardiomyopathy (ARVC)","GNB2L1, PXN, ITGAV, ITGA6, ITGAX, FN1, ITGA2, ITGA7, ITGA4, ITGA8, VCL, ITGA5, ITGB1BP1, ITGA9, ITGA1, UBC",16,"ITGA8, VCL, PXN, ITGAX, ITGAV, ITGA9, ITGA7, ITGA5, ITGA4, ITGA2, ITGA1, ITGA6, FN1",13,NA,0,NA,0,"ITGA8, VCL, PXN, ITGAX, ITGAV, ITGA9, ITGA7, ITGA5, ITGA4, ITGA2, ITGA1, ITGA6, FN1",13,NA,0,NA,0,13
"279","ITGB1BP1",553,"Novel","9270",-3.221,NA,"ITGB1",1,"ITGB1",1,NA,0,NA,0,"ITGB1",1,NA,0,NA,0,1
"280","ITGB2",301,"Regulation of actin cytoskeleton","3689",1.587,NA,"ICAM1, ITGAX, SYK",3,"ITGAX",1,NA,0,NA,0,"ITGAX",1,NA,0,NA,0,1
"281","ITGB4",413,"Regulation of actin cytoskeleton","3691",1.729,NA,"ITGA6",1,"ITGA6",1,NA,0,NA,0,"ITGA6",1,NA,0,NA,0,1
"282","ITGB5",294,"Regulation of actin cytoskeleton","3693",0.282,NA,"ITGA7, ITGA5, UBC, ITGAV, PTK2",5,"PTK2, ITGAV, ITGA7, ITGA5",4,NA,0,NA,0,"PTK2, ITGAV, ITGA7, ITGA5",4,NA,0,NA,0,4
"283","ITGB6",460,"Regulation of actin cytoskeleton","3694",-0.426,NA,"ITGAV",1,"ITGAV",1,NA,0,NA,0,"ITGAV",1,NA,0,NA,0,1
"284","ITGB7",626,"Regulation of actin cytoskeleton","3695",-0.608,NA,"ITGA4",1,"ITGA4",1,NA,0,NA,0,"ITGA4",1,NA,0,NA,0,1
"285","JAM3",632,"Novel","83700",-1.219,"Leukocyte transendothelial migration ; Tight junction ; Cell adhesion molecules (CAMs) ; Epithelial cell signaling in Helicobacter pylori infection","PARD3",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"286","JUN",96,"Toll-like receptor signaling pathway","3725",-2.457,"Chagas disease (American trypanosomiasis) ; MAPK signaling pathway ; Toll-like receptor signaling pathway ; Leishmaniasis ; Focal adhesion ; Osteoclast differentiation ; Pathways in cancer ; Rheumatoid arthritis ; GnRH signaling pathway ; Epithelial cell signaling in Helicobacter pylori infection ; T cell receptor signaling pathway ; Neurotrophin signaling pathway ; Renal cell carcinoma","FOS, UBE2I, FBXW7, COPS5, TAF12, TAF1, MAPK8, COPS2, IRF3, RUNX1, ATF3, CSK, MED21, MAPK9, SPI1, MAPK10, PRKD1, UBC, MAPK1, SMAD3, RELA, SP1, SMAD2",23,"MAPK1, CSK",2,"RELA, MAPK10, MAPK9, MAPK8, MAPK1, SMAD3, SMAD2, FOS",8,"RELA, MAPK10, MAPK9, MAPK8, MAPK1, IRF3, FOS",7,"MAPK1, CSK",2,NA,0,"RELA",1,3
"287","JUP",454,"Novel","3728",-3.123,"Pathways in cancer ; Arrhythmogenic right ventricular cardiomyopathy (ARVC)","APC",1,"APC",1,NA,0,NA,0,"APC",1,NA,0,NA,0,1
"288","KAT2B",152,"Novel","8850",-1.265,NA,"TAF12, ASF1B, CNTN2, RELA, UBC, SMAD3, SMAD2",7,NA,0,"RELA, SMAD3, SMAD2",3,"RELA",1,NA,0,NA,0,"RELA",1,1
"289","KLF4",474,"Novel","9314",-1.144,NA,"UBC, SP1, HDAC2",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"290","KLHL8",339,"Novel","57563",-1.029,NA,"COPS6, PSMA1, PSMA7, PSMA3, PSMA2, UBC, PSMA5",7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"291","KRAS",125,"Regulation of actin cytoskeleton","3845",-4.178,"Regulation of actin cytoskeleton ; MAPK signaling pathway ; Chemokine signaling pathway ; Tight junction ; Hepatitis C ; Pathways in cancer ; GnRH signaling pathway ; Pancreatic cancer ; Prostate cancer ; Long-term depression ; T cell receptor signaling pathway ; Chronic myeloid leukemia ; Gap junction ; Neurotrophin signaling pathway ; Fc epsilon RI signaling pathway ; Melanoma ; Natural killer cell mediated cytotoxicity ; VEGF signaling pathway ; Progesterone-mediated oocyte maturation ; Renal cell carcinoma","RAF1, PIK3CB, PIK3CD, PIK3CG, ARAF, UBC, PIK3CA, MAPK1",8,"RAF1, MAPK1, PIK3CG, PIK3CD, PIK3CB, PIK3CA, ARAF",7,"MAPK1, PIK3CG, PIK3CD, PIK3CB, PIK3CA",5,"MAPK1, PIK3CG, PIK3CD, PIK3CB, PIK3CA",5,"RAF1, MAPK1, PIK3CG, PIK3CD, PIK3CB, PIK3CA, ARAF",7,NA,0,NA,0,7
"292","LAMP1",510,"Novel","3916",-1.012,"Phagosome","EGFR",1,"EGFR",1,NA,0,NA,0,"EGFR",1,NA,0,NA,0,1
"293","LAT",30,"Novel","27040",-1.78,"Fc gamma R-mediated phagocytosis ; T cell receptor signaling pathway ; Fc epsilon RI signaling pathway ; Natural killer cell mediated cytotoxicity","VAV1, SYK, UBC",3,"VAV1",1,NA,0,NA,0,"VAV1",1,NA,0,NA,0,1
"294","LBP",557,"Toll-like receptor signaling pathway","3929",-0.203,NA,"CD14",1,"CD14",1,NA,0,"CD14",1,"CD14",1,NA,0,"CD14",1,2
"295","LDHB",602,"Novel","3945",-1.577,"Propanoate metabolism","UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"296","LDLR",218,"Novel","3949",-1.103,"Toxoplasmosis ; Endocytosis ; Hepatitis C","APOB, MYLIP, HSPA5, UBC",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"297","LIG1",558,"Novel","3978",-1.539,"Base excision repair ; DNA replication ; Mismatch repair","UBC, PCNA",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"298","LIMK2",562,"Regulation of actin cytoskeleton","3985",-0.577,NA,"ROCK1, CFL1, PARD3",3,"ROCK1, CFL1",2,NA,0,NA,0,"ROCK1, CFL1",2,NA,0,NA,0,2
"299","LPXN",203,"Novel","9404",-1.056,NA,"PTK2, VCL",2,"VCL, PTK2",2,NA,0,NA,0,"VCL, PTK2",2,NA,0,NA,0,2
"300","LRIG1",512,"Novel","26018",-1.091,NA,"UBC, EGFR",2,"EGFR",1,NA,0,NA,0,"EGFR",1,NA,0,NA,0,1
"301","LRP1",354,"Novel","4035",-2.201,"Malaria","UBC, A2M, CALR",3,NA,0,"CALR",1,NA,0,NA,0,"CALR",1,NA,0,1
"302","LSM4",114,"Novel","25804",-1.149,"Spliceosome","LSM6, UBC, PRPF8, SNRPD3",4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"303","LSM6",334,"Novel","11157",-2.087,"Spliceosome","LSM4, PRPF8, SNRPD3",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"304","LUC7L",113,"Novel","55692",-1.548,NA,"SNRPC, SNRPD3, PRPF8",3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"305","LY96",630,"Toll-like receptor signaling pathway","23643",-3.629,"Toll-like receptor signaling pathway ; Toxoplasmosis ; Pathogenic Escherichia coli infection","TLR4",1,NA,0,"TLR4",1,"TLR4",1,NA,0,NA,0,"TLR4",1,1
"306","MAF1",347,"Novel","84232",-1.632,NA,"CSNK2A2",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"307","MAFG",525,"Novel","4097",-8.075,NA,"UBC",1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
"308","MAP2K1",117,"Toll-like receptor signaling pathway","5604",-0.291,NA,"MAPK3, BRAF, RAF1, ARAF, MAP3K8, EGFR, UBC, MAPK14, MAPK1",9,"RAF1, MAPK3, MAPK1, EGFR, BRAF, ARAF",6,"MAPK3, MAPK1, MAPK14",3,"MAPK3, MAPK1, MAPK14, MAP3K8",4,"RAF1, MAPK3, MAPK1, EGFR, BRAF, ARAF",6,NA,0,"MAP3K8",1,7
"309","MAP2K2",120,"Toll-like receptor signaling pathway","5605",2.236,NA,"BRAF, RAF1, ARAF, UBC, MAPK1, MAPK3",6,"RAF1, MAPK3, MAPK1, BRAF, ARAF",5,"MAPK3, MAPK1",2,"MAPK3, MAPK1",2,"RAF1, MAPK3, MAPK1, BRAF, ARAF",5,NA,0,NA,0,5
"310","MAP2K3",392,"Toll-like receptor signaling pathway","5606",0.05,NA,"MAP2K6, MAPK14, UBC",3,NA,0,"MAPK14",1,"MAP2K6, MAPK14",2,NA,0,NA,0,"MAP2K6",1,1
"311","MAP2K4",222,"Toll-like receptor signaling pathway","6416",0.924,NA,"MAPK9, MAPK10, AKT1, MAPK8, CD40, MAP2K7, MAP3K7, MAPK14",8,NA,0,"MAPK10, MAPK9, MAPK8, MAPK14, AKT1",5,"MAP3K7, MAP2K7, MAPK10, MAPK9, MAPK8, MAPK14, CD40, AKT1",8,NA,0,NA,0,"MAP3K7",1,1
"312","MAP2K6",211,"Toll-like receptor signaling pathway","5608",-1.293,"MAPK signaling pathway ; Toll-like receptor signaling pathway ; Toxoplasmosis ; Osteoclast differentiation ; Amyotrophic lateral sclerosis (ALS) ; GnRH signaling pathway ; Fc epsilon RI signaling pathway","MAP2K3, MAPK12, TLR3, MAP3K7, UBC, MAPK14, RELA",7,NA,0,"MAPK12, RELA, MAPK14",3,"TLR3, MAP3K7, MAPK12, RELA, MAP2K3, MAPK14",6,NA,0,NA,0,"RELA, MAP3K7",2,2
"313","MAP2K7",62,"Toll-like receptor signaling pathway","5609",0.8,NA,"MAP3K7, MAPK8, CD40, DUSP10, MAP2K4, MAPK9, UBC",7,NA,0,"MAP2K4, MAPK9, MAPK8",3,"MAP3K7, MAP2K4, MAPK9, MAPK8, CD40",5,NA,0,NA,0,"MAP3K7",1,1
"314","MAP3K3",328,"Novel","4215",-1.731,"MAPK signaling pathway ; GnRH signaling pathway ; Neurotrophin signaling pathway","UBC, MAP3K7, TRAF6, CHUK",4,NA,0,"TRAF6, CHUK",2,"TRAF6, MAP3K7, CHUK",3,NA,0,NA,0,"MAP3K7",1,1
"315","MAP3K7",64,"Toll-like receptor signaling pathway","6885",-2.721,"MAPK signaling pathway ; Toll-like receptor signaling pathway ; Toxoplasmosis ; Leishmaniasis ; RIG-I-like receptor signaling pathway ; Osteoclast differentiation ; NOD-like receptor signaling pathway ; T cell receptor signaling pathway","EIF2AK2, RELA, SMAD3, MAPK8, MAP2K6, CD40, TLR4, MAP2K4, CLTC, MYD88, TGFBR1, TIRAP, MAP3K3, TNFRSF1A, TAB1, TLR3, CARD11, SMAD6, MAP2K7, CHUK, RIPK1, TRAF6, UBC, IKBKB",24,NA,0,"TRAF6, TNFRSF1A, TLR4, TGFBR1, MAP2K4, RELA, MAPK8, MYD88, SMAD3, IKBKB, CHUK",11,"TIRAP, TAB1, RIPK1, TRAF6, TLR4, TLR3, MAP2K4, RELA, MAP2K7, MAP2K6, MAPK8, MYD88, IKBKB, CHUK, CD40",15,NA,0,"TNFRSF1A",1,"TLR4, TIRAP, RIPK1, RELA, MYD88, MAP2K6, IKBKB",7,8
"316","MAP3K8",374,"Toll-like receptor signaling pathway","1326",-1.165,"MAPK signaling pathway ; Toll-like receptor signaling pathway ; T cell receptor signaling pathway","NFKB1, RELA, MAP2K1",3,"MAP2K1",1,"RELA, NFKB1",2,"RELA, MAP2K1, NFKB1",3,"MAP2K1",1,NA,0,"RELA",1,2
"317","MAPK1",95,"Toll-like receptor signaling pathway","5594",-0.111,NA,"JUN, MBP, GAB2, MAP2K1, MAPK3, MAP2K2, IQGAP1, BRAF, KRAS, RAF1, FOS, RET, PXN, DUSP6, SP1, CRKL, UBC, SMAD1, VAV1, MAPK14, PPP1CA, SMAD3, PPP2CA",23,"IQGAP1, VAV1, RAF1, PXN, MAP2K2, MAP2K1, MAPK3, PPP1CA, KRAS, CRKL, BRAF",11,"MAPK3, PPP2CA, SMAD3, JUN, FOS, MAPK14",6,"MAP2K2, MAP2K1, MAPK3, JUN, FOS, MAPK14",6,"IQGAP1, VAV1, RAF1, PXN, MAP2K2, MAP2K1, MAPK3, PPP1CA, KRAS, CRKL, BRAF",11,NA,0,"JUN",1,12
"318","MAPK10",432,"Toll-like receptor signaling pathway","5602",0.56,NA,"MAP2K4, JUN",2,NA,0,"MAP2K4, JUN",2,"MAP2K4, JUN",2,NA,0,NA,0,"JUN",1,1
"319","MAPK11",212,"Toll-like receptor signaling pathway","5600",1.429,NA,"TAB1, MAPKAPK3, MBP",3,NA,0,NA,0,"TAB1",1,NA,0,NA,0,NA,0,0
"320","MAPK12",409,"Toll-like receptor signaling pathway","6300",-0.274,NA,"MAP2K6",1,NA,0,NA,0,"MAP2K6",1,NA,0,NA,0,"MAP2K6",1,1
"321","MAPK13",489,"Toll-like receptor signaling pathway","5603",-1.49,"Chagas disease (American trypanosomiasis) ; MAPK signaling pathway ; Toll-like receptor signaling pathway ; Toxoplasmosis ; Leukocyte transendothelial migration ; Leishmaniasis ; Hepatitis C ; RIG-I-like receptor signaling pathway ; Osteoclast differentiation ; Shigellosis ; Amyotrophic lateral sclerosis (ALS) ; GnRH signaling pathway ; NOD-like receptor signaling pathway ; Epithelial cell signaling in Helicobacter pylori infection ; T cell receptor signaling pathway ; Neurotrophin signaling pathway ; Fc epsilon RI signaling pathway ; VEGF signaling pathway ; Progesterone-mediated oocyte maturation","MBP, MAPKAPK3",2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0
